"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Annotation"
"TSPAN6",0,0.848148417297756,0.26,0.029,0,"Endothelial cells "
"MAGI1",0,0.841398872738341,0.228,0.021,0,"Endothelial cells "
"LMO2",0,0.830011823715304,0.251,0.028,0,"Endothelial cells "
"PLA1A",0,0.786165970683212,0.16,0.01,0,"Endothelial cells "
"THSD7A",0,0.76231222816185,0.209,0.01,0,"Endothelial cells "
"SHROOM4",0,0.746287187279083,0.18,0.007,0,"Endothelial cells "
"CYYR1",0,0.721344685137948,0.212,0.016,0,"Endothelial cells "
"NDRG4",0,0.669308488807439,0.169,0.003,0,"Endothelial cells "
"CLDN10",0,0.654354502966113,0.132,0.002,0,"Endothelial cells "
"TUSC3",0,0.642197390899361,0.182,0.008,0,"Endothelial cells "
"SULT1C4",0,0.61092946253469,0.136,0.005,0,"Endothelial cells "
"AL590226.1",0,0.590746872840675,0.107,0.001,0,"Endothelial cells "
"SEMA3G",0,0.576682289113501,0.111,0.002,0,"Endothelial cells "
"GIPC2",0,0.559285008018502,0.163,0.007,0,"Endothelial cells "
"OTC",0,0.553877787187885,0.14,0.001,0,"Endothelial cells "
"SSTR1",0,0.538960484891235,0.137,0.001,0,"Endothelial cells "
"KCNMB4",0,0.538097248961824,0.142,0.005,0,"Endothelial cells "
"SEMA3F",0,0.536169534595304,0.118,0.004,0,"Endothelial cells "
"BATF2",0,0.501056259068348,0.115,0.003,0,"Endothelial cells "
"MARVELD2",0,0.485094134508419,0.113,0.003,0,"Endothelial cells "
"GRB14",0,0.406720929112723,0.109,0.002,0,"Endothelial cells "
"FAM69B",0,0.40440104654808,0.108,0.003,0,"Endothelial cells "
"PTPRR",0,0.390068605128053,0.115,0.001,0,"Endothelial cells "
"BMP6",0,0.366499959735996,0.109,0.001,0,"Endothelial cells "
"SOX18",5.60503126352504e-308,0.757417153491635,0.153,0.009,1.10206124703429e-303,"Endothelial cells "
"CNTNAP3B",9.75618887410003e-307,0.500880563399872,0.136,0.007,1.91826185642555e-302,"Endothelial cells "
"SAMD12",2.36274200793421e-306,0.450033828563887,0.121,0.005,4.64562333600025e-302,"Endothelial cells "
"TOX2",8.73311128681349e-303,0.580444294214132,0.136,0.007,1.71710434121327e-298,"Endothelial cells "
"HIF3A",3.98309736363854e-298,1.03841141580164,0.291,0.04,7.8315660363861e-294,"Endothelial cells "
"CSGALNACT1",5.39792007144087e-297,1.03395312248841,0.315,0.048,1.0613390444467e-292,"Endothelial cells "
"FKBP1A1",4.32953798095551e-293,1.71740225087873,0.817,0.47,8.51273757815473e-289,"Endothelial cells "
"SPARCL12",1.58178521249481e-288,1.73126230163842,0.877,0.442,3.11010608480729e-284,"Endothelial cells "
"AFDN",8.5036084596579e-288,0.795016341126917,0.202,0.019,1.67197949533794e-283,"Endothelial cells "
"HLA-B3",1.26859665393635e-285,1.33314896909412,0.963,0.818,2.49431474096966e-281,"Endothelial cells "
"GATA2-AS1",3.84857899721355e-284,0.457856532128925,0.105,0.003,7.56707602432128e-280,"Endothelial cells "
"RUNX1T1",3.96045503934024e-282,0.782584544755011,0.229,0.026,7.78704669835079e-278,"Endothelial cells "
"EXOC6",5.68132265518084e-282,1.07180333376331,0.291,0.043,1.11706166046166e-277,"Endothelial cells "
"ENPP2",7.45856176131819e-282,1.18281725765319,0.253,0.032,1.46650241351038e-277,"Endothelial cells "
"PRX",2.90687912754789e-278,1.00033127397069,0.127,0.006,5.71550574058466e-274,"Endothelial cells "
"CASKIN2",3.73975726541152e-278,0.830559144733607,0.175,0.014,7.35311073525213e-274,"Endothelial cells "
"RAMP3",1.75987145806841e-275,1.40148328100703,0.236,0.028,3.46025926085411e-271,"Endothelial cells "
"CYP26B1",2.17321608593066e-275,0.392294469480367,0.104,0.004,4.27297746815687e-271,"Endothelial cells "
"SHE",1.56547260181565e-270,0.645585768711688,0.177,0.015,3.07803222968992e-266,"Endothelial cells "
"ECE1",1.64966631309744e-270,1.01619783814573,0.35,0.065,3.24357390481219e-266,"Endothelial cells "
"PRKCE",3.05236842700884e-269,0.996534145097912,0.199,0.02,6.00156680118478e-265,"Endothelial cells "
"IL331",2.1079595364309e-267,1.45337751525009,0.456,0.115,4.14467004053044e-263,"Endothelial cells "
"CRIP21",5.35746027158576e-267,1.40921296372738,0.658,0.225,1.05338383859919e-262,"Endothelial cells "
"SHROOM1",4.50141528027775e-266,0.557051415785072,0.161,0.012,8.85068272408211e-262,"Endothelial cells "
"KCTD122",4.93198656706057e-266,1.60541821185942,0.54,0.165,9.69727198815449e-262,"Endothelial cells "
"MKL2",2.99916200850756e-261,0.837013409586631,0.238,0.03,5.89695234112756e-257,"Endothelial cells "
"MATN21",2.02059995412675e-260,0.934358301502737,0.252,0.034,3.97290362980401e-256,"Endothelial cells "
"MTUS11",4.31755697154899e-259,1.40865321196431,0.445,0.112,8.48918051745962e-255,"Endothelial cells "
"JCAD",8.81789780623795e-258,0.646538559779547,0.168,0.014,1.73377506666251e-253,"Endothelial cells "
"TJP11",8.14336142489049e-257,1.17526640323845,0.379,0.081,1.60114772336197e-252,"Endothelial cells "
"FGD5",2.09154389399388e-250,0.625906598639761,0.189,0.019,4.11239360437077e-246,"Endothelial cells "
"BCAM1",2.21907805086645e-250,1.06545260551534,0.391,0.083,4.36315126361362e-246,"Endothelial cells "
"PKN3",9.51659029653227e-250,0.481004839185322,0.111,0.005,1.87115198410418e-245,"Endothelial cells "
"GIMAP11",1.14845943625758e-247,1.06579886734565,0.385,0.082,2.25810094356966e-243,"Endothelial cells "
"CTGF2",1.35866524452142e-247,2.48331769046652,0.617,0.239,2.67140760377801e-243,"Endothelial cells "
"HERC2",3.30385449758298e-247,1.21523828691277,0.365,0.077,6.49603871314765e-243,"Endothelial cells "
"PNMT",2.58965052626108e-245,0.504757091641026,0.121,0.007,5.09177086473454e-241,"Endothelial cells "
"RASIP1",2.99374960820832e-242,0.756936322609186,0.177,0.017,5.88631047965919e-238,"Endothelial cells "
"MAST4",3.3888707004897e-242,1.05085349231307,0.287,0.048,6.66319757130285e-238,"Endothelial cells "
"SOCS2",1.45393868442084e-241,1.48557818144769,0.374,0.083,2.85873424130825e-237,"Endothelial cells "
"IL1RL1",2.7629389564373e-241,2.10260775984203,0.173,0.017,5.43249057614703e-237,"Endothelial cells "
"TMTC1",5.83655406921336e-240,0.705859031217174,0.196,0.022,1.14758326108873e-235,"Endothelial cells "
"PON2",6.54605043053251e-239,1.6308744708558,0.388,0.093,1.2870844356513e-234,"Endothelial cells "
"SEC14L11",2.22950457238371e-235,1.34658795223349,0.496,0.15,4.38365189022085e-231,"Endothelial cells "
"VAMP51",4.25235177390228e-230,1.46540031581604,0.708,0.327,8.36097405784665e-226,"Endothelial cells "
"TCEAL91",1.10155761069597e-228,1.33261578919761,0.424,0.112,2.16588257415042e-224,"Endothelial cells "
"COL8A11",3.14690513682942e-227,1.05967530095593,0.313,0.06,6.18744488003401e-223,"Endothelial cells "
"CFI",1.09599551843013e-226,0.725934648120589,0.238,0.035,2.15494638833732e-222,"Endothelial cells "
"CX3CL1",2.0083654187629e-226,0.908381643170028,0.169,0.017,3.94884808637162e-222,"Endothelial cells "
"IFI44L",1.41514794338052e-225,0.93632733376998,0.297,0.054,2.78246388627478e-221,"Endothelial cells "
"ITGB4",1.00321004134451e-224,0.429041500003678,0.126,0.009,1.97251158329158e-220,"Endothelial cells "
"HEG11",4.40586935411001e-224,1.05768694518852,0.351,0.077,8.6628203240511e-220,"Endothelial cells "
"CD591",3.32254786207178e-222,1.49180055921514,0.782,0.416,6.53279360640553e-218,"Endothelial cells "
"GIMAP6",4.24085357053353e-222,0.748595824654187,0.251,0.039,8.33836629038304e-218,"Endothelial cells "
"CRACR2B",2.65465859028142e-218,0.499159864382166,0.154,0.014,5.21958972021133e-214,"Endothelial cells "
"CAPZA22",7.1200680881642e-218,1.34419843817454,0.734,0.399,1.39994778749485e-213,"Endothelial cells "
"TSPAN9",7.1702666486553e-216,0.694932229267141,0.21,0.028,1.40981782845861e-211,"Endothelial cells "
"PIK3C2B",8.33994323250701e-215,0.444618079845045,0.126,0.009,1.63979963837553e-210,"Endothelial cells "
"TMEM204",1.26849386150431e-213,1.10114691903871,0.323,0.067,2.49411263048977e-209,"Endothelial cells "
"PHACTR2",5.78465947502411e-213,1.20168104445486,0.415,0.113,1.13737974597924e-208,"Endothelial cells "
"MYL12B",1.3869070009898e-212,1.18358544774737,0.864,0.729,2.72693654534615e-208,"Endothelial cells "
"VCAM1",2.0010337213597e-211,1.23407644381691,0.24,0.038,3.93443250293744e-207,"Endothelial cells "
"SOX7",3.13553852615596e-210,0.527306570184369,0.119,0.008,6.16509585012785e-206,"Endothelial cells "
"PLCXD3",1.14353168177018e-208,0.43871288087825,0.117,0.008,2.24841199269653e-204,"Endothelial cells "
"BMP4",2.68640721519864e-207,0.685876877590151,0.18,0.021,5.28201386652356e-203,"Endothelial cells "
"DOCK6",3.96719677239357e-204,0.593833488792417,0.13,0.011,7.80030229388023e-200,"Endothelial cells "
"EFNA1",8.0886081639663e-204,0.750957596891858,0.214,0.031,1.59038213719905e-199,"Endothelial cells "
"APOL31",1.4281643622844e-201,1.04293374536676,0.366,0.09,2.80805676912359e-197,"Endothelial cells "
"MGST21",1.14017022280071e-200,1.23469586313212,0.53,0.194,2.24180269207076e-196,"Endothelial cells "
"STOM1",6.86456868059847e-200,1.46749332954132,0.639,0.295,1.34971149397927e-195,"Endothelial cells "
"RALGAPA2",1.02139528888716e-198,0.857122278981911,0.21,0.031,2.00826741700993e-194,"Endothelial cells "
"C1orf115",4.45996124616028e-198,0.475930369056421,0.118,0.009,8.76917580220033e-194,"Endothelial cells "
"ADGRF5",8.46663102798714e-198,1.17759000170975,0.183,0.024,1.66470899272283e-193,"Endothelial cells "
"GFOD1",1.10755787453674e-195,0.831026970738844,0.237,0.04,2.17768029291414e-191,"Endothelial cells "
"CMTM8",1.39801486873665e-195,0.581565078636881,0.163,0.018,2.74877683491001e-191,"Endothelial cells "
"NOTCH1",1.91228484408933e-193,0.66157713183148,0.169,0.02,3.75993446044845e-189,"Endothelial cells "
"EMP22",3.78785980960957e-193,1.27877665458641,0.553,0.21,7.44768995765434e-189,"Endothelial cells "
"ASS1",7.33431095146843e-193,0.642722480709101,0.202,0.03,1.44207221927772e-188,"Endothelial cells "
"TBX31",2.03916082677285e-192,1.31116599935062,0.214,0.034,4.00939801760077e-188,"Endothelial cells "
"HIP1R",1.4769373653859e-191,0.44148464204586,0.133,0.012,2.90395424782175e-187,"Endothelial cells "
"FLT1",3.52153507324922e-190,0.704664002492038,0.18,0.023,6.92404226102262e-186,"Endothelial cells "
"TSPAN21",2.83917255565935e-188,0.658578674589752,0.238,0.04,5.5823810789374e-184,"Endothelial cells "
"SH2D3C",6.50148376116638e-188,0.726606418730764,0.139,0.014,1.27832173712053e-183,"Endothelial cells "
"PCDH1",2.7679585142982e-184,0.497345799647679,0.114,0.009,5.44236003081312e-180,"Endothelial cells "
"PPP2R5B",2.59088223143722e-182,0.634718043818994,0.192,0.028,5.09419264345187e-178,"Endothelial cells "
"TSC22D11",2.55610904393473e-181,1.32829823053723,0.591,0.235,5.02582160218447e-177,"Endothelial cells "
"NEDD9",8.24367253000089e-179,1.19478854005689,0.441,0.141,1.62087089284878e-174,"Endothelial cells "
"THBD2",4.56740883956312e-178,1.21725159924243,0.475,0.158,8.98043926034901e-174,"Endothelial cells "
"PTPN14",3.05832782202259e-177,0.569250057999778,0.161,0.02,6.01328416366081e-173,"Endothelial cells "
"ID32",3.73925345282869e-177,1.19995074310288,0.757,0.397,7.35212013895176e-173,"Endothelial cells "
"FOXF1",2.80382340127432e-176,0.585256378753711,0.127,0.012,5.51287757158558e-172,"Endothelial cells "
"MMP28",4.3067064382108e-175,0.367867870277312,0.111,0.009,8.46784619881007e-171,"Endothelial cells "
"ART4",5.21120280714809e-175,0.460400079066717,0.126,0.012,1.02462669594146e-170,"Endothelial cells "
"IL3RA",6.96103276383236e-174,0.650379396712034,0.194,0.03,1.36867826202472e-169,"Endothelial cells "
"FNBP1L",6.83082218754824e-172,0.730044901729084,0.168,0.023,1.34307625851574e-167,"Endothelial cells "
"ARL6IP11",1.62541554548584e-170,1.67592126149207,0.614,0.325,3.19589204553426e-166,"Endothelial cells "
"CDO1",9.46599978623435e-170,0.548874639751902,0.145,0.017,1.8612048779694e-165,"Endothelial cells "
"EPB41L4A",3.49902019046695e-169,0.482552876144216,0.127,0.013,6.87977349849613e-165,"Endothelial cells "
"FDPS",5.0596593814033e-169,1.11413048420312,0.508,0.194,9.94830227571516e-165,"Endothelial cells "
"GJA11",5.61815321040812e-168,0.878092647343755,0.282,0.063,1.10464128423045e-163,"Endothelial cells "
"TGM21",3.96694148479652e-167,1.04601421288685,0.482,0.164,7.79980034740692e-163,"Endothelial cells "
"FBLIM11",4.51844380239034e-167,0.861119160497464,0.329,0.082,8.88416420425988e-163,"Endothelial cells "
"OCLN",1.01475621557605e-163,0.520533891212651,0.133,0.015,1.99521367106562e-159,"Endothelial cells "
"ECSCR.1",7.59905120774489e-163,0.783705460070951,0.14,0.016,1.4941254484668e-158,"Endothelial cells "
"RDX",9.75944285174652e-163,1.26496352254486,0.518,0.209,1.9189016535104e-158,"Endothelial cells "
"KIAA1217",1.1177662768019e-162,0.545682997175128,0.106,0.009,2.19775205344789e-158,"Endothelial cells "
"ITM2B2",7.16801566293742e-161,0.858571998187701,0.934,0.842,1.40937523964675e-156,"Endothelial cells "
"FXYD6",1.36182488318428e-159,0.798213961176704,0.256,0.055,2.67762008531692e-155,"Endothelial cells "
"LRRC8A",1.69497532454736e-159,0.736031894234049,0.231,0.045,3.33266048312503e-155,"Endothelial cells "
"NES",4.44532183338519e-159,0.748277806140103,0.164,0.024,8.74039178880196e-155,"Endothelial cells "
"GPX31",1.11948037655852e-157,0.820430882987759,0.804,0.431,2.20112231638935e-153,"Endothelial cells "
"SPTBN11",1.86872797645252e-157,1.24302030716947,0.526,0.21,3.67429294730094e-153,"Endothelial cells "
"MMRN1",4.35679019153614e-157,0.456751590754837,0.124,0.013,8.56632087459836e-153,"Endothelial cells "
"RAPGEF3",7.84212911992628e-156,0.46307806851228,0.105,0.009,1.5419194275599e-151,"Endothelial cells "
"CLU1",1.77435592979509e-155,1.40969928018469,0.771,0.486,3.4887386291631e-151,"Endothelial cells "
"CCDC85B",3.08805754995035e-155,1.22445603828297,0.6,0.284,6.07173875471238e-151,"Endothelial cells "
"TMEM120A",9.96101491091273e-155,1.00544154000469,0.359,0.108,1.95853475178366e-150,"Endothelial cells "
"ARGLU1",1.55477415779306e-154,1.38062824273656,0.678,0.39,3.05699694905272e-150,"Endothelial cells "
"SYNPO1",4.33260245150751e-154,0.743678307286872,0.245,0.051,8.51876294015407e-150,"Endothelial cells "
"PKIG1",7.82679570008318e-154,0.933637210653206,0.411,0.133,1.53890457055036e-149,"Endothelial cells "
"PPFIBP11",2.42250073851142e-153,1.01134841137355,0.337,0.094,4.76312095206115e-149,"Endothelial cells "
"ANGPT2",3.76502022184144e-152,0.826855431203872,0.167,0.025,7.40278276018464e-148,"Endothelial cells "
"SLC35G2",6.90840806721179e-152,0.500830194031184,0.161,0.023,1.35833119417518e-147,"Endothelial cells "
"PRSS231",2.84403644405248e-149,1.18429228766155,0.445,0.157,5.59194445629598e-145,"Endothelial cells "
"CXCL12",1.3758191233046e-147,1.20831195037071,0.36,0.112,2.70513556024151e-143,"Endothelial cells "
"LMCD11",6.39737235836524e-147,0.825586103880138,0.323,0.087,1.25785135310177e-142,"Endothelial cells "
"MET",1.09022928364229e-146,0.411698545698461,0.12,0.013,2.14360881749748e-142,"Endothelial cells "
"IFITM22",1.67905138751833e-145,0.993132319797275,0.858,0.663,3.30135083813853e-141,"Endothelial cells "
"LEPR1",2.4752850092163e-145,0.982591334805111,0.398,0.129,4.8669053851211e-141,"Endothelial cells "
"TPST2",4.73223143147247e-145,0.8537629520849,0.305,0.081,9.30451344056118e-141,"Endothelial cells "
"SERPINB6",8.04518201710568e-145,1.13366401626567,0.559,0.26,1.58184368820332e-140,"Endothelial cells "
"RHOB2",1.95911148792663e-144,1.3979866134419,0.719,0.45,3.85200500756133e-140,"Endothelial cells "
"UACA",4.0497360892216e-144,1.07333127597788,0.35,0.107,7.9625910986275e-140,"Endothelial cells "
"FRY1",1.36377791907793e-143,0.85646272445387,0.25,0.057,2.68146014449102e-139,"Endothelial cells "
"PREX2",2.75000471514208e-143,0.522992911033367,0.149,0.021,5.40705927091235e-139,"Endothelial cells "
"HLA-C2",3.25148575281674e-143,0.863946967619372,0.942,0.878,6.39307128718827e-139,"Endothelial cells "
"TINAGL11",3.90043954497371e-140,0.780187147249515,0.368,0.109,7.66904423332731e-136,"Endothelial cells "
"SULT1B1",2.67457125478334e-139,0.341392321184329,0.1,0.01,5.258742001155e-135,"Endothelial cells "
"SULF1",1.41094406348209e-138,0.655461641271449,0.311,0.084,2.77419821761848e-134,"Endothelial cells "
"EVA1C",3.55280446260045e-137,0.680377031810198,0.247,0.057,6.985524134365e-133,"Endothelial cells "
"HRCT1",2.44271394610273e-136,0.60365800624906,0.162,0.026,4.80286416082718e-132,"Endothelial cells "
"GALNT18",3.42825840249229e-136,0.664686526461191,0.107,0.012,6.74064167098034e-132,"Endothelial cells "
"APP1",1.18960198219709e-135,1.13811211267477,0.603,0.297,2.33899541739593e-131,"Endothelial cells "
"RNF144B2",1.19254527720761e-135,0.905365215723072,0.332,0.101,2.34478252404561e-131,"Endothelial cells "
"HSD17B121",3.13834307989426e-134,1.0414149169897,0.45,0.18,6.17061016368809e-130,"Endothelial cells "
"PLPP12",4.19899682603763e-133,1.24099323589256,0.422,0.16,8.25606755935518e-129,"Endothelial cells "
"STARD3",4.42557411022542e-132,0.944483890325127,0.299,0.086,8.70156381552523e-128,"Endothelial cells "
"FGF18",1.53409515361062e-131,0.595978794673008,0.13,0.018,3.0163378910292e-127,"Endothelial cells "
"ITGA6",1.15820323513065e-130,0.899533821325972,0.168,0.03,2.27725920091389e-126,"Endothelial cells "
"SNRK",1.73731767919756e-130,0.780270646301794,0.245,0.059,3.41591402083824e-126,"Endothelial cells "
"PTGIS1",2.66909533862568e-130,1.07146833957713,0.447,0.175,5.24797525480581e-126,"Endothelial cells "
"IFI61",5.5627856500029e-129,0.977027811646347,0.549,0.251,1.09375491450357e-124,"Endothelial cells "
"A2M1",6.41797315277673e-128,1.02772148712304,0.601,0.306,1.26190188129896e-123,"Endothelial cells "
"PTPRG1",1.63629858762364e-127,0.834804505553851,0.252,0.064,3.2172902829856e-123,"Endothelial cells "
"RPS6KA2",8.07419943350263e-126,0.54232624665292,0.164,0.029,1.58754909261529e-121,"Endothelial cells "
"LIMA11",1.01519801508872e-124,0.94211469203099,0.46,0.186,1.99608233726743e-120,"Endothelial cells "
"FZD4",2.41463184668221e-124,0.569902122379227,0.143,0.022,4.74764913694656e-120,"Endothelial cells "
"PTTG1IP",3.59366686370136e-123,1.00707377741252,0.529,0.252,7.06586778740961e-119,"Endothelial cells "
"SDPR",3.15513537672282e-121,0.720890033778398,0.124,0.017,6.20362717771241e-117,"Endothelial cells "
"WLS",4.02696668695307e-120,0.686456479847804,0.246,0.064,7.91782189988712e-116,"Endothelial cells "
"NFIB2",1.08202899207128e-119,0.931223938268007,0.465,0.189,2.12748540421054e-115,"Endothelial cells "
"FAM171A1",1.46829186279458e-119,0.3373678664188,0.108,0.013,2.88695546062671e-115,"Endothelial cells "
"MANSC1",1.26436611628612e-118,0.4844842769711,0.166,0.031,2.48599665784176e-114,"Endothelial cells "
"ADD1",6.44000855079467e-117,0.923884808844723,0.391,0.148,1.26623448125725e-112,"Endothelial cells "
"SCARF1",3.21811644308764e-116,0.436837074284271,0.106,0.013,6.32746055039893e-112,"Endothelial cells "
"BTBD3",4.93805095716375e-116,0.540959816280413,0.124,0.018,9.70919579197537e-112,"Endothelial cells "
"FNIP2",6.93388743555145e-116,1.03178786464088,0.36,0.133,1.36334094757813e-111,"Endothelial cells "
"CD341",1.14196064733545e-111,0.808958555103077,0.423,0.16,2.24532302479096e-107,"Endothelial cells "
"ADIPOR2",2.511341312357e-111,0.721711839747554,0.228,0.059,4.93779928835633e-107,"Endothelial cells "
"COX7A12",6.93473630890833e-111,0.896153036977195,0.539,0.248,1.36350785305756e-106,"Endothelial cells "
"ACTN41",1.08519187871784e-109,0.94177336108155,0.474,0.21,2.13370427193502e-105,"Endothelial cells "
"RALB",1.16162672582032e-109,0.761607318039955,0.314,0.105,2.28399046830791e-105,"Endothelial cells "
"MYH91",4.38800317874306e-109,1.03798400117655,0.542,0.275,8.62769185004461e-105,"Endothelial cells "
"CEP112",4.71089789525293e-109,0.377585628327633,0.126,0.02,9.26256744164631e-105,"Endothelial cells "
"NASP",7.40998047552888e-109,1.10442958722632,0.476,0.23,1.45695036109849e-104,"Endothelial cells "
"ADGRG1",1.06466598886175e-108,0.417121354996591,0.12,0.018,2.09334626729997e-104,"Endothelial cells "
"PIR",1.24395703408826e-108,0.49967924937011,0.153,0.029,2.44586832042433e-104,"Endothelial cells "
"BEX31",2.43095089802129e-108,0.866408164922481,0.365,0.133,4.77973565568947e-104,"Endothelial cells "
"NOSTRIN",3.97261772621634e-107,1.06863051387941,0.141,0.025,7.81096097328657e-103,"Endothelial cells "
"YES1",4.08666306398833e-107,0.552623315004458,0.171,0.036,8.03519691641385e-103,"Endothelial cells "
"SERPINE11",6.26624682428636e-105,0.927894123707705,0.231,0.062,1.23206945059118e-100,"Endothelial cells "
"LEPROT1",1.06867495750033e-104,1.01763263925697,0.534,0.283,2.10122870143716e-100,"Endothelial cells "
"TANC1",1.79001632335701e-104,0.465336072552122,0.124,0.02,3.51953009498456e-100,"Endothelial cells "
"TRIM56",3.06043140786129e-103,0.802987415303761,0.322,0.112,6.01742023413687e-99,"Endothelial cells "
"OCIAD22",4.5990754671223e-103,0.690972848832381,0.355,0.124,9.04270218345587e-99,"Endothelial cells "
"AKR1C31",1.53156141611906e-102,0.974787918856552,0.321,0.114,3.01135605637329e-98,"Endothelial cells "
"SLC44A2",1.69096222652189e-102,0.653390197580321,0.242,0.068,3.32476992978733e-98,"Endothelial cells "
"MAP2",1.73978124493192e-102,0.356296021089547,0.102,0.014,3.42075788378514e-98,"Endothelial cells "
"MLLT1",8.64034689307492e-102,0.491080338361265,0.172,0.037,1.69886500611639e-97,"Endothelial cells "
"DIXDC11",2.37881781126247e-101,0.65835394985621,0.231,0.064,4.67723158050427e-97,"Endothelial cells "
"SASH11",4.09302675526919e-101,0.760351846737559,0.233,0.065,8.04770920621028e-97,"Endothelial cells "
"PLSCR41",3.77596027293371e-100,0.6544497153699,0.248,0.072,7.42429308864225e-96,"Endothelial cells "
"CD1511",5.05811026418047e-99,0.782952510862767,0.643,0.374,9.94525640143165e-95,"Endothelial cells "
"HDGFL3",5.17410274418736e-99,0.425222118425909,0.136,0.025,1.01733208156212e-94,"Endothelial cells "
"YBX32",5.62406065782482e-99,1.0864157857412,0.603,0.365,1.10580280654152e-94,"Endothelial cells "
"MGP2",1.23230466117112e-98,0.779399586080908,0.883,0.76,2.42295742479466e-94,"Endothelial cells "
"S100A131",2.81746918470558e-98,0.792337207727616,0.608,0.32,5.5397079109681e-94,"Endothelial cells "
"IGF1R",3.40850589010265e-98,0.433565672959712,0.153,0.031,6.70180428111983e-94,"Endothelial cells "
"CDC42BPA",7.96113720813767e-98,0.669487805649567,0.226,0.063,1.56531879786403e-93,"Endothelial cells "
"AAK12",1.2469233686693e-96,0.834546153934614,0.427,0.185,2.45170072747758e-92,"Endothelial cells "
"WARS1",1.67424585196119e-95,0.929605161005221,0.261,0.083,3.29190219412609e-91,"Endothelial cells "
"MCTP1",2.03174626197324e-93,0.562467441554477,0.18,0.044,3.99481950029178e-89,"Endothelial cells "
"RAB131",1.69154609629527e-92,0.861415213515261,0.533,0.284,3.32591793453575e-88,"Endothelial cells "
"CCND1",2.1065425406818e-92,0.85490668565775,0.243,0.075,4.14188394348855e-88,"Endothelial cells "
"CCDC501",4.11223809821649e-92,0.814770030231239,0.352,0.142,8.08548254871326e-88,"Endothelial cells "
"BCR",4.72579937826906e-92,0.352420853628515,0.127,0.023,9.29186673755263e-88,"Endothelial cells "
"ARL15",5.66460449626243e-92,0.347428222498761,0.109,0.018,1.11377453605512e-87,"Endothelial cells "
"AIF1L1",9.53045477892645e-92,0.443378308036043,0.153,0.032,1.87387801863252e-87,"Endothelial cells "
"IL6ST1",5.22637966976303e-91,0.904258581451722,0.48,0.237,1.02761077066881e-86,"Endothelial cells "
"SRP141",8.04328706466148e-91,0.776515656895556,0.855,0.809,1.58147110265374e-86,"Endothelial cells "
"TNS22",1.72754008542035e-88,0.665633301181132,0.244,0.076,3.39668931595349e-84,"Endothelial cells "
"ADGRL2",7.25943125175672e-88,0.728784134744229,0.107,0.018,1.42734937272041e-83,"Endothelial cells "
"DCHS1",2.59297353504931e-87,0.399114316027836,0.111,0.019,5.09830456461395e-83,"Endothelial cells "
"PDE3A1",5.19371690597433e-87,0.391876432375688,0.126,0.024,1.02118861805267e-82,"Endothelial cells "
"CYSTM12",2.90547548841954e-86,0.827210651708395,0.495,0.263,5.7127459053305e-82,"Endothelial cells "
"FRYL",6.15462007508155e-86,0.661138023959206,0.221,0.066,1.21012139916253e-81,"Endothelial cells "
"TMOD3",6.63852271446505e-86,0.777341633515936,0.363,0.153,1.30526633611812e-81,"Endothelial cells "
"RHOJ",2.16210348759901e-85,0.34386561877046,0.105,0.017,4.25112787731717e-81,"Endothelial cells "
"LAMA5",2.81678932640709e-85,0.631507532604106,0.126,0.025,5.53837117358162e-81,"Endothelial cells "
"PLSCR12",2.84937045431594e-85,0.866255468824063,0.476,0.242,5.60243218727601e-81,"Endothelial cells "
"SYNE22",7.13595947628968e-85,0.840813664199374,0.417,0.184,1.40307235222808e-80,"Endothelial cells "
"ITGA52",7.5881175963845e-85,0.80669628639877,0.328,0.128,1.49197568180112e-80,"Endothelial cells "
"ARHGEF121",5.83795545802766e-84,0.732168735805314,0.232,0.073,1.1478588021574e-79,"Endothelial cells "
"BEX5",8.82806173341323e-84,0.724387235516752,0.149,0.034,1.73577349802371e-79,"Endothelial cells "
"ROM1",2.12842833331146e-83,0.304081052218127,0.112,0.02,4.18491578895698e-79,"Endothelial cells "
"PIK3C2A",3.36975868397401e-83,0.698985688214891,0.228,0.072,6.62561952442969e-79,"Endothelial cells "
"PPM1D",2.05925855463494e-82,0.399489761072545,0.145,0.033,4.04891417012323e-78,"Endothelial cells "
"NECTIN2",4.12215787400459e-82,0.617766403270144,0.195,0.056,8.10498681186783e-78,"Endothelial cells "
"LIMCH11",9.15499653008567e-82,0.603221766508423,0.25,0.083,1.80005541774544e-77,"Endothelial cells "
"LXN1",4.36352402675606e-81,0.631254671643902,0.356,0.144,8.57956094140775e-77,"Endothelial cells "
"RIPOR1",5.41364747478354e-81,0.376592615090126,0.115,0.022,1.06443136649194e-76,"Endothelial cells "
"PLA2G16",4.33498560461845e-80,0.762973364572844,0.437,0.215,8.5234486958008e-76,"Endothelial cells "
"SSFA2",5.85739727678852e-80,0.598078350073112,0.197,0.057,1.15168145256216e-75,"Endothelial cells "
"APOL1",1.72995508872328e-79,0.518506592314976,0.18,0.049,3.40143769544771e-75,"Endothelial cells "
"NDUFC21",2.05443012278739e-79,0.918502147055362,0.598,0.403,4.03942050742458e-75,"Endothelial cells "
"F11R",2.46732720437735e-79,0.470625361570147,0.155,0.038,4.85125874924675e-75,"Endothelial cells "
"MT1E2",2.82286050831917e-79,1.08141562000854,0.636,0.392,5.55030833145716e-75,"Endothelial cells "
