"ID","MA2","MA4","MA5","MA7","SA25","SA28","SA30","SA32","HA17","HA18","HA19","N-1","N-2","N-3","N-4"
"chr9:27486557-27511176",0,0,0,2,0,0,0,0,0,0,0,0,3,2,6
"chr1:251246098-251253724",5,3,3,0,0,0,0,0,0,4,0,0,3,3,0
"chrX:114016360-114105957",4,5,0,3,0,0,5,0,3,4,0,4,0,5,2
"chr1:154439745-154447475",8,7,5,8,6,3,10,5,4,8,5,0,3,5,0
"chr15:27768888-27769399",0,4,0,0,0,2,0,0,3,3,0,7,2,0,0
"chr17:79609613-79612177",20,9,9,9,0,0,5,3,8,11,3,12,7,11,11
"chr16:31918079-31926351",2,4,4,2,0,0,2,2,7,0,0,0,0,0,2
"chr5:139438595-139440842",0,2,0,0,0,0,4,2,0,0,0,2,0,4,4
"chr9:10742897-10743276",5,2,0,0,0,0,0,0,0,0,0,4,5,0,0
"chr17:5546407-5571375",2,0,2,3,2,0,5,0,2,0,0,0,2,7,4
"chr7:51410270-51416139",2,3,5,0,2,2,4,0,5,8,7,9,24,14,12
"chr8:124353233-124355370",0,5,8,3,11,5,2,6,10,10,14,6,6,4,4
"chr4:140870957-140876764",10,5,9,3,9,4,7,0,9,8,12,3,10,5,6
"chr14:86326421-86326743",3,3,3,2,0,0,0,0,0,3,8,3,2,0,3
"chr4:10775672-10777395",9,5,3,5,6,9,2,9,6,4,9,9,8,11,6
"chr9:66751637-66758584",2,3,2,0,0,2,0,0,2,3,6,0,3,4,3
"chrY:572537-573919",0,0,4,4,0,2,0,0,0,0,0,0,0,5,0
"chr13:35658619-35669017",4,4,0,3,2,0,0,0,4,8,2,5,7,2,5
"chrX:139736501-139737195",0,0,0,0,5,4,2,2,9,15,9,0,0,2,2
"chr3:176914734-176926722",2,0,2,2,0,0,3,4,3,0,0,0,0,0,0
"chr6:18891572-18900610",0,0,0,0,0,0,0,0,2,0,0,0,2,4,2
"chr6:105664810-105676672",5,3,2,4,0,0,2,0,0,0,5,4,3,3,3
"chr8:33312321-33317709",8,11,11,5,16,12,11,8,23,25,10,5,20,12,13
"chr3:61781151-61818651",0,0,0,2,0,0,0,0,3,4,2,0,0,0,0
"chr2:187525295-187532740",25,17,8,13,8,4,8,5,7,3,0,8,12,16,5
"chr13:95193009-95196402",4,6,14,11,3,4,5,9,6,13,9,18,17,9,18
"chr3:13270114-13288615",0,3,0,0,4,3,0,0,3,4,0,0,5,0,4
"chr8:65258584-65319417",2,0,0,0,3,0,0,3,0,0,0,0,2,0,0
"chr16:2138232-2171786",7,3,0,5,5,3,4,6,7,5,8,0,6,6,12
"chr19:12691066-12713398",0,4,0,4,0,3,9,0,0,12,3,0,0,5,0
"chr9:88630024-88653711",6,3,10,9,5,5,4,6,10,11,4,6,8,13,3
"chr5:76006448-76011558",3,0,2,0,0,2,0,0,0,9,0,2,3,2,2
"chr15:51822314-51823271",10,5,3,3,0,3,3,5,3,4,0,4,2,3,3
"chr6:125776335-125791354",0,0,0,0,0,0,0,0,0,0,0,2,4,2,0
"chr17:35907623-35909078",0,0,0,0,0,0,0,0,5,3,0,3,0,0,3
"chr4:58737815-58748928",3,0,2,2,6,0,0,0,0,0,0,0,2,0,0
"chr19:42917629-42920390",6,0,5,0,2,4,0,4,3,0,0,2,0,2,3
"chr6:54522274-54530157",8,11,9,9,14,9,16,3,14,16,9,18,0,13,18
"chr1:164367968-164380890",2,5,2,0,0,0,0,0,0,0,0,3,0,0,0
"chr11:89108654-89110961",7,7,9,5,5,11,2,4,7,17,5,6,9,9,6
"chr9:121831708-121843361",15,6,3,4,18,4,10,5,7,13,12,2,17,9,11
"chr6:76591791-76626199",0,0,5,0,8,0,6,4,5,4,2,5,3,5,0
"chr2:123738973-123743608",0,5,0,0,0,0,3,0,2,2,2,0,7,0,0
"chr1:259396273-259437470",0,0,6,2,5,0,0,0,5,0,0,4,7,3,0
"chr5:156454276-156455447",0,0,0,0,0,0,0,0,0,4,2,0,2,3,0
"chr9:69854064-69860576",3,6,6,0,5,2,3,0,3,4,4,6,5,0,4
"chr11:34668091-34722272",0,0,3,3,0,0,3,0,0,0,0,0,0,0,0
"chr4:6164583-6169550",6,0,0,0,0,0,0,0,4,0,2,4,6,2,2
"chr10:74892407-74894828",0,3,3,3,0,2,0,3,0,2,0,0,2,0,2
"chr17:5559657-5571375",0,0,0,2,0,0,0,0,2,3,2,11,2,0,5
"chr4:119077003-119083375",0,2,0,0,0,2,4,0,5,4,2,3,0,2,0
"chr16:22979368-22980295",3,4,3,3,0,0,0,0,2,3,0,0,0,0,0
"chr2:206549585-206570833",6,2,2,0,0,0,0,2,0,4,0,0,6,4,4
"chr6:29142111-29146505",2,0,0,0,0,0,0,2,0,0,0,0,3,0,3
"chr2:225570720-225591523",0,0,0,3,2,0,3,0,2,7,3,2,5,8,0
"chr15:3233141-3239097",2,0,0,0,2,2,0,0,0,6,2,0,5,3,5
"chr17:1057871-1065593",2,0,0,5,5,0,2,0,0,5,4,0,5,2,0
"chr4:58420810-58485447",9,3,9,5,0,0,7,0,0,2,0,6,0,0,2
"chr14:45668936-45683858",13,5,5,0,4,0,4,2,5,5,2,7,10,4,7
"chr8:68539308-68542150",14,5,7,6,7,5,13,6,12,14,3,9,10,3,0
"chr5:24464482-24478439",0,0,0,0,3,0,5,0,0,0,4,3,2,2,0
"chr8:112777013-112778440",2,2,0,4,6,0,0,5,0,0,0,2,3,3,0
"chr4:49201155-49220556",49,29,30,25,32,17,44,19,29,33,19,28,35,39,36
"chr14:37238505-37254001",5,8,5,4,6,0,8,3,6,13,6,5,13,10,10
"chr10:16724062-16727861",5,0,4,0,3,0,7,2,8,0,12,6,2,5,8
"chr7:119987740-119990759",2,3,4,2,6,5,4,3,18,22,4,0,0,0,3
"chr8:21481642-21490337",0,3,0,0,5,3,7,3,5,7,6,0,4,0,0
"chr9:73773518-73799430",4,0,2,3,6,0,0,0,0,0,4,0,3,4,5
"chrX:119208336-119223573",0,4,0,0,0,0,0,0,0,5,7,0,2,7,5
"chr3:147782473-147785568",0,2,4,3,3,0,0,0,6,2,0,0,2,0,0
"chr5:8794167-8810643",6,0,0,2,5,0,5,0,0,2,0,6,6,2,0
"chr7:95160663-95173717",0,0,0,0,2,0,3,0,0,0,4,0,2,3,4
"chr10:66806816-66822005",3,2,0,0,2,0,0,2,9,0,3,9,2,2,5
"chr9:61312543-61318404",0,0,0,0,0,0,0,2,0,0,0,4,3,0,4
"chr8:55398022-55402713",4,2,2,0,4,2,2,5,5,4,4,6,14,3,6
"chr4:181910549-181913546",0,3,0,2,0,0,2,0,2,2,3,0,4,2,2
"chr3:122130941-122141403",9,7,3,11,4,5,8,3,0,4,0,5,0,10,6
"chr7:62929510-62931338",36,34,24,18,15,14,18,6,14,27,22,17,18,12,13
"chr7:90253169-90253772",5,4,2,0,0,0,0,0,0,2,0,0,0,0,0
"chr14:91797457-91804795",3,0,0,0,0,0,0,0,3,2,6,0,0,0,0
"chr11:34922140-34932316",2,0,4,3,0,0,0,0,0,0,2,0,0,0,0
"chr10:55419844-55436069",4,0,0,0,0,2,0,0,2,2,2,2,5,0,5
"chr9:71954951-71960153",10,0,4,5,3,3,4,2,8,7,4,0,10,0,3
"chr11:70810417-70820621",0,4,2,2,0,0,0,2,0,0,0,6,0,0,3
"chr1:214562895-214605872",0,0,0,2,0,0,2,0,0,0,0,4,2,0,6
"chr16:62536384-62544437",0,0,0,0,0,0,0,2,2,0,0,0,3,3,2
"chr1:243052191-243058963",4,0,3,0,0,0,2,2,0,2,0,0,0,0,0
"chr1:204761727-204780713",2,2,3,5,0,0,0,0,5,3,2,0,2,3,3
"chr2:2769668-2779098",0,0,2,0,0,0,0,0,0,0,2,2,3,0,3
"chr1:143712491-143723739",10,13,8,0,4,4,19,0,6,5,5,13,16,14,12
"chr2:140592437-140597578",2,0,0,0,5,0,0,0,5,12,6,4,2,6,2
"chr1:12452484-12454601",0,0,0,0,0,0,0,0,3,4,2,12,0,4,2
"chr8:72138878-72148728",14,6,8,7,4,4,5,2,5,9,4,14,4,7,7
"chr10:58961407-58965487",2,0,2,0,8,0,0,0,3,4,0,2,2,3,6
"chr1:255636891-255637533",0,0,0,0,0,2,0,0,4,2,0,2,0,0,4
"chr2:34244477-34247402",0,0,0,0,3,0,0,0,0,0,0,0,2,5,2
"chr10:776697-822670",0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
"chr12:36958864-36970828",3,2,0,3,0,0,2,0,5,0,0,0,3,2,2
"chr9:96970457-96979167",4,0,0,0,0,3,0,0,2,3,0,0,9,4,3
"chr7:138739114-138820528",3,0,0,0,2,2,9,2,7,10,0,7,10,4,0
"chr3:172518176-172524861",27,30,20,27,30,0,0,28,36,46,0,0,0,11,0
"chr13:83601157-83607039",2,4,2,3,0,0,2,3,3,4,0,6,5,6,4
"chr13:35597462-35669017",0,0,0,0,2,0,2,0,2,0,2,3,2,3,5
"chr7:102723273-102723586",0,5,3,2,0,2,0,0,3,0,0,0,0,0,0
"chr12:24672112-24675150",3,0,0,0,0,0,0,0,11,6,4,2,4,2,0
"chr1:204960841-204980121",8,4,0,4,7,3,2,3,5,5,5,5,11,10,6
"chr1:91873487-91879026",3,2,5,5,0,0,4,4,0,10,9,0,7,0,2
"chr6:125568127-125569718",0,0,0,5,0,3,7,2,5,3,0,2,3,0,4
"chr6:104828874-104846483",69,44,31,17,40,10,42,19,21,40,26,78,63,67,106
"chr1:127238866-127255047",3,4,0,0,4,0,0,2,3,8,0,2,0,4,0
"chr18:72593000-72611211",0,0,0,5,0,0,3,0,3,2,0,4,5,6,0
"chr4:66193731-66212096",3,0,3,0,0,0,4,2,3,8,0,4,0,5,2
"chr8:90470886-90483077",4,6,2,5,6,4,5,4,0,6,8,7,7,5,3
"chr1:238998947-239014340",0,0,2,0,0,3,4,4,2,5,5,0,5,4,0
"chr1:204958606-204961691",3,3,0,2,0,0,0,0,5,2,2,2,0,4,3
"chr20:47893649-47896656",17,0,0,0,2,0,0,0,0,4,3,4,7,4,2
"chr8:87503726-87511565",0,0,0,0,0,0,4,2,0,0,2,0,0,4,3
"chr15:110234718-110248309",2,4,2,0,2,0,4,0,0,4,5,9,4,9,4
"chr8:64724416-64765644",0,0,0,0,0,0,0,0,0,0,0,2,5,5,0
"chr2:29105950-29114770",0,5,5,3,6,4,6,0,3,10,8,5,6,3,4
"chr5:76711755-76728269",5,0,8,0,0,2,3,3,0,6,3,2,0,0,6
"chr8:87510423-87525668",0,2,0,2,0,2,0,0,2,3,2,0,3,2,3
"chr9:51469347-51524024",2,3,0,0,3,0,2,2,3,7,0,4,5,3,4
"chr10:48728451-48753281",0,0,0,4,0,0,0,0,0,4,4,0,0,3,4
"chr5:141418722-141423494",0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
"chr5:152619586-152621233",2,6,0,0,0,3,0,4,5,3,5,3,2,0,0
"chr2:202479064-202480189",0,0,3,3,0,0,3,0,0,3,0,2,0,3,0
"chr2:44554761-44564131",10,6,11,9,4,3,6,7,5,12,10,18,7,14,13
"chr2:107332440-107336938",2,0,2,0,0,0,2,0,0,5,2,0,2,2,0
"chr8:122024123-122038442",6,0,5,2,0,0,0,0,4,0,0,0,0,6,4
"chr7:70688610-70697117",14,3,0,4,0,3,2,0,0,8,5,0,0,0,3
"chr6:109800721-109850713",0,0,0,0,0,0,0,0,0,0,0,0,3,7,0
"chr4:29740458-29745262",3,0,0,0,5,0,0,0,0,2,0,3,5,3,6
"chr9:92859987-92880445",7,3,0,0,2,0,0,0,3,3,10,4,3,4,0
"chr5:166485517-166492515",15,13,10,9,10,5,10,8,6,10,6,6,8,5,5
"chr10:110101466-110101880",18,26,28,23,13,0,8,11,20,14,3,4,5,2,5
"chr12:10527308-10534434",25,18,14,14,10,17,19,13,25,25,18,18,27,23,20
"chr4:28488037-28520904",4,0,0,0,2,2,3,0,0,2,0,0,0,5,0
"chr5:128959422-128973060",2,0,0,0,2,2,0,0,4,0,3,0,4,0,3
"chr9:53646697-53648288",0,0,4,3,0,2,0,0,0,0,0,3,3,0,0
"chr2:247429495-247446708",4,0,0,0,2,3,0,4,2,3,0,5,0,11,9
"chr5:100523899-100640984",8,5,3,4,6,7,4,7,11,9,9,4,5,11,3
"chr1:175714102-175714982",0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
"chr8:56605227-56610608",0,0,0,0,0,0,0,0,3,0,0,4,3,0,2
"chr17:79740146-79777211",16,19,22,13,12,11,13,10,10,24,11,22,12,16,13
"chr13:44907813-44937796",6,8,5,5,7,0,5,4,5,0,9,4,6,8,4
"chr4:82682367-82685493",2,0,2,3,2,2,3,0,4,4,2,2,3,7,0
"chr9:51509173-51524024",5,0,0,0,12,0,2,0,10,9,0,5,0,10,4
"chr8:64610881-64623043",0,0,0,0,0,0,4,0,0,0,0,0,3,5,0
"chr4:182569250-182594233",2,0,0,0,3,2,0,0,0,2,3,5,4,4,0
"chr2:31816052-31816763",4,3,3,0,2,4,0,2,7,6,4,6,4,5,0
"chr9:30996391-31009155",9,4,3,0,0,0,0,0,3,6,4,3,8,8,5
"chr7:2558105-2558739",3,16,3,7,5,4,6,4,0,21,8,13,10,21,17
"chr10:85169572-85172858",7,13,5,0,14,14,6,5,19,21,6,8,9,10,7
"chr20:18833481-18835620",3,3,0,0,0,0,0,0,2,2,0,0,0,0,0
"chr3:123077758-123078115",4,4,3,0,10,3,0,0,5,9,4,0,6,3,2
"chr18:17404077-17496916",20,0,5,11,21,10,27,25,59,46,19,26,33,29,26
"chr9:94463647-94474809",11,4,12,3,12,2,3,2,13,16,8,7,16,10,7
"chr8:100006687-100009017",8,4,4,0,0,0,2,2,0,0,4,0,3,0,3
"chr8:61027213-61034811",3,5,5,7,0,4,3,0,0,6,0,0,0,0,0
"chr6:72717570-72737402",3,0,4,4,4,2,2,0,3,2,0,2,0,0,0
"chr20:14319170-14375435",0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
"chr10:6991635-6992636",3,0,3,2,0,4,0,0,4,7,4,4,2,0,3
"chr20:43092420-43093954",16,10,11,10,10,5,11,6,20,17,10,26,21,13,20
"chr10:92406311-92432295",6,4,5,0,2,0,3,0,5,4,2,2,0,2,0
"chr13:73615097-73622224",39,23,21,24,18,21,17,21,38,26,14,44,32,26,35
"chr1:198967641-198972343",5,0,5,4,0,0,6,0,5,9,6,5,7,3,8
"chr9:78919402-78927734",9,0,0,5,0,0,0,0,0,0,3,2,0,0,0
"chr1:220042074-220049075",3,3,4,3,0,0,3,0,0,0,0,0,5,0,5
"chr5:24473219-24478439",0,0,0,4,5,3,5,0,0,2,4,2,0,4,2
"chr1:204959155-204961691",0,3,0,0,0,0,6,0,4,6,2,4,3,2,4
"chr17:33632046-33659382",3,0,3,3,2,0,0,0,3,0,5,3,7,3,2
"chr5:119097703-119129476",13,6,9,5,15,5,3,0,5,4,5,11,8,17,9
"chr4:58719694-58725647",0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
"chr8:72231561-72261300",6,2,2,0,3,0,2,3,2,3,7,4,8,3,5
"chr3:21859562-21904269",2,3,0,3,0,0,0,0,7,0,2,4,2,2,5
"chr16:23448552-23492639",2,3,3,2,0,0,0,0,0,0,0,0,0,0,0
"chr15:6349802-6464312",11,11,4,4,6,5,8,4,8,5,9,6,7,8,10
"chr9:50892578-50906966",2,0,2,0,0,2,0,2,3,0,0,3,3,2,0
"chr1:15488392-15494771",42,18,26,16,11,8,24,7,31,35,18,10,17,9,20
"chr10:590904-593608",0,5,0,0,0,0,0,3,2,3,5,0,0,0,0
"chr12:9229552-9240810",3,0,7,4,7,3,2,6,3,0,3,6,7,3,5
"chr6:124596541-124629605",0,3,3,3,0,0,4,3,4,6,0,4,10,4,0
"chr8:85278854-85285823",2,0,0,0,0,0,0,0,3,0,0,0,3,0,4
"chr6:7623900-7698590",5,0,0,0,5,3,0,3,0,2,7,5,5,2,3
"chr9:82580816-82598718",11,14,6,7,5,7,5,4,5,10,2,4,5,7,9
"chr5:73937165-73955766",3,0,0,0,0,0,3,3,0,0,0,0,2,4,3
"chr6:129621583-129660096",14,0,8,0,0,0,6,3,7,7,0,9,15,10,10
"chr7:64959567-64961215",20,7,13,12,16,9,22,6,9,16,18,16,13,14,11
"chr14:60581951-60586776",2,3,0,2,4,0,0,5,2,6,2,6,11,3,4
"chr8:85436186-85444178",4,4,6,0,12,0,14,3,15,10,0,12,11,14,13
"chr4:66193731-66219277",7,2,0,5,5,0,0,2,0,0,2,3,4,3,7
"chr5:128714471-128733959",10,6,10,5,3,0,11,6,9,7,5,6,15,10,8
"chr19:22143683-22179584",16,7,5,13,16,6,21,13,16,9,6,13,24,16,24
"chr1:25767968-25787662",9,0,3,2,0,0,6,3,2,5,5,4,0,5,2
"chrX:119115334-119117197",5,10,3,0,3,3,4,4,3,0,3,7,0,5,3
"chr14:106492370-106500203",11,3,6,3,13,3,9,5,4,8,15,17,15,7,7
"chr16:7577726-7586144",4,15,10,16,2,3,8,7,8,8,8,10,3,3,3
"chr13:89163767-89176307",6,5,2,0,0,0,0,0,0,0,3,0,3,4,7
"chr8:26290097-26294259",13,22,7,12,15,7,25,11,25,30,16,17,26,18,19
"chr16:49367616-49369496",4,4,0,0,4,3,0,2,5,3,0,2,4,0,0
"chr2:22790074-22792220",5,0,4,2,2,0,2,0,0,11,2,3,7,3,4
"chr18:31461554-31463598",6,5,3,0,5,3,3,2,12,19,5,16,9,7,12
"chr11:64795077-64815165",0,0,0,0,0,0,0,0,3,3,0,0,3,4,0
"chr10:61207781-61217982",9,0,0,0,0,3,0,6,3,3,3,2,4,4,4
"chr2:188298849-188309036",2,0,0,0,0,3,2,4,6,2,4,0,0,2,3
"chr14:88724076-88775039",5,5,0,4,0,0,0,3,0,3,0,0,0,0,3
"chr6:125568127-125594377",12,3,6,4,6,8,5,5,5,2,6,7,9,7,13
"chr17:34787652-34799549",4,3,8,0,4,4,7,4,9,4,0,0,5,2,7
"chr19:37629883-37633959",2,0,3,0,5,2,4,2,2,0,3,2,4,4,4
"chr5:117024123-117030956",2,2,2,2,0,3,0,0,0,0,0,4,4,0,0
"chr8:64205386-64214997",4,0,0,0,5,0,4,0,2,3,5,5,4,3,0
"chr16:71828773-71874158",5,0,0,3,0,2,3,0,5,8,2,12,24,12,0
"chr17:5511386-5548199",7,3,0,6,10,0,6,6,0,8,8,6,12,14,10
"chr5:122655270-122671094",2,3,4,0,0,0,8,0,5,0,7,4,8,7,6
"chr2:189723524-189729005",4,0,3,0,2,0,0,2,4,6,4,6,4,5,0
"chrX:128202172-128211753",2,0,2,3,4,0,0,0,3,8,0,0,2,0,0
"chr19:29642344-29645344",0,0,4,3,3,0,2,0,6,10,4,0,0,4,0
"chr10:38712831-38720071",10,3,9,12,2,0,0,2,5,0,3,0,4,2,5
"chr11:89328437-89332868",0,0,2,0,0,0,4,2,2,2,2,3,4,0,2
"chr1:116643750-116660509",0,0,0,4,0,2,3,2,0,3,0,4,3,2,5
"chr9:103192881-103200530",0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"chr12:9165634-9177290",0,2,5,0,0,0,0,0,0,4,5,0,0,2,0
"chrX:105071497-105074006",5,0,0,0,4,4,5,3,2,3,0,0,3,0,0
"chr16:71849834-71853546",0,0,4,0,4,2,5,6,7,2,0,6,5,3,7
"chr1:175252582-175284224",0,0,0,3,3,4,0,3,2,2,0,0,2,0,3
"chr12:40329454-40332371",10,17,8,7,11,6,15,7,21,36,15,30,17,35,12
"chr3:166743545-166746478",12,7,18,8,7,6,13,4,10,9,6,9,17,14,15
"chr9:112317485-112318444",7,13,0,2,2,4,5,2,0,8,8,5,8,8,9
"chr19:30869716-30870010",4,4,4,0,8,7,0,6,9,5,0,7,10,7,9
"chr10:20321532-20392169",0,4,5,2,0,0,0,0,3,0,2,0,0,0,0
"chr4:152355108-152355930",9,5,3,3,3,0,5,0,7,3,2,4,3,4,3
"chr8:85436186-85452774",2,4,0,0,0,0,0,0,0,0,0,2,2,4,2
"chr1:204975105-204980121",0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
"chr12:38068945-38075574",0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
"chr5:58870933-58873011",2,3,6,0,0,0,3,0,4,0,0,3,3,6,6
"chr15:57348408-57351717",0,0,0,0,0,0,0,0,0,2,0,4,4,0,0
"chr1:265605456-265653628",0,0,2,0,3,0,0,0,2,2,2,0,4,3,0
"chr16:49648477-49663240",10,3,5,3,6,2,3,3,2,3,4,0,5,4,4
"chr10:71303915-71311129",3,3,0,0,0,2,5,0,0,0,0,2,4,4,3
"chr1:278580846-278594581",16,4,4,7,3,8,12,5,14,15,12,15,12,14,7
"chrX:123718252-123720910",0,2,3,2,0,2,2,4,2,0,0,3,4,3,4
"chr7:97632031-97695742",0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"chr3:59048947-59063253",3,0,2,0,0,0,0,0,2,3,0,0,0,2,6
"chr5:136420692-136471341",30,31,14,17,30,8,17,15,21,27,30,13,32,28,27
"chr20:45189472-45193661",0,0,4,2,0,7,2,0,10,17,6,4,0,0,4
"chr19:34298523-34346224",3,0,0,0,0,0,2,0,0,7,4,3,6,4,2
"chr1:247944245-247960553",8,7,8,3,12,4,10,11,10,14,0,21,9,20,40
"chr8:55345176-55402713",0,2,2,0,0,2,0,0,0,7,4,5,2,2,3
"chr1:137247124-137257406",2,0,0,0,0,0,0,0,0,4,0,0,5,0,3
"chr6:144216930-144225627",0,0,4,0,0,0,0,0,4,0,5,0,0,0,3
"chr6:96487054-96541680",0,0,0,0,2,3,0,3,3,5,0,0,3,0,3
"chr2:20488617-20531444",5,3,8,11,8,7,7,12,20,18,10,32,32,25,23
"chr3:108833170-108851078",0,3,3,0,0,3,0,0,0,4,0,2,0,2,0
"chr1:139943398-139956356",17,15,4,6,12,7,13,4,14,11,8,30,40,37,50
"chr19:25886356-25903940",7,8,3,2,12,5,5,4,16,15,11,11,18,16,23
"chr4:150781208-150803194",4,3,4,7,4,5,3,6,5,7,3,7,11,2,5
"chr11:84619089-84633565",33,7,8,11,18,3,8,6,17,16,9,10,13,18,30
"chr19:38861941-38868361",2,4,0,0,3,2,0,0,3,8,3,3,3,0,2
"chr10:15358869-15376292",4,0,3,3,0,0,5,0,0,5,0,0,3,5,0
"chr8:64712695-64734479",17,5,10,10,19,15,13,9,21,26,14,13,17,8,8
"chr20:34646376-34656748",7,0,0,0,4,3,4,0,2,6,5,3,0,2,5
"chr4:176858542-176879489",0,0,3,0,4,0,0,0,0,0,2,5,5,0,0
"chr2:80205151-80234308",5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
"chr12:24301970-24306006",4,14,10,5,5,0,5,0,4,0,0,4,4,4,6
"chr1:163203870-163216364",6,7,12,5,5,7,5,3,7,9,3,8,9,7,9
"chr5:77106304-77114667",0,2,5,4,0,2,0,0,2,6,2,2,5,2,2
"chr5:75990187-76011558",3,4,5,0,2,2,3,0,2,3,3,6,10,5,5
"chr19:22172781-22179584",16,6,5,3,0,2,0,6,10,8,6,6,16,11,17
"chr4:124694516-124767723",2,0,2,0,0,0,0,0,3,3,0,4,4,4,3
"chr12:48835825-48837529",0,0,0,0,0,0,0,0,4,2,2,0,2,0,0
"chr9:11194239-11219449",4,0,3,3,3,6,4,3,4,2,4,4,5,2,2
"chr10:48182246-48200848",0,0,0,0,2,0,0,0,0,0,0,0,3,3,0
"chr8:126382526-126390804",2,0,0,2,0,0,2,0,4,5,3,2,2,3,3
"chr8:131890854-131899165",3,0,0,4,5,2,0,0,2,3,2,2,2,2,0
"chr15:19972055-19973319",2,3,4,0,0,2,0,0,2,0,0,3,0,0,3
"chr3:148837814-148852242",0,0,0,0,2,0,3,2,2,4,0,0,0,2,0
"chr2:49109238-49112006",9,4,6,0,4,0,6,3,6,11,3,3,8,3,4
"chr8:104493052-104514522",39,35,17,16,34,18,35,30,41,60,45,29,36,35,38
"chr1:166351174-166368428",34,20,22,11,18,21,16,10,28,35,22,26,29,28,16
"chr9:43968846-43977575",11,17,6,10,10,2,2,14,19,7,18,2,4,4,5
"chr5:147482283-147483432",19,8,8,5,2,10,5,8,12,2,7,12,2,13,8
"chr12:28218157-28225010",0,0,0,4,0,0,2,2,0,5,0,0,0,3,3
"chr17:81177595-81187710",62,20,30,24,37,14,32,16,14,33,35,51,78,64,49
"chr16:2121549-2126628",0,0,5,4,3,0,3,0,3,0,6,8,10,4,9
"chr10:61200500-61221171",0,0,0,0,0,0,0,0,0,0,0,2,5,5,0
"chr6:124625936-124677509",3,0,2,0,4,0,6,2,4,8,5,0,5,3,4
"chr17:43199061-43220414",0,0,0,0,0,0,0,0,3,0,0,2,5,0,3
"chr13:77000105-77051919",0,0,0,0,0,2,3,0,0,4,2,0,0,0,0
"chrX:1729687-1730287",0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
"chr10:62623758-62664462",95,90,68,93,59,51,51,57,98,122,92,92,93,85,85
"chr8:12160079-12161683",8,7,12,5,5,3,6,7,8,10,8,4,8,10,6
"chr16:2114006-2126628",3,0,0,0,3,2,3,0,4,4,0,2,7,6,9
"chr1:45923228-46014665",5,2,7,3,0,0,2,0,4,0,4,5,4,6,6
"chr9:43004144-43004499",2,0,0,0,0,0,0,0,4,0,0,3,0,0,5
"chr8:104192886-104202285",21,5,7,0,10,7,4,6,8,12,12,6,5,3,13
"chr2:128479164-128494195",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1:177569617-177569872",0,11,3,2,0,0,3,2,3,5,0,5,0,0,3
"chr1:259396273-259409897",3,4,6,3,0,0,0,0,0,3,2,0,5,3,2
"chr2:113177840-113198013",11,7,17,4,3,0,10,6,4,12,8,4,10,7,9
"chr4:117383090-117384615",0,0,0,0,0,0,0,0,4,0,8,0,0,0,0
"chr14:104268362-104277402",6,0,2,0,0,2,3,2,0,4,4,3,3,3,0
"chr2:20507150-20519067",2,4,0,0,0,0,5,4,0,0,5,7,10,2,7
"chr10:57508985-57541484",0,0,0,0,0,0,0,0,2,4,0,2,4,2,5
"chr17:81173780-81187710",16,12,6,8,16,8,8,11,7,9,23,16,39,26,24
"chr5:78495231-78516521",0,5,3,2,6,0,3,3,6,4,5,6,3,0,4
"chr6:36764013-36766059",0,0,2,0,0,0,0,0,4,2,0,4,4,3,2
"chr14:82239645-82240095",0,3,0,0,2,0,0,3,3,5,0,3,0,0,2
"chr1:92039556-92043956",9,0,4,0,5,5,9,2,3,4,2,2,6,0,2
"chr4:152526403-152536014",2,7,2,6,5,3,3,6,5,9,5,0,8,6,3
"chr18:69634006-69647714",0,0,0,0,3,0,0,0,3,2,0,0,7,2,0
"chr6:27858538-27897891",3,0,0,3,0,0,0,0,2,6,4,2,2,3,0
"chr7:130522030-130524289",0,5,13,6,3,10,6,3,9,10,5,5,3,3,9
"chr3:38609106-38614592",0,2,4,2,6,3,6,4,7,5,7,2,5,4,6
"chr7:70790920-70792642",9,6,4,4,0,0,0,3,6,2,2,5,8,3,8
"chr5:106171074-106171781",0,0,0,0,3,2,0,6,5,7,0,2,9,3,5
"chr18:17549971-17556889",0,0,0,0,0,0,0,0,0,2,0,0,6,4,0
"chr3:63717453-63756786",0,0,0,0,0,0,0,0,3,3,0,8,2,5,0
"chr18:2038036-2047808",0,0,2,0,0,0,0,0,0,2,0,2,4,3,0
"chr3:161474539-161487731",0,3,0,0,2,0,8,0,0,9,0,14,25,16,13
"chr1:79807301-79810373",5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"chr17:87396008-87396291",0,2,0,3,0,0,2,0,0,9,5,3,2,0,2
"chr1:62532596-62541278",7,0,0,0,0,0,3,0,5,3,3,2,0,0,4
"chr1:47030544-47032563",7,5,3,6,2,4,7,2,7,0,0,6,3,4,4
