ID,1032245.N,1039868.N,1042353.N,1042745.N,1043773.N,1045386.N,1045549.N,1046191.N,1046287.N,1046349.N,1046499.N,1047291.N,1047831.N,1047912.N,1048720.N,1049983.N,1050700.N,1051316.N,1054390.N,1056166.N,272577.N,451368.N,477022.N,515975.N,522638.N,548142.N,649867.N,685749.N,843725.N,99272.N,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr7:117504253-117559655,3,4,0,0,6,3,0,2,7,0,3,6,2,4,0,2,4,6,3,3,0,0,5,0,0,3,0,5,3,6,0,0,2,0,0,4,0,2,0,2,4,2,6,6,2,4,0,2,4,2,0,0,5,3,4,3,5,0,4,2,2,0,3,0,3,4,2,0,0,0,4,3,0,0,0,0,0,0,2,2,0,2,0,0,4,0,0,8,3,0
chr20:63775678-63790790,7,6,5,0,10,10,8,5,7,5,6,4,5,4,3,33,4,10,12,5,5,3,9,0,28,48,0,7,6,6,2,9,2,4,6,4,6,5,6,8,5,5,5,8,6,25,2,4,12,5,10,3,5,4,41,41,9,3,4,4,6,3,4,4,6,6,6,3,14,2,6,0,3,2,3,8,9,2,9,4,7,6,5,3,14,13,5,10,6,2
chr14:55612019-55619312,3,5,3,0,0,5,0,0,4,0,4,0,0,0,0,3,3,7,6,0,0,3,4,5,0,6,4,6,5,5,7,4,0,0,4,4,4,0,4,5,2,4,0,0,3,4,2,4,3,0,0,2,4,0,0,3,6,3,5,5,2,0,0,0,0,0,2,0,2,0,0,3,0,0,0,4,2,0,5,4,0,5,0,0,0,0,0,0,0,3
chr3:49335020-49335596,0,2,2,0,2,3,2,0,5,0,2,3,2,0,2,3,2,2,0,4,0,2,3,0,0,3,3,4,3,5,2,0,0,0,0,2,0,3,0,0,5,3,0,6,0,0,4,2,5,0,3,2,5,0,0,5,0,2,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,4
chr2:90082996-90159914,109,100,0,0,344,173,302,229,0,0,0,308,290,154,0,0,252,0,0,196,283,293,807,0,44,0,76,484,177,250,122,190,0,0,485,276,185,435,0,95,234,478,638,608,0,0,392,0,0,229,396,167,1018,0,110,0,175,1756,212,135,43,55,0,0,92,162,6,315,43,85,122,111,0,108,0,0,160,9,0,227,0,43,678,0,0,0,224,0,90,173
chrX:80707427-80719656,0,4,3,0,8,3,3,0,3,4,6,4,6,4,4,4,0,2,10,2,2,0,3,0,3,6,0,2,0,5,0,4,4,3,3,0,4,5,4,3,0,5,5,8,5,2,4,3,8,0,0,0,3,4,4,5,3,8,3,3,3,4,4,0,0,6,3,4,2,2,6,2,0,0,2,0,0,2,3,2,0,4,3,0,6,3,2,0,0,4
chr13:49451553-49467960,0,0,0,2,0,3,0,0,0,0,2,3,0,4,0,4,0,2,0,3,3,2,3,2,2,2,0,0,2,0,3,2,0,0,3,5,0,0,3,3,0,2,0,8,2,2,3,0,0,3,3,2,0,3,4,0,2,3,4,0,0,0,2,2,2,3,0,2,2,0,2,3,0,0,0,0,2,0,0,3,0,3,0,0,0,6,5,0,5,3
chr6:118511298-118566316,2,3,2,4,0,10,7,5,0,4,0,4,3,0,0,7,4,5,2,5,3,0,5,0,5,2,2,3,3,9,5,3,2,3,4,6,4,4,5,2,4,5,4,7,0,2,2,0,2,7,0,6,8,3,9,4,4,7,5,4,0,2,3,0,0,0,0,0,0,0,0,2,0,0,2,0,4,2,0,0,0,2,3,2,0,0,0,0,0,0
chr21:39215237-39218660,2,4,2,3,3,2,0,3,0,2,2,2,3,0,0,0,0,0,2,0,0,2,0,0,2,0,2,3,0,7,0,3,0,0,2,4,3,2,3,0,2,3,2,5,0,2,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
chr15:90441506-90443478,8,0,3,0,7,4,8,5,4,4,10,8,4,6,3,3,13,5,2,5,3,10,4,3,5,8,7,2,2,11,0,0,0,2,2,8,5,2,7,5,8,10,5,9,5,5,3,3,10,4,2,6,3,3,8,5,10,5,7,3,2,5,0,0,5,2,2,5,6,3,0,5,0,3,2,3,2,2,4,6,0,3,4,2,0,8,4,3,4,6
chr15:80098416-80122800,7,9,2,6,10,13,13,3,2,5,5,5,8,4,4,10,5,4,0,6,3,0,4,4,14,5,6,2,5,18,3,6,5,5,7,7,6,5,6,7,9,6,6,20,4,12,5,10,3,7,2,4,4,4,10,3,6,6,3,9,6,5,3,3,9,2,0,0,3,2,2,4,3,6,3,0,2,3,0,0,2,0,2,3,0,0,4,9,4,8
chr22:41808875-41810291,6,8,9,11,9,7,11,9,6,5,8,15,8,16,5,9,8,7,12,11,7,8,13,9,7,23,7,10,7,22,8,16,6,6,5,8,14,10,9,7,17,6,4,17,7,11,4,7,7,5,7,5,6,9,18,13,8,10,4,8,5,10,3,21,11,13,8,7,13,9,8,34,13,25,16,11,28,4,10,8,0,9,8,4,9,33,10,20,10,5
chr3:57242856-57267792,0,0,0,0,2,3,3,3,0,2,2,0,2,4,2,5,0,0,4,0,0,0,0,2,0,5,2,4,0,2,0,2,0,4,3,2,2,2,3,3,7,0,0,4,3,2,2,3,5,0,3,0,0,0,0,5,2,2,0,0,0,0,4,0,0,0,2,3,3,4,3,0,2,3,0,4,0,0,0,0,4,2,4,0,0,0,0,4,3,2
chr2:54982515-54987698,7,7,8,3,7,14,14,10,7,4,9,11,4,7,11,17,12,9,9,12,4,7,20,7,8,14,10,4,5,16,6,9,9,6,6,17,13,10,10,6,17,9,8,9,6,9,8,5,13,7,10,5,8,12,7,14,12,5,8,9,12,6,6,17,11,14,6,8,17,12,17,16,7,0,4,10,17,5,8,7,6,2,6,0,16,8,7,9,17,14
chr22:38494630-38501280,2,2,0,4,5,4,7,2,0,2,2,2,0,2,0,8,3,4,0,5,0,0,3,2,0,0,2,5,3,6,0,2,4,0,4,7,5,3,0,2,6,7,2,4,0,4,0,0,3,0,6,3,2,0,0,2,0,4,0,0,0,3,3,2,0,0,3,0,3,2,0,4,4,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,3,0
chr7:130039464-130049144,4,0,0,0,7,2,5,0,0,0,3,0,3,2,4,2,2,4,4,2,2,6,4,7,2,3,3,3,0,6,3,3,0,2,4,2,5,6,2,0,6,0,5,4,2,0,0,2,2,0,0,3,5,0,3,2,4,2,0,0,2,0,4,4,0,2,0,0,0,0,4,4,3,5,2,0,4,0,0,0,0,2,4,0,0,0,2,7,0,2
chr7:2229984-2230727,4,4,0,0,4,2,0,0,3,0,0,6,0,4,0,2,0,0,0,2,0,4,4,0,2,2,0,3,2,4,3,3,0,0,0,3,2,0,0,0,0,2,2,0,3,2,2,2,2,2,2,3,0,0,0,4,3,2,3,4,3,2,0,2,5,0,0,2,4,4,4,5,0,3,2,2,2,4,0,0,0,0,0,3,2,2,0,10,0,5
chr11:118786052-118786518,5,7,7,5,5,12,11,3,7,7,6,5,11,8,4,7,7,3,7,4,4,3,5,8,5,5,0,6,7,12,9,3,3,6,5,7,4,5,11,4,12,7,5,15,2,5,4,8,10,5,8,13,15,0,8,5,10,11,8,7,4,3,2,4,4,4,2,5,9,2,6,8,3,5,4,3,4,7,4,5,2,7,6,0,2,3,2,9,9,3
chr8:85281230-85281639,5,3,2,0,3,4,5,3,0,0,3,7,2,2,0,4,2,3,2,0,2,3,4,0,6,6,5,2,2,4,3,0,0,2,0,6,2,0,4,0,0,2,3,3,0,0,0,2,0,3,2,0,4,0,5,3,3,3,2,2,0,2,3,0,5,3,4,0,0,6,0,0,0,9,0,2,0,0,2,3,0,2,0,0,0,0,2,8,0,0
chr3:138570318-138571356,0,16,0,4,21,16,16,9,0,12,0,14,12,0,9,0,8,10,0,0,6,0,10,10,9,20,0,10,14,29,0,6,0,0,7,18,25,9,0,20,0,10,15,0,4,0,11,12,0,0,7,0,15,11,22,8,0,15,12,18,0,5,0,2,8,0,4,0,0,7,0,6,8,0,3,0,0,0,0,0,6,0,7,8,0,0,0,10,4,9
chr1:41070595-41075451,8,12,16,8,22,15,48,23,18,11,30,13,12,15,16,26,37,11,26,25,4,24,16,27,19,19,19,28,16,12,20,8,15,10,16,16,26,13,23,23,18,19,18,21,20,10,19,22,30,15,35,12,13,6,17,21,18,27,20,4,29,5,6,6,5,5,2,12,22,5,7,5,2,5,3,2,16,4,11,6,4,7,9,2,12,17,14,11,11,7
chr4:25151960-25159107,2,3,5,4,0,0,3,3,2,0,0,0,0,4,0,5,0,2,4,0,0,4,2,2,2,3,5,0,0,4,0,4,0,0,3,0,3,2,0,0,6,2,5,4,0,2,0,0,0,0,4,0,3,4,3,3,4,2,2,0,3,0,3,0,0,0,4,2,4,0,6,4,3,0,0,0,0,0,3,0,4,2,0,0,0,6,2,5,3,0
chr2:39336920-39337581,2,0,0,5,3,6,4,4,0,3,5,0,0,5,7,0,0,2,4,3,0,6,2,2,2,5,4,0,6,5,4,0,4,0,3,4,5,3,5,0,8,5,7,7,0,0,4,2,3,2,2,3,4,0,2,0,3,2,5,4,0,2,2,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,2,4,0,0,2,2,3,2,0,4,0,3
chr17:67945409-67975958,34,0,28,16,36,53,48,38,46,17,51,63,38,27,33,42,50,30,50,57,28,43,41,48,26,48,40,48,55,57,48,27,29,25,30,55,0,40,37,33,75,60,53,50,33,36,47,29,58,45,38,34,61,16,51,43,43,49,45,33,26,12,29,19,30,37,13,20,35,18,57,22,18,8,25,6,49,21,34,21,15,27,49,15,28,17,20,52,46,29
chr6:107904629-107924932,2,3,3,0,2,4,2,2,0,0,0,4,2,0,0,2,0,0,2,3,0,0,4,3,0,2,0,2,3,5,0,0,0,2,0,3,2,3,0,2,2,4,3,2,0,0,2,0,0,2,2,0,3,0,5,3,0,2,2,4,2,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
chr18:58934433-58953799,2,5,3,7,9,9,10,4,0,4,4,6,3,3,3,10,5,3,7,2,2,4,8,3,2,9,3,5,5,2,5,7,2,6,0,16,5,3,7,3,5,3,9,9,6,2,7,7,5,3,8,4,6,2,6,4,7,6,7,4,5,0,2,6,8,5,0,7,8,4,13,6,4,2,3,0,3,2,0,6,0,0,6,6,6,3,4,2,3,6
chr14:99257471-99257839,3,3,3,7,7,3,9,4,5,0,4,7,2,0,3,7,4,2,2,5,0,7,8,7,4,6,4,3,3,2,8,7,3,4,2,4,6,4,5,3,5,0,0,12,4,2,3,0,3,2,5,5,5,0,0,5,6,4,4,0,14,6,5,21,4,8,0,6,10,13,7,4,5,13,7,10,16,2,3,8,3,7,9,4,5,17,3,0,6,4
chr1:155438327-155439068,11,11,8,4,11,23,14,8,13,14,10,15,9,7,15,5,10,7,11,8,6,6,15,9,8,12,8,8,11,10,7,15,6,11,7,19,11,8,11,9,13,12,11,16,12,7,10,10,13,9,4,5,12,9,19,18,13,13,9,9,20,5,13,4,12,8,5,6,15,10,8,14,13,9,6,9,9,6,4,4,4,12,6,5,7,4,11,12,7,6
chr11:62527208-62527396,4,3,0,0,7,7,0,4,6,0,0,3,2,0,5,0,4,3,6,5,0,0,5,0,4,0,8,3,3,4,0,3,0,0,0,0,0,4,0,0,3,6,4,3,2,0,0,3,0,0,0,3,0,2,4,4,7,4,0,0,7,3,0,0,0,0,0,4,3,0,3,0,0,4,2,0,0,4,2,0,0,0,2,2,0,0,0,0,2,0
chr8:130152736-130169067,2,0,3,0,7,5,5,2,2,0,10,5,3,3,4,3,7,3,6,6,6,5,4,6,8,7,2,4,4,3,0,0,7,0,7,6,4,5,6,8,12,4,5,9,3,0,3,3,2,5,7,9,6,3,3,5,2,4,10,3,5,3,4,4,6,0,3,0,0,4,4,4,0,2,4,0,7,0,6,2,4,2,4,5,2,6,0,8,5,3
chr15:41668828-41669958,36,21,18,13,19,32,37,15,18,21,19,19,26,21,12,18,21,23,23,21,11,19,26,19,15,22,25,22,13,37,22,27,21,8,16,35,22,30,28,30,35,22,38,42,17,13,18,18,30,22,22,12,30,24,35,28,31,22,14,17,21,28,8,39,22,22,5,17,33,23,8,7,31,21,11,15,35,11,25,18,15,21,9,12,12,15,5,19,13,13
chr7:156966270-156967092,4,4,0,2,3,5,12,4,6,0,5,4,3,3,0,2,2,2,5,0,0,5,5,2,0,0,0,0,0,3,2,2,3,2,2,4,7,4,3,4,2,2,4,7,0,0,2,0,2,3,6,0,2,0,0,4,4,6,2,3,0,2,4,4,6,8,2,2,3,7,5,3,5,10,0,2,5,3,0,5,0,5,7,2,3,9,2,7,0,0
chr12:6510279-6510532,0,0,5,3,3,3,4,5,0,0,10,3,6,0,0,2,0,6,4,5,0,5,3,4,4,0,7,2,4,10,7,5,0,5,0,6,3,6,0,4,17,2,7,8,2,3,6,2,4,5,2,4,2,0,3,0,2,3,0,4,4,0,0,5,2,3,0,3,4,0,7,0,0,4,0,0,3,5,3,3,0,4,0,3,2,0,6,0,5,4
chr16:68190768-68191775,0,0,2,3,3,0,3,0,3,2,0,0,0,2,0,2,0,0,0,3,0,2,2,0,2,4,2,5,3,5,3,0,3,0,0,0,2,3,0,0,2,0,2,8,5,3,4,0,2,3,2,2,2,2,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,2,4,3,3,0,0,2,0,0,0,2
chr9:126340508-126395697,0,3,2,2,3,2,3,3,3,4,2,2,2,0,0,4,0,2,0,3,0,0,4,2,3,0,0,3,2,3,3,3,0,0,0,2,2,0,2,3,5,2,2,0,0,0,2,0,0,0,3,0,2,0,3,0,0,0,2,3,0,0,0,2,3,4,0,2,3,0,4,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,2,2,0
chr1:155721517-155726019,6,3,0,0,2,4,5,2,0,2,7,7,3,6,0,5,3,0,5,7,2,3,4,3,0,5,4,3,7,3,5,7,0,3,4,4,5,4,5,3,7,4,4,7,3,2,0,0,8,0,3,0,0,3,5,5,6,4,3,0,6,4,2,2,3,3,3,3,5,2,0,3,3,5,0,0,0,0,3,3,2,4,0,0,0,4,0,2,0,0
chr9:33948374-33953474,0,0,0,0,3,4,6,2,2,2,6,2,2,0,0,5,4,6,0,3,3,4,4,4,4,5,2,6,5,4,5,0,2,2,3,2,3,3,3,5,9,7,3,7,0,0,4,0,2,3,3,0,0,0,3,6,0,2,4,2,8,2,0,0,4,4,0,5,0,0,2,11,0,0,3,0,3,3,7,2,4,6,0,0,5,3,3,6,0,4
chr15:63529014-63563008,2,4,2,2,2,4,4,3,0,3,2,4,9,3,0,0,4,0,2,3,0,4,0,0,2,5,3,0,3,3,3,2,2,0,5,4,0,2,0,0,8,5,5,6,0,0,0,0,5,0,2,2,7,4,2,5,8,2,0,4,9,0,2,5,0,0,0,0,0,3,2,0,2,5,0,2,2,0,0,0,0,0,2,2,0,0,2,2,2,6
chr12:28255581-28259442,0,0,0,4,2,2,3,0,3,2,2,5,0,2,0,3,0,2,3,2,0,3,0,0,0,4,0,2,3,4,0,0,0,2,3,0,4,2,0,0,3,5,0,4,4,4,0,0,0,4,0,3,4,2,4,0,2,2,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,2,0,5,0,3,3,5
chr3:169975608-169988359,3,2,0,3,0,6,2,2,0,0,0,0,0,3,3,2,0,0,2,3,2,3,3,0,0,0,2,2,5,5,2,0,2,2,0,2,0,0,2,2,2,5,0,5,3,0,2,2,2,0,2,0,0,0,0,0,2,0,7,0,2,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
chr11:87067694-87091395,5,2,3,0,2,2,5,0,4,3,2,0,3,3,0,4,2,0,3,0,0,3,3,3,2,2,0,2,4,9,3,2,3,2,0,2,3,0,2,2,7,2,0,5,2,2,2,0,5,2,0,2,4,2,6,6,3,0,4,0,0,0,0,0,3,5,0,2,6,3,7,2,2,3,2,2,0,2,2,0,0,0,0,0,0,3,0,0,2,5
chr4:128074460-128082305,2,0,0,0,5,0,3,3,2,0,2,0,0,0,2,5,4,0,4,0,0,5,0,4,0,6,4,3,2,0,0,0,0,0,0,0,6,5,4,0,0,4,0,0,0,3,4,5,0,0,0,0,0,0,4,5,8,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,2,3,0,2,0,0,0,0,0,0,2,2,10,0,0
chr7:66797374-66805396,4,0,0,4,4,3,3,4,2,0,0,3,5,2,0,7,4,3,5,0,3,0,0,0,2,6,2,2,0,2,2,2,0,0,2,7,4,3,9,5,7,0,5,6,2,3,0,0,2,3,2,0,2,4,5,5,5,0,2,2,4,0,7,4,7,3,0,6,0,3,3,2,0,3,0,0,2,3,2,0,0,0,0,0,0,0,0,7,3,4
chr21:37420299-37421866,3,3,3,0,3,4,9,5,4,0,5,4,2,6,0,0,2,2,7,3,0,6,9,4,9,4,2,0,0,2,2,0,0,0,4,4,3,4,4,5,3,9,5,7,0,4,3,9,9,0,2,6,4,0,3,3,3,3,0,0,4,0,0,4,0,3,3,0,0,2,4,2,3,5,2,0,0,5,4,3,0,0,0,2,5,0,3,0,4,0
chr9:37126312-37147445,15,12,4,4,4,19,10,5,8,10,3,15,8,8,5,6,12,4,8,7,8,10,13,8,7,6,0,9,11,21,12,7,6,9,10,23,11,12,14,13,22,18,10,23,8,18,8,4,11,11,10,4,15,7,8,9,15,16,11,6,5,2,9,3,7,8,4,5,4,0,8,0,5,6,5,0,5,4,5,10,3,5,9,7,0,7,2,5,4,8
chr3:196806579-196807914,2,3,0,0,0,0,4,0,5,0,2,2,0,0,2,4,2,0,0,3,5,2,5,0,0,7,0,5,0,5,5,3,0,3,3,7,5,2,0,0,0,2,4,3,0,0,0,5,4,2,0,2,2,2,2,3,0,4,4,0,0,0,0,2,6,0,0,0,0,0,5,3,0,2,4,0,2,0,0,3,0,3,0,0,0,3,0,4,2,2
chr11:14771937-14789242,4,7,6,7,3,6,9,6,10,8,7,6,8,3,3,10,3,2,3,7,5,2,11,3,4,0,6,3,5,12,6,13,3,4,4,12,10,4,5,10,12,5,7,9,6,2,2,5,7,5,6,8,11,9,6,3,4,3,5,9,3,9,5,5,5,7,2,4,3,2,3,3,9,3,5,2,7,4,7,0,2,2,6,7,10,6,6,8,0,12
chr22:45689712-45718493,0,4,3,4,3,3,4,0,0,2,0,4,0,3,0,2,2,2,3,0,3,2,3,2,0,4,4,3,2,3,0,5,4,7,3,3,4,2,3,6,5,3,2,3,0,0,3,0,0,3,4,3,6,3,0,5,0,0,3,4,3,0,2,8,4,3,0,2,0,5,3,2,0,7,0,0,4,0,3,2,2,6,0,0,0,2,2,9,7,0
chr13:41811225-41833531,0,0,0,0,2,3,5,2,0,0,0,5,0,0,2,0,3,0,2,2,0,0,6,0,2,4,3,2,0,3,0,3,0,2,4,3,0,3,0,0,3,0,3,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,2,0,0,0,2,6,5,0,0,0,0,0,0,0,3,2,3,0,2,0,0,0,2,0,4,0,9,0,0,0,0,0
chr19:53380722-53385027,3,0,0,0,0,4,5,0,0,0,2,2,4,2,3,5,0,4,3,2,2,2,4,0,3,3,4,3,3,2,2,2,0,0,3,6,2,2,0,0,2,3,2,7,3,3,3,0,0,0,2,0,5,0,3,0,3,0,2,0,2,0,2,2,3,0,0,2,0,0,2,10,0,4,3,2,3,0,2,0,2,0,0,2,3,0,0,13,0,2
chr5:139363759-139364743,5,4,5,3,8,11,10,3,5,6,5,11,6,8,4,9,6,4,7,12,8,7,9,5,8,10,6,5,5,13,7,8,2,5,9,7,7,6,6,8,9,15,7,5,9,6,13,2,8,6,9,5,3,3,7,10,8,6,7,3,2,0,0,2,10,2,3,7,4,0,9,0,3,3,3,3,4,0,7,0,4,0,0,4,6,5,9,7,3,2
chr10:43154897-43158931,5,3,2,6,4,8,4,0,3,2,3,0,0,2,4,2,0,0,2,0,5,6,2,4,2,0,5,3,5,4,0,7,0,6,3,10,7,2,6,6,4,7,6,11,4,2,5,0,4,4,6,5,4,2,0,3,6,9,4,2,0,0,3,0,2,2,0,0,4,0,2,0,2,0,3,0,0,3,2,2,0,0,3,0,0,2,0,3,2,3
chr6:116689320-116705160,2,2,0,4,2,4,4,0,4,2,0,5,5,0,3,4,0,3,0,0,0,3,4,0,2,3,0,0,3,3,0,0,3,3,4,4,6,2,4,3,6,2,4,4,3,4,5,2,0,2,4,0,7,4,4,5,0,3,2,5,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,4
chr4:112562371-112585725,5,2,5,0,2,4,3,0,3,0,0,0,2,3,2,0,0,3,3,0,0,2,2,3,2,5,2,3,0,5,0,3,3,0,0,2,3,6,2,0,3,0,5,3,0,0,0,0,4,0,0,0,0,0,6,2,2,0,2,3,0,0,8,2,4,2,0,0,0,0,0,3,0,5,4,0,2,2,0,0,0,0,3,2,0,0,0,6,0,0
chrX:85067127-85074391,3,0,0,0,0,2,3,0,2,0,4,5,3,3,0,5,3,6,2,3,4,0,11,4,2,5,2,5,5,3,2,4,3,2,4,6,3,2,2,8,11,5,5,9,4,3,2,0,6,3,2,3,6,2,9,4,3,3,4,0,0,0,0,0,4,6,2,2,3,0,0,0,5,3,0,0,0,0,3,0,0,0,2,0,7,0,2,2,3,2
chr7:39987599-40002031,8,9,7,3,3,7,17,5,8,13,9,10,6,11,5,17,11,5,8,12,6,2,7,8,5,10,6,6,11,7,10,0,3,2,9,2,12,6,10,4,12,9,5,11,5,5,9,2,12,7,3,6,7,7,8,9,2,10,7,4,8,2,14,6,5,4,6,11,5,13,14,19,14,15,2,13,26,8,16,7,4,12,2,3,12,10,9,17,3,13
chr15:67231814-67236820,8,9,5,4,6,10,13,4,9,9,8,4,6,9,2,12,6,9,8,12,7,0,8,8,7,16,6,8,8,16,5,13,8,9,0,4,10,9,8,15,12,6,5,9,5,7,6,6,5,5,5,4,8,5,13,11,13,11,8,8,9,8,7,14,10,6,9,5,9,20,14,4,13,15,5,7,18,8,6,5,6,7,4,2,11,7,6,15,3,12
chr6:145864388-145894977,0,3,2,4,8,9,3,3,3,4,2,4,9,2,0,5,2,3,6,5,0,6,4,2,3,5,6,4,7,7,3,7,3,6,4,4,3,3,10,3,5,5,6,6,2,4,0,2,3,0,3,5,2,3,5,2,6,2,0,8,3,2,2,0,0,0,0,0,2,0,2,0,0,4,4,0,0,3,2,0,0,3,0,5,4,5,5,3,3,4
chr5:140440119-140449305,2,0,5,0,4,3,9,6,4,0,5,2,0,4,0,0,3,0,0,5,3,0,6,3,0,4,5,0,2,4,3,2,4,2,0,2,9,0,0,2,3,3,2,2,3,4,3,0,2,4,3,0,9,2,0,3,2,4,4,2,2,5,0,3,5,0,0,0,3,2,3,3,4,2,0,2,5,0,2,0,2,2,3,2,5,3,2,5,0,0
chr13:32517857-32527532,67,51,39,32,78,78,68,46,66,52,54,69,60,49,54,49,59,51,49,50,48,55,67,49,38,72,56,40,69,105,53,58,38,44,48,83,80,60,57,81,106,61,50,114,44,50,54,34,60,42,64,55,53,45,77,44,74,61,59,57,43,30,57,29,56,43,20,22,46,24,47,25,17,26,38,8,0,14,23,31,21,15,32,22,30,33,15,55,29,43
chr12:57288857-57296551,0,2,0,0,0,2,3,0,3,0,4,6,2,3,0,0,0,0,0,3,0,2,3,0,2,4,2,0,0,3,10,2,0,2,3,0,0,3,2,0,6,0,4,2,2,0,2,2,2,0,0,0,6,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,2,0,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0
chr15:62007308-62013992,15,5,2,3,5,21,10,7,12,9,16,18,10,9,15,12,13,7,9,12,4,6,4,3,6,9,16,8,17,10,9,12,4,8,6,23,7,12,4,13,26,14,10,19,6,5,11,4,7,9,8,6,8,5,12,7,10,5,12,6,8,2,0,0,0,2,3,4,11,0,7,0,3,5,0,0,5,3,7,3,0,4,5,5,3,5,2,10,11,5
chr19:50216185-50217771,0,4,0,2,0,2,4,3,0,3,4,0,3,2,0,2,0,0,2,2,0,3,6,0,0,2,0,0,0,4,0,2,2,0,0,0,2,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,0,0,0,0,0,2,7,3,2,0,3,0,0,3,0,3,3,0,2,7,3,2,2,0,2,2,0,6,5,0,0,0,0
chr18:51054781-51067187,2,4,2,0,3,6,2,0,2,0,2,3,0,0,0,4,0,0,2,3,0,3,6,2,2,2,2,3,0,5,4,5,0,0,3,2,4,3,3,0,5,2,5,6,4,3,0,4,3,0,0,0,7,0,3,2,2,2,3,0,0,0,0,2,0,2,0,0,3,2,2,0,0,2,0,0,0,2,2,2,0,0,6,0,0,0,0,2,0,4
chr2:32377588-32395593,2,4,3,0,3,4,5,5,0,5,2,7,4,3,0,5,2,0,4,2,0,2,6,0,0,3,0,5,3,4,0,2,3,0,0,3,4,0,4,6,4,0,2,0,3,0,2,2,2,2,0,2,4,0,3,2,5,3,0,0,4,3,4,12,2,3,0,2,3,3,0,7,3,5,0,0,13,2,0,0,2,2,2,3,0,0,3,4,0,3
chr16:89418284-89431326,0,3,3,0,0,7,4,3,2,4,0,3,0,2,0,2,4,0,2,2,2,5,0,4,5,4,5,0,5,3,0,0,5,0,0,4,3,3,0,0,0,4,2,3,0,0,0,0,3,0,2,0,2,0,5,5,5,2,5,3,0,2,0,5,0,0,0,0,0,0,2,0,3,2,2,3,0,3,0,4,0,6,3,0,0,0,0,3,0,0
chr17:12054889-12113360,4,3,2,0,0,20,0,2,0,0,3,5,5,3,3,4,0,4,3,5,0,0,6,4,0,3,2,3,0,12,0,0,4,0,6,29,0,2,3,5,4,0,4,0,4,0,3,2,0,5,0,4,0,0,6,6,6,0,0,0,0,0,3,0,3,4,0,0,0,0,3,2,3,4,2,0,3,0,3,0,0,5,0,0,3,0,0,3,4,3
chr9:111386377-111391824,14,19,15,11,10,26,34,11,13,8,8,20,9,18,12,19,17,12,15,11,12,11,14,20,12,19,15,19,12,29,10,28,10,11,17,14,13,14,14,31,32,12,13,24,8,18,14,8,14,6,18,9,28,15,28,14,15,16,28,19,9,6,6,8,14,13,9,6,17,6,12,22,5,16,9,18,21,4,10,5,5,9,18,4,11,12,5,20,15,7
chr8:67299209-67302466,0,0,0,0,2,5,6,0,4,0,2,5,4,4,0,0,3,2,3,0,2,0,2,4,0,0,5,0,0,3,3,0,0,0,3,0,0,0,4,4,3,2,4,2,2,0,2,4,0,3,2,0,0,0,3,2,2,3,0,0,2,0,0,0,9,0,2,0,2,0,2,2,0,0,0,0,4,0,4,0,0,2,0,2,0,0,0,6,0,2
chr18:79096476-79154555,3,4,0,0,4,6,3,3,0,4,0,0,4,2,0,4,0,0,0,3,0,0,0,2,4,2,0,0,4,5,4,3,0,0,0,12,2,0,0,0,6,0,2,7,0,3,2,0,5,3,4,0,3,0,5,4,5,0,2,2,2,2,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,3,0,0
