ID,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr2:172562220-172565073,0,2,0,0,4,5,3,3,4,4,5,6,2,7,4,0,2,8,0,0,3,3,6,0,2,3,7,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0
chr5:56864734-56865977,6,11,10,12,16,23,13,15,13,13,20,10,16,25,6,9,11,13,6,10,9,13,13,9,18,7,15,9,10,3,7,2,4,3,6,8,0,0,6,4,4,5,2,7,6,2,3,4,3,5,6,3,5,5,4,3,3,7,4,12
chr1:247156406-247159813,61,80,79,59,75,67,111,79,82,100,107,75,67,137,45,68,58,41,98,54,43,47,127,48,123,106,123,52,74,79,48,53,48,111,50,55,36,19,25,67,27,49,57,139,39,40,69,27,62,42,50,74,36,15,63,31,49,55,32,72
chr14:99257471-99257839,8,7,3,4,2,4,6,4,5,3,5,0,0,12,4,2,3,0,3,2,5,5,5,0,0,5,6,4,4,0,14,6,5,21,4,8,0,6,10,13,7,4,5,13,7,10,16,2,3,8,3,7,9,4,5,17,3,0,6,4
chr13:100301460-100309908,5,6,3,2,5,3,10,5,4,5,7,2,7,11,2,0,3,2,5,3,0,0,12,3,2,2,7,4,2,5,2,2,5,7,15,6,0,12,3,2,7,7,4,4,7,4,6,2,4,2,0,5,7,0,11,0,2,0,0,4
chr9:20819796-20823115,7,12,2,8,9,11,12,7,9,6,4,6,6,9,7,4,5,5,5,2,5,5,13,8,12,5,7,7,4,8,7,4,5,6,12,16,4,2,9,2,0,3,3,5,4,3,11,5,3,4,7,9,7,0,5,3,9,5,4,4
chr10:13127745-13136897,3,9,0,2,3,6,5,6,7,3,11,8,6,9,4,0,3,6,0,2,7,2,2,0,12,4,2,5,3,3,3,6,4,2,8,0,0,3,5,4,2,4,0,2,2,2,4,0,4,4,3,0,0,0,0,5,0,5,0,3
chr17:16101250-16101805,4,7,5,5,4,5,13,8,8,7,10,6,3,11,0,6,4,3,4,9,11,5,3,5,10,0,7,8,5,12,4,6,0,2,3,5,0,3,3,3,0,3,0,4,3,5,5,2,2,2,0,5,4,0,2,0,0,4,0,6
chr3:119500695-119513719,4,3,4,2,0,7,9,4,3,3,4,4,2,6,0,7,2,3,2,3,2,2,7,2,6,4,7,7,0,3,5,0,3,0,5,0,0,3,6,0,3,2,2,6,0,0,4,4,0,3,2,0,5,0,2,4,3,2,2,0
chr3:174523413-174553757,3,4,2,2,0,2,4,3,0,7,6,0,0,4,0,2,2,4,8,3,3,3,6,2,5,6,0,2,7,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
chr12:82857010-82857580,4,4,3,0,6,15,6,4,8,11,13,13,6,20,8,0,8,4,11,2,7,6,0,3,7,10,10,2,8,6,8,0,2,3,0,5,0,0,14,2,3,2,7,2,4,5,3,2,3,4,0,4,2,0,0,2,5,8,4,0
chr9:4117768-4118881,5,0,3,4,2,0,2,0,2,2,4,0,4,3,0,0,0,5,7,0,3,0,0,4,3,3,0,5,0,4,0,0,0,0,0,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0
chr1:28459085-28466535,2,0,2,3,6,6,3,3,6,4,2,2,2,2,0,3,0,4,2,3,3,4,4,2,6,5,4,5,8,2,3,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,3,2,4,0,0
chr15:90439332-90443478,10,12,10,4,11,17,18,10,4,12,21,12,12,13,7,7,6,5,8,10,10,8,9,6,20,11,4,7,6,10,7,3,3,3,7,9,2,5,8,3,4,7,2,2,6,6,12,4,6,5,6,3,3,0,7,8,6,12,9,5
chr5:73840480-73840760,0,0,2,2,0,4,3,0,3,2,5,3,2,0,2,0,0,2,2,3,2,2,4,2,2,5,0,0,2,4,6,0,2,3,2,3,4,2,0,0,2,0,0,3,0,0,0,0,0,0,4,3,2,0,2,2,0,2,0,0
chr7:66127704-66134374,3,6,0,2,7,5,6,3,12,9,11,11,3,8,4,3,8,4,7,4,4,3,6,3,7,8,12,6,2,2,0,2,6,0,8,4,2,8,6,0,5,8,5,4,0,7,8,10,5,6,3,7,5,2,0,10,7,4,9,6
chr15:77178790-77182040,4,3,2,3,5,6,3,3,5,4,2,3,6,2,0,2,3,0,7,3,5,4,3,5,4,4,3,0,2,2,2,3,0,2,2,0,0,2,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
chr17:39708321-39710481,7,10,7,6,4,8,17,8,8,7,13,6,11,7,5,6,2,5,18,4,9,0,14,5,7,9,6,4,8,10,10,4,5,5,11,12,5,6,6,8,13,15,13,29,7,5,3,7,11,2,6,11,6,2,7,6,11,8,2,8
chr3:197814908-197820430,6,7,5,2,3,7,4,2,2,2,4,6,5,4,0,2,3,4,4,3,0,5,4,2,3,6,11,4,8,2,4,0,0,2,2,0,0,0,2,0,2,0,0,2,5,5,5,0,0,2,0,3,0,0,3,2,2,2,0,0
chr9:110972073-111011690,7,5,4,0,14,9,9,6,9,10,6,6,8,17,3,5,7,8,7,0,10,4,9,3,8,10,14,6,5,7,3,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,4,3,2,8,0,0,2,0,0,2,3,0
chr10:7797047-7802854,35,25,26,58,45,42,42,55,50,64,53,52,52,92,37,24,26,20,34,40,23,20,44,33,90,26,51,30,53,35,14,11,17,19,50,19,10,19,33,38,19,26,18,56,12,20,21,24,10,18,14,20,11,17,33,30,15,21,43,19
chrX:78014662-78020398,0,0,0,0,0,0,5,4,6,4,4,2,3,3,2,3,3,2,3,3,0,2,3,0,3,0,2,4,5,2,4,2,0,0,0,0,0,2,0,0,3,6,0,8,0,0,2,5,2,0,0,3,0,2,2,0,0,0,0,0
chr8:102360071-102361626,12,11,6,10,14,26,18,10,22,7,20,11,10,16,8,7,8,15,13,16,12,12,22,9,21,12,14,10,16,9,9,7,11,8,13,16,0,7,11,10,9,3,7,12,7,6,11,3,22,6,3,4,6,3,13,6,5,9,12,15
chr6:116689320-116705160,0,0,3,3,4,4,6,2,4,3,6,2,4,4,3,4,5,2,0,2,4,0,7,4,4,5,0,3,2,5,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,4
chr17:12054889-12081530,5,4,3,0,0,22,6,0,2,6,0,10,2,0,0,2,0,0,7,5,0,6,8,2,3,4,7,3,4,2,0,0,2,2,2,4,0,0,0,3,5,0,0,5,0,0,0,0,0,4,0,2,0,0,0,0,2,0,3,0
chr13:45516143-45525051,5,0,0,3,4,0,2,0,2,0,6,4,2,7,5,0,3,0,3,3,4,2,2,3,5,0,3,5,0,2,0,0,2,0,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,5,3,4,0,0,6,4,0,3,0,0
chr15:80120328-80122800,25,19,21,26,13,34,19,34,23,15,37,23,22,37,12,19,26,31,28,16,22,13,32,15,30,24,30,26,24,22,16,14,9,9,19,9,7,10,22,7,12,11,10,8,7,11,11,9,16,11,7,18,16,9,7,16,17,14,13,17
chr17:81855142-81855586,5,5,2,4,2,2,2,4,0,2,9,2,5,4,0,0,0,2,3,10,0,3,3,2,3,4,6,5,0,2,3,4,0,2,3,6,3,3,2,4,6,2,2,4,2,4,4,4,7,6,0,0,6,0,2,8,0,6,3,0
chr20:3218517-3218994,3,0,0,2,3,2,0,2,0,3,5,4,2,0,4,2,2,0,5,4,4,0,3,0,4,0,3,2,0,0,0,0,2,3,0,2,0,0,2,2,5,0,0,7,0,0,3,0,0,0,4,0,0,2,0,2,0,3,2,0
chr3:57583898-57584464,10,4,0,4,7,2,2,4,5,2,6,4,3,10,3,3,5,0,2,3,3,0,9,4,3,2,9,5,4,3,7,0,0,4,7,2,4,0,4,2,3,2,0,0,0,2,3,2,0,0,0,3,4,2,2,0,0,8,3,4
chr9:16435555-16437524,5,5,4,5,12,15,5,3,16,8,12,7,6,17,10,7,3,0,4,5,13,10,5,9,6,3,8,0,11,3,15,0,0,0,0,0,0,5,21,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0
chr4:1900626-1939778,0,3,3,3,0,2,2,3,3,2,4,0,0,2,3,0,3,0,2,3,3,0,4,0,4,5,4,3,0,0,2,8,0,2,7,0,2,2,3,0,0,2,10,5,0,5,3,0,2,0,3,3,0,3,0,0,0,0,3,3
chr10:5709530-5714207,4,5,7,6,2,4,2,6,5,4,8,2,2,7,3,3,0,2,2,3,0,3,6,5,5,0,4,4,3,4,7,0,0,2,0,2,0,2,3,0,3,2,0,4,2,0,0,2,2,0,0,5,0,0,0,2,0,2,3,0
chr10:68644698-68647005,3,2,2,3,4,8,3,0,3,2,7,2,3,3,4,0,2,2,4,4,2,3,2,3,4,3,2,0,2,3,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
chr7:131387120-131399433,4,6,4,4,9,5,4,5,0,2,7,3,6,8,4,0,0,0,4,2,2,3,2,0,4,2,3,7,4,0,4,3,3,5,9,5,0,0,3,3,5,2,9,2,2,0,6,0,7,7,3,4,5,2,2,2,2,2,3,5
chr11:77619606-77629899,3,7,2,3,7,11,3,3,2,6,8,6,3,8,2,5,2,0,6,2,4,3,10,8,7,8,13,3,7,4,3,0,4,3,5,9,2,3,0,4,0,9,2,4,5,2,0,5,2,4,0,2,0,0,0,2,0,3,2,5
chr4:61934840-62044549,6,4,7,6,6,6,7,7,2,5,12,4,4,5,5,7,5,0,6,3,11,10,6,4,3,4,3,5,3,5,3,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,3,0,0,0,2,0,0,2,3
chr4:102714438-102726683,12,11,5,6,4,17,6,6,9,10,9,6,5,12,3,0,7,2,5,8,4,4,9,10,6,5,5,14,4,3,6,3,3,2,3,9,2,0,8,3,6,2,6,9,2,3,2,0,3,2,2,3,2,0,5,0,4,6,4,6
chr2:24135119-24147086,5,3,4,4,5,14,19,3,6,9,8,6,15,14,10,10,6,5,8,7,14,7,6,7,17,8,15,9,12,9,7,0,7,3,4,8,0,5,5,0,4,2,0,2,6,3,0,2,6,2,4,0,0,4,4,4,3,12,5,7
chr10:124942457-124943307,2,3,2,9,6,4,10,4,0,0,5,4,4,17,7,4,7,2,4,3,5,4,14,0,2,3,9,3,2,2,4,0,5,20,5,10,0,3,10,5,3,2,2,4,2,4,6,0,5,0,13,4,5,2,0,3,0,6,5,2
chr7:24623666-24650712,4,0,0,0,0,5,2,2,0,3,10,0,0,9,3,2,3,2,4,2,4,0,0,0,2,4,3,3,2,3,4,0,12,7,4,3,0,3,0,3,0,6,2,12,3,3,6,3,2,0,0,2,5,2,7,2,0,6,5,0
chr8:100220279-100233537,3,4,2,0,0,8,3,7,4,2,9,2,2,3,2,2,5,0,0,3,2,4,6,4,5,2,9,0,0,3,3,0,0,0,4,5,0,5,5,0,0,5,0,0,0,0,2,0,5,0,3,0,0,0,6,0,2,0,7,0
chr21:37420299-37421866,2,0,0,0,4,4,3,4,4,5,3,9,5,7,0,4,3,9,9,0,2,6,4,0,3,3,3,3,0,0,4,0,0,4,0,3,3,0,0,2,4,2,3,5,2,0,0,5,4,3,0,0,0,2,5,0,3,0,4,0
chr12:116230533-116237705,39,37,29,21,31,35,46,32,28,53,76,46,50,83,28,22,30,23,39,33,40,33,65,30,43,25,54,58,20,33,23,11,40,21,27,22,9,10,32,14,26,22,11,22,16,12,19,19,22,20,10,11,24,9,12,23,14,60,26,22
chr1:1804419-1817875,12,9,5,6,10,9,11,9,12,14,13,11,12,9,8,3,8,2,8,0,3,2,9,6,9,8,14,3,4,2,9,6,2,3,6,8,2,2,4,6,7,5,3,4,2,3,0,5,9,4,0,3,5,2,6,6,2,6,3,3
chr3:51541498-51552063,11,18,25,15,27,19,19,20,12,4,33,32,27,19,13,13,19,13,10,23,18,8,21,13,16,16,4,21,15,8,11,0,12,5,4,14,4,14,9,4,15,8,4,3,11,5,10,4,8,7,0,5,10,3,4,9,7,9,12,16
chr10:126970702-127127764,21,10,14,9,15,12,6,18,14,12,18,9,22,7,16,14,25,11,21,9,3,8,8,12,16,19,18,2,9,7,11,4,0,19,17,3,2,16,8,5,3,5,15,3,3,9,8,8,33,7,9,24,14,0,3,0,0,11,17,6
chr7:135577796-135593192,5,4,7,0,2,6,4,3,3,8,5,0,0,7,3,4,0,2,2,0,2,2,3,3,3,2,3,4,0,0,8,2,0,6,5,7,4,2,0,5,4,9,5,17,3,6,9,0,4,4,0,0,0,3,4,0,0,5,5,6
chr11:120475340-120477526,0,2,4,0,4,5,3,3,4,5,5,0,5,5,3,3,2,2,2,0,3,0,2,0,9,3,2,5,4,3,0,0,0,0,0,0,0,0,2,0,2,3,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,3,3,0
chr9:83677727-83678599,3,8,5,6,2,12,9,7,11,3,16,11,4,8,4,8,3,4,0,4,6,3,6,3,10,9,7,4,2,10,6,3,11,7,4,6,3,4,7,7,8,10,8,10,3,4,19,4,5,2,3,4,6,2,8,5,10,7,5,6
chr6:145888020-145894977,5,3,3,2,0,0,3,0,7,5,6,6,2,9,3,4,2,6,2,4,4,5,0,3,2,0,5,3,2,0,2,0,0,0,0,3,0,0,3,2,5,2,3,0,0,2,2,4,0,2,0,3,3,0,3,0,2,0,0,0
chr5:57246300-57247215,0,3,0,0,5,7,2,2,6,2,4,3,4,4,0,0,5,2,0,0,2,0,2,0,7,4,2,3,4,3,0,0,0,0,3,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
chr20:47262288-47276795,4,0,0,5,2,3,2,3,3,3,2,0,4,5,0,0,0,3,3,0,4,2,5,3,3,4,5,5,2,6,0,0,0,6,9,3,0,0,4,4,6,2,0,2,7,3,2,4,5,3,0,0,3,0,4,0,3,3,8,0
chr1:203707009-203708104,4,2,5,5,2,11,4,2,5,3,15,3,2,2,4,4,3,0,3,5,4,5,7,3,8,3,5,4,6,7,6,0,3,0,0,0,0,2,10,2,0,0,0,0,0,2,0,0,2,3,0,2,4,3,3,3,0,3,2,0
chrX:118654602-118654961,0,0,5,0,0,6,4,4,3,7,0,0,0,6,7,3,0,0,6,0,4,0,6,0,0,4,3,2,3,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,6,3,2,6,6,2
chr16:11120615-11126146,2,6,2,0,4,2,5,4,0,4,6,0,4,3,4,3,0,0,3,0,2,3,2,0,4,2,4,3,2,0,2,0,0,0,4,2,0,0,5,3,0,3,2,3,0,0,0,0,0,4,0,0,2,0,2,0,0,0,2,5
chrX:47846105-47895940,4,6,2,3,6,7,12,6,15,7,9,9,4,4,6,4,5,8,9,3,5,5,10,5,8,6,5,3,7,8,10,2,2,13,7,7,3,8,6,4,10,7,3,12,5,4,12,4,4,9,2,3,4,0,5,2,8,8,7,3
chrX:65075474-65113813,4,10,7,4,8,11,9,2,8,8,12,11,4,8,0,3,2,4,13,4,4,3,9,6,9,6,13,5,8,4,3,4,13,4,9,11,0,6,4,5,7,0,5,9,2,0,5,0,7,0,3,0,5,0,7,0,4,2,7,7
chr16:71658233-71679535,3,2,2,0,3,3,7,3,0,3,6,0,5,4,3,2,0,0,2,0,2,0,0,0,0,2,2,0,2,5,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
chr17:3705081-3705645,0,2,3,0,2,3,3,7,3,0,3,4,2,7,4,3,4,3,11,5,3,0,2,2,0,2,0,3,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,0,0,0
chr10:110885253-110890670,3,2,0,3,2,5,3,0,7,0,6,2,0,5,2,0,2,3,3,3,2,3,0,0,4,3,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
chr11:65500863-65501193,10,10,6,5,5,4,9,13,8,11,8,0,6,6,4,5,5,12,7,7,4,4,3,3,14,5,4,4,3,2,0,6,13,5,3,5,0,4,9,10,6,0,0,5,5,3,0,5,4,8,8,3,0,0,3,5,3,0,13,3
chr21:15833348-15842540,2,0,0,0,3,3,3,2,3,0,3,5,0,2,3,2,2,0,4,4,3,2,2,0,2,4,3,6,2,3,0,0,0,0,3,2,0,0,0,0,4,2,0,4,0,0,4,0,0,0,0,0,0,0,0,4,3,3,0,0
chr13:100301460-100340259,0,3,0,4,0,4,3,3,3,2,3,3,5,4,2,3,4,2,0,0,3,2,7,0,0,0,0,0,0,2,4,0,2,0,2,2,0,3,0,0,0,4,0,2,0,0,0,0,0,0,3,0,2,0,4,0,0,0,2,0
chr15:90217439-90221765,2,3,3,3,6,4,3,4,8,3,6,3,5,4,6,0,2,4,3,0,3,0,0,5,5,0,3,0,2,0,6,0,2,4,5,4,0,0,3,2,3,4,3,2,2,2,0,3,9,4,0,0,0,0,2,0,0,4,0,4
chr22:24302195-24313466,3,0,0,2,0,4,4,0,2,8,3,4,2,4,2,0,2,6,4,4,5,0,2,0,2,4,8,4,4,0,0,0,0,0,2,0,0,0,4,3,7,0,0,3,0,2,3,2,2,0,0,2,0,0,2,2,0,4,2,2
chr17:51263274-51268904,5,7,5,2,4,9,9,5,7,8,15,12,9,11,8,5,5,6,6,8,4,5,10,5,8,8,11,3,7,3,2,5,8,3,7,2,5,4,2,5,6,7,9,5,5,4,5,0,0,8,0,8,9,2,8,3,3,4,5,7
chr14:50148285-50150230,2,3,0,3,0,2,2,0,2,6,8,0,2,4,3,3,14,3,0,0,0,3,3,0,2,4,2,2,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,3,3
chr1:208210280-208218002,8,8,0,6,4,3,3,15,3,8,4,2,3,8,5,2,8,3,5,4,6,3,0,7,7,6,4,2,6,7,5,10,0,0,4,2,2,0,9,4,2,2,6,2,0,2,2,0,0,0,0,2,2,0,0,0,4,0,6,3
chr1:59321536-59346398,3,5,11,5,0,7,10,2,6,3,8,4,12,7,4,5,5,0,6,3,0,4,6,4,9,6,5,8,0,12,6,4,6,3,7,4,0,5,5,6,8,2,11,6,4,5,4,5,6,0,0,4,3,0,15,3,4,9,4,8
chr7:131375424-131399433,6,5,6,5,5,10,7,11,7,13,18,6,7,17,4,3,0,0,7,3,4,7,11,3,5,4,6,6,4,4,7,7,7,19,11,15,4,4,2,7,11,11,4,14,4,3,9,4,5,4,6,6,0,3,8,0,3,8,6,10
chr16:88027483-88038011,9,15,6,11,11,15,19,17,8,12,20,12,12,20,4,8,16,18,14,14,5,15,12,10,19,29,16,22,9,13,17,17,8,9,9,14,15,9,23,7,9,7,13,23,9,17,10,11,10,14,6,7,15,11,7,18,11,15,10,15
chr15:85113377-85126374,7,0,0,0,2,7,12,3,2,11,10,2,2,6,4,8,2,0,6,3,2,4,4,3,6,7,4,0,4,0,9,0,0,3,2,5,0,0,0,2,4,4,3,0,0,2,0,2,2,0,5,2,0,0,0,0,3,2,2,0
chr18:76849526-76851939,7,0,11,7,7,19,12,3,11,9,10,10,9,12,8,9,4,5,7,4,8,9,10,9,7,15,15,7,9,5,5,2,3,3,6,8,2,4,9,0,10,6,4,10,5,4,3,7,3,8,8,4,3,6,4,9,8,11,6,8
chr6:158573420-158589782,2,9,2,6,9,7,3,3,7,11,8,9,3,7,2,4,6,5,6,2,9,2,4,2,6,5,5,0,6,8,4,2,0,14,9,4,3,3,8,5,11,0,4,8,0,12,4,4,7,2,3,5,0,2,5,2,3,7,2,7
chr4:150467673-150491035,9,15,11,13,22,27,20,10,12,24,23,13,28,33,13,14,9,10,12,9,28,20,0,16,0,17,14,13,26,6,29,0,9,0,7,0,0,4,43,3,7,3,6,0,7,0,5,0,9,0,0,4,5,3,0,4,0,25,11,0
chr20:34470048-34492597,5,4,3,0,3,9,2,2,2,2,0,4,7,4,0,3,0,5,2,0,2,0,7,2,3,0,2,4,5,2,2,0,0,7,0,6,0,3,0,5,2,5,0,3,0,0,3,0,2,3,2,0,0,0,3,0,2,3,0,2
chr3:33684359-33696933,5,6,6,2,6,13,10,7,11,7,9,9,9,22,4,5,6,6,4,4,2,4,7,2,8,5,6,3,6,3,10,4,6,5,3,7,0,2,2,3,2,2,8,6,0,2,9,2,2,0,3,6,3,0,6,0,0,6,6,0
chr6:160046498-160048543,4,11,3,4,3,6,5,4,6,9,9,3,5,7,2,4,7,3,7,6,7,6,5,8,6,6,8,5,7,3,4,4,2,7,4,3,2,0,6,4,5,6,3,2,4,2,3,0,5,5,3,4,0,2,6,2,2,10,4,5
chr9:37424845-37426654,26,16,9,11,11,15,11,17,21,19,23,18,20,19,10,15,12,8,16,11,14,12,6,18,18,13,14,19,10,17,22,12,6,4,16,7,5,9,15,0,19,7,10,14,10,11,16,12,9,19,8,7,10,10,10,16,13,23,13,9
chr3:101671130-101672213,2,7,6,8,10,16,8,9,7,10,3,5,5,16,8,4,7,2,4,2,8,7,8,9,10,0,4,6,6,3,4,5,9,2,3,9,0,3,5,4,4,2,0,2,0,2,6,0,0,4,3,4,3,7,3,4,3,9,3,6
chr7:105038126-105041023,3,3,2,2,8,7,7,4,6,7,7,9,5,10,5,3,2,4,5,3,2,4,4,3,3,4,10,7,4,5,3,0,2,2,6,5,0,3,2,2,3,2,0,5,0,0,3,0,6,5,0,0,2,0,0,2,0,3,0,4
chr15:49235851-49292537,4,9,7,8,5,10,8,5,4,7,8,7,14,9,6,3,2,4,6,3,4,2,4,3,11,7,7,3,4,2,5,7,5,14,10,9,7,5,10,5,0,2,4,5,7,5,5,4,4,4,4,3,8,0,3,2,3,18,6,10
chr2:200856682-200856985,2,0,4,2,2,4,5,2,4,3,6,7,4,8,2,4,5,0,2,3,3,4,5,2,9,6,6,4,0,0,2,2,3,4,6,2,2,3,4,0,5,0,0,10,2,0,2,3,5,0,2,3,0,0,2,2,0,3,2,3
chr11:77624963-77625818,6,3,2,3,8,6,7,3,6,7,9,7,7,8,5,6,2,4,8,6,6,7,7,8,6,7,9,4,3,7,0,2,0,5,5,9,4,3,3,7,2,9,2,4,0,0,3,3,4,0,4,3,7,0,0,9,2,3,3,2
chr9:111570091-111586165,2,0,2,3,4,7,10,3,0,4,10,2,6,6,0,3,0,0,5,2,4,2,8,3,8,0,8,4,0,3,0,0,0,0,6,2,0,4,0,5,0,0,2,3,0,0,0,0,2,0,0,4,0,2,4,0,0,9,2,0
chr10:124038515-124046724,0,0,0,4,2,5,0,0,4,2,3,4,0,0,2,0,0,5,3,4,3,2,4,0,4,3,2,6,4,0,0,2,0,2,5,0,0,2,4,2,4,0,0,0,0,0,3,0,3,6,0,0,8,0,3,0,2,0,5,5
chr17:47663089-47668410,2,0,0,4,3,2,0,0,5,2,5,3,0,4,0,6,2,0,0,0,0,2,3,0,3,2,4,4,0,4,0,0,2,2,0,2,0,2,2,0,4,0,4,5,3,0,2,3,3,0,0,2,4,0,3,0,0,4,0,0
chr5:177536358-177539147,10,4,0,7,6,10,14,12,10,8,15,8,17,8,12,7,7,3,11,9,7,8,8,2,11,10,18,14,13,9,15,8,0,8,7,4,5,4,7,7,9,6,3,9,5,4,12,10,9,9,3,12,9,4,15,13,7,20,9,6
chr6:70426439-70452571,6,5,5,3,3,3,3,4,4,3,0,3,4,8,5,5,4,2,4,0,0,0,2,3,7,2,8,0,2,2,6,3,5,2,7,3,0,2,0,0,3,2,5,4,0,4,5,0,4,0,0,2,3,0,0,0,0,4,4,2
chr4:127921524-127939997,7,12,4,7,8,14,8,7,8,12,16,6,13,17,5,0,9,3,9,6,9,8,20,5,8,10,8,7,8,9,4,3,7,2,6,4,3,0,0,2,3,3,3,4,3,4,3,2,6,3,0,3,8,2,4,0,0,4,3,7
chr2:71426460-71427414,0,4,3,0,3,7,3,8,0,5,5,6,6,5,0,2,0,0,4,3,3,4,5,2,3,0,2,4,3,4,0,0,0,3,2,0,0,2,3,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,2
chr1:155721517-155726019,5,7,0,3,4,4,5,4,5,3,7,4,4,7,3,2,0,0,8,0,3,0,0,3,5,5,6,4,3,0,6,4,2,2,3,3,3,3,5,2,0,3,3,5,0,0,0,0,3,3,2,4,0,0,0,4,0,2,0,0
chr5:148548668-148550262,8,10,10,11,8,7,18,20,3,12,16,4,16,13,17,8,5,6,5,2,0,9,15,11,9,10,23,8,2,6,0,0,0,2,0,0,4,2,4,25,0,9,0,21,4,0,0,0,10,0,6,6,0,0,0,4,0,0,12,0
chr9:77337255-77371149,0,6,3,0,2,0,0,4,5,3,3,2,5,4,3,0,0,2,4,4,0,0,2,7,5,3,10,0,3,0,2,2,4,3,0,2,4,2,0,7,7,0,4,15,2,0,6,4,2,2,0,4,4,3,6,0,2,7,0,0
chr2:40428473-40430304,18,23,18,35,15,37,37,16,29,36,42,30,29,37,19,20,13,20,22,27,38,20,24,11,28,24,30,26,20,25,37,7,19,17,20,19,6,19,41,21,24,12,5,12,15,9,17,9,31,20,12,10,14,6,17,31,14,18,23,24
chr1:151315573-151316509,2,2,3,3,5,3,6,4,4,0,2,3,6,6,0,4,0,0,5,0,5,6,5,0,5,4,2,0,0,0,4,6,3,0,2,0,2,3,2,0,4,3,3,3,0,3,0,2,4,3,2,3,0,0,3,2,0,3,3,0
chr12:50427762-50430570,5,0,4,0,0,2,5,3,4,5,4,5,3,7,0,2,0,4,4,0,2,3,7,3,7,3,5,0,5,4,0,0,4,12,7,4,2,2,4,0,3,2,7,2,4,3,2,4,4,0,0,3,4,3,5,5,0,10,0,0
chr14:71400794-71418196,6,5,5,3,0,6,6,5,6,7,5,11,4,16,7,4,3,3,6,4,4,3,11,0,5,2,5,0,7,4,2,2,0,4,4,0,0,0,3,0,2,0,0,2,3,4,3,0,7,4,3,3,0,0,0,5,0,5,4,4
chr12:46239679-46243314,7,10,6,13,5,21,24,16,13,21,31,15,18,37,11,14,8,4,22,11,17,17,21,5,19,18,12,14,14,19,8,3,6,10,21,7,6,2,17,12,6,6,7,9,2,8,5,7,7,7,11,13,8,7,5,10,0,15,4,4
chr5:72861808-72865729,0,5,0,0,0,3,5,0,2,4,5,3,6,6,3,5,0,0,4,3,0,3,5,0,2,6,9,2,0,2,2,0,3,2,3,0,0,0,3,0,2,0,0,0,2,0,2,0,2,2,0,5,0,0,0,3,0,8,2,3
chr14:21503173-21503881,10,14,15,13,18,30,17,19,21,18,31,18,18,18,11,13,9,18,18,8,16,18,26,13,25,22,28,19,12,16,15,6,26,8,17,7,5,12,12,11,11,20,23,23,5,7,14,10,9,18,6,13,11,9,11,9,15,15,6,11
chr8:140879471-140890769,5,9,3,3,2,8,6,5,3,4,12,5,0,5,6,3,3,0,2,5,3,0,2,2,7,3,7,2,6,2,6,0,4,14,5,11,2,6,3,5,9,6,3,3,0,2,11,3,8,6,5,4,8,3,6,2,2,4,6,4
