rowname	Negative_sample	skin_derived	virus	lab_contamination
Potyviruspassifloramaculae	0	0	1	0
Potyvirusphaseovulgaris	0	0	1	0
Potyvirusplumpoxi	0	0	1	0
Potyvirusrapae	0	0	1	0
Potyvirusyililii	0	0	1	0
Potyvirusyituberosi	0	0	1	0
Prasinovirus	0	0	1	0
Pregotovirusmyuchelyis	0	0	1	0
Presleyvirus	1	0	0	0
Prevotella	1	1	0	0
Proboscivirus	0	0	1	0
Probosciviruselephantidbeta1	0	0	1	0
Prochlorococcus	1	1	0	0
Profundibacter	1	0	0	0
Propionibacterium	1	1	0	1
Prosimiispumavirus	0	0	1	0
Prosthecochloris	1	1	0	0
Protaetiibacter	1	0	0	0
Proteiniphilum	1	0	0	0
Proteus	1	1	0	0
Protoambidensovirus	0	0	1	0
Protobacilladnavirus	0	0	1	0
Protoparvovirus	0	0	1	0
Protoparvovirusrodent1	0	0	1	0
Prototheca	0	1	0	0
Providencia	1	1	0	0
Prunevirus	0	0	1	0
Pseudactinotalea	1	0	0	0
Pseudanabaena	1	1	0	0
Pseudendoclonium	0	1	0	0
Pseudoalteromonas	1	1	0	0
Pseudochrobactrum	1	0	0	0
Pseudodesulfovibrio	1	0	0	0
Pseudoflavonifractor	0	1	0	0
Pseudogulbenkiania	1	1	0	0
Pseudohalocynthiibacter	1	0	0	0
Pseudolabrys	1	0	0	0
Pseudolysobacter	1	0	0	0
Pseudomonas	1	1	0	1
Pseudonocardia	1	1	0	0
Pseudopedobacter	1	1	0	0
Pseudorhizobium	1	0	0	0
Pseudorhodobacter	1	0	0	0
Pseudorhodoplanes	1	0	0	0
Pseudovibrio	0	1	0	0
Pseudoxanthomonas	1	1	0	1
Psipapillomavirus	0	0	1	0
Psychrobacter	1	1	0	1
Psychroflexus	1	1	0	0
Psychromonas	1	1	0	0
Psychrosphaera	1	0	0	0
Pteridovirus	0	0	1	0
Pterovirus	0	0	1	0
Puccinia	0	1	0	0
Pukyongiella	1	0	0	0
Punalikevirus	0	1	0	0
Pusillibacter	1	0	0	0
Pusillimonas	0	1	0	0
Pusillimonas(exStolzetal.2005)	1	0	0	0
Pycnococcus	0	1	0	0
Pyramimonas	0	1	0	0
Pyrenophora	0	1	0	0
Pyropia	0	1	0	0
Pyruvatibacter	1	0	0	0
Pythium	0	1	0	0
Qiania	1	0	0	0
Qipengyuania	1	0	0	0
Quadriviridae	0	0	1	0
Quaranjavirus	0	0	1	0
Quatrionicoccus	1	0	0	0
Questintvirus	1	0	0	0
Quinvirinae	0	0	1	0
Quwivirus	0	0	1	0
Quwiviruscaviidbeta2	0	0	1	0
Rabovirus	0	0	1	0
Rafivirus	0	0	1	0
Rahnella	1	1	0	0
Rajidapivirus	0	0	1	0
Ralstonia	1	1	0	1
Ramlibacter	1	1	0	0
Ranavirus	0	0	1	0
Raoultella	1	0	0	0
Reclinomonas	0	1	0	0
Recovirus	0	0	1	0
Regressovirinae	0	0	1	0
Reinekea	1	0	0	0
Renibacterium	1	1	0	0
Renitovirus	0	0	1	0
Replylivirus	0	0	1	0
Reptarenavirus	0	0	1	0
Reptillovirus	0	0	1	0
Respirovirus	0	0	1	0
Respiroviruspneumoniae	0	0	1	0
Rhadinovirus	0	0	1	0
Rhadinovirusmacacinegamma11	0	0	1	0
Rhadinovirusmacacinegamma12	0	0	1	0
Rhadinovirusmacacinegamma5	0	0	1	0
Rhadinovirusmacacinegamma8	0	0	1	0
Rhadinovirusmuridgamma7	0	0	1	0
Rheavirussinusmexicani	0	0	1	0
Rhizobacter	1	0	0	0
Rhizobium	1	1	0	1
Rhizomonavirus	0	0	1	0
Rhizopus	0	1	0	0
Rhizorhabdus	1	0	0	0
Rhizoulivirus	0	0	1	0
Rhodobacter	1	1	0	0
Rhodococcus	1	1	0	1
Rhodoferax	1	1	0	0
Rhodomicrobium	1	1	0	0
Rhodomonas	0	1	0	0
Rhodopirellula	0	1	0	0
Rhodoplanes	1	0	0	0
Rhodopseudomonas	1	1	0	0
Rhodospirillum	1	1	0	0
Rhodothermus	1	1	0	0
Rhodotorula	0	1	0	0
Rhopapillomavirus	0	0	1	0
Rhotorquevirusmurid1	0	0	1	0
Riboviria	0	0	1	0
Rickettsia	1	1	0	0
Rickettsiella	1	1	0	0
Riemerella	1	1	0	0
Ringilvirus	0	0	1	0
Rivapovirus	0	0	1	0
Rivularia	1	1	0	0
Robiginitalea	0	1	0	0
Rocahepevirus	0	0	1	0
Rochuvirus	0	0	1	0
Rohelivirus	0	0	1	0
Ronavirus	0	0	1	0
Rosadnavirus	0	0	1	0
Rosavirus	0	0	1	0
Roseateles	1	0	0	0
Roseburia	1	1	0	0
Roseiflexus	1	1	0	0
Roseivivax	1	0	0	0
Roseobacter	1	1	0	0
Roseolovirus	0	1	1	0
Roseomonas	1	0	0	1
Roseovarius	1	1	0	0
Rossellomorea	1	0	0	0
Rotavirus	0	0	1	0
Rothia	1	1	0	0
Rouxiella	1	0	0	0
Roypretovirus	0	0	1	0
Rubinisphaera	1	1	0	0
Rubivirus	0	0	1	0
Rubodvirus	0	0	1	0
Rubrivivax	1	1	0	0
Rubrobacter	1	1	0	0
Rubulavirinae	0	0	1	0
Ruegeria	1	1	0	0
Ruflodivirus	0	0	1	0
Rugosibacter	1	0	0	0
Ruminiclostridium	1	1	0	0
Ruminococcus	1	1	0	0
Runella	1	1	0	0
Sabavirus	0	0	1	0
Saccharibacillus	1	0	0	0
Saccharobesus	1	0	0	0
Saccharomonospora	1	1	0	0
Saccharomyces	0	1	0	0
Saccharophagus	1	1	0	0
Saccharopolyspora	1	1	0	0
Sagittula	1	1	0	0
Sajorinivirus	0	0	1	0
Sakobuvirus	0	0	1	0
Salaquimonas	1	0	0	0
Salemvirus	0	0	1	0
Salimicrobium	1	0	0	0
Salinibacter	1	1	0	0
Saliniradius	1	0	0	0
Salinispira	1	0	0	0
Salinispora	1	1	0	0
Salinivirga	1	0	0	0
Salivirus	0	0	1	0
Salmonella	1	1	0	0
Salmonpoxvirus	0	0	1	0
Salmovirus	0	0	1	0
Salnivirus	0	0	1	0
Salovirusnordlandense	0	0	1	0
Samovirus	0	0	1	0
Sandaracinobacter	1	0	0	0
Sandaracinus	1	0	0	0
Sanematovirus	0	0	1	0
Sanguibacter	1	1	0	0
Sapelovirus	0	0	1	0
Sapovirus	0	0	1	0
Sapporovirus	0	0	1	0
Saprolegnia	0	1	0	0
Saprospira	1	1	0	0
Sarbecovirus	0	0	1	0
Sarcina	1	0	0	0
Sardinovirus	0	0	1	0
Satsumavirus	0	0	1	0
Sawgrhavirus	0	0	1	0
Scarabeuvirus	0	0	1	0
Schaalia	1	0	0	0
Scheffersomyces	0	1	0	0
Schizophyllum	0	1	0	0
Schizosaccharomyces	0	1	0	0
Schlegelella	1	0	0	1
Schleiferilactobacillus	1	0	0	0
Scindoambidensovirus	0	0	1	0
Sclerotimonavirus	0	0	1	0
Sclerotinia	0	1	0	0
Scleroulivirus	0	0	1	0
Scoliodonvirus	0	0	1	0
Scophrhavirus	0	0	1	0
Scutavirus	0	0	1	0
Seadornavirus	0	0	1	0
Sebaldella	1	1	0	0
Secundilactobacillus	1	0	0	0
Sediminicoccus	1	0	0	0
Sedoreoviridae	0	0	1	0
Segniliparus	1	1	0	0
Selenomonas	1	1	0	0
Senecavirus	0	0	1	0
Sequivirus	0	0	1	0
Serpentinimonas	1	0	0	0
Serratia	1	1	0	0
Setracovirus	0	0	1	0
Severeacuterespiratorysyndrome-relatedcoronavirus	0	0	1	0
Sfi1unalikevirus	0	1	0	0
Sfi21dtunalikevirus	0	1	0	0
Shanbavirus	0	0	1	0
Shanbavirusaminfuli	0	0	1	0
Sheartevirus	0	0	1	0
Shewanella	1	1	0	0
Shigella	1	1	0	0
Shilevirus	0	0	1	0
Shimwellia	0	1	0	0
Shinella	1	0	0	0
Siadenovirus	0	0	1	0
Siansivirga	1	0	0	0
Siccibacter	0	1	0	0
Sicinivirus	0	0	1	0
Sideroxyarcus	1	0	0	0
Sideroxydans	1	1	0	0
Sigmapapillomavirus	0	0	1	0
Sigmatorquevirus	0	0	1	0
Sigmavirus	0	0	1	0
Sigmavirusmelanogaster	0	0	1	0
Sigmavirusobscura	0	0	1	0
Simianimmunodeficiencyvirus	0	0	1	0
SimianmastadenovirusH	0	0	1	0
Simiispumavirus	0	0	1	0
Simplexvirus	0	1	1	0
Simplexviruspaninealpha3	0	0	1	0
Simplicispira	1	0	0	0
Singulisphaera	1	0	0	0
Sinhaliviridae	0	0	1	0
Sinimarinibacterium	1	0	0	0
Siniperhavirus	0	0	1	0
Siniperhaviruschuatsi	0	0	1	0
Sinorhizobium	1	1	0	0
Skunalikevirus	0	1	0	0
Slackia	0	1	0	0
Smacoviridae	0	0	1	0
Snodgrassella	1	0	0	0
Sobelivirales	0	0	1	0
Sobemovirus	0	0	1	0
Sodalis	1	1	0	0
Sogarnavirus	0	0	1	0
Solemoviridae	0	0	1	0
Solendovirus	0	0	1	0
Solibacillus	1	1	0	0
Solimonas	1	0	0	0
Solinviviridae	0	0	1	0
Solitalea	1	1	0	0
Sophoyesatellite	0	0	1	0
Sorangium	1	1	0	0
Sordaria	0	1	0	0
Soymovirus	0	0	1	0
Spartinivicinus	1	0	0	0
Sphaerobacter	1	1	0	0
Sphaerochaeta	1	1	0	0
Sphaeroforma	0	1	0	0
Sphaerotilus	1	0	0	0
Sphingobacterium	1	1	0	0
Sphingobium	1	1	0	1
Sphingomonas	1	1	0	1
Sphingopyxis	1	1	0	1
Sphingorhabdus	1	0	0	0
Sphingosinicella	1	0	0	0
Sphingosinithalassobacter	1	0	0	0
Spinareoviridae	0	0	1	0
Spiribacter	1	0	0	0
Spirochaeta	0	1	0	0
Spiroplasma	1	0	0	0
Spirosoma	1	1	0	0
Spizellomyces	0	1	0	0
Spongiibacter	1	0	0	0
Sporisorium	0	1	0	0
Sporolactobacillus	1	0	0	0
Sprivivirus	0	0	1	0
Spumaretrovirinae	0	0	1	0
Spumavirus	0	0	1	0
Sputnikvirus	0	0	1	0
Sripuvirus	0	0	1	0
Stackebrandtia	1	1	0	0
Staminivirus	1	0	0	0
Stanieria	1	0	0	0
Staphylococcus	1	1	0	0
Starkeya	1	1	0	0
Stella	1	0	0	0
Stenotrophomonas	1	1	0	1
Steroidobacter	1	0	0	0
Stigeoclonium	0	1	0	0
Stigmatella	0	1	0	0
Stralarivirus	0	0	1	0
Stramovirus	0	0	1	0
Streptacidiphilus	1	0	0	0
Streptobacillus	0	1	0	0
Streptococcus	1	1	0	1
Streptomyces	1	1	0	0
Streptosporangium	0	1	0	0
Striavirus	0	0	1	0
Stylovirus	0	0	1	0
Subclovsatellite	0	0	1	0
Sulfitobacter	1	1	0	0
Sulfuricaulis	1	0	0	0
Sulfuricella	1	0	0	0
Sulfuriferula	1	0	0	0
Sulfurifustis	1	0	0	0
Sulfurihydrogenibium	1	1	0	0
Sulfurimicrobium	1	0	0	0
Sulfurimonas	1	1	0	0
Sulfuritalea	1	0	0	1
Sulfurospirillum	1	1	0	0
Sunrhavirus	0	0	1	0
Sunshinevirus	0	0	1	0
Supelovirus	0	0	1	0
Sustrivirus	0	0	1	0
Sutterella	1	0	0	0
Symapivirus	0	0	1	0
Symbiobacterium	1	1	0	0
Symmachiella	1	0	0	0
Synechococcus	1	1	0	0
Synechocystis	1	0	0	0
Synelinevirus	0	0	1	0
Synodonvirus	0	0	1	0
Syntrophobacter	1	1	0	0
Syntrophobotulus	1	1	0	0
Syntrophomonas	1	1	0	0
Syntrophus	1	1	0	0
T4likevirus	0	1	0	0
T7likevirus	0	1	0	0
Tabrizicola	1	0	0	0
Talaromyces	0	1	0	0
Tannerella	1	1	0	0
Tapjovirus	0	0	1	0
Tardibacter	1	0	0	0
Tardiphaga	1	0	0	0
Taupapillomavirus	0	0	1	0
Taylorella	1	1	0	0
Tegacovirus	0	0	1	0
Telnavirus	0	0	1	0
Temfrudevirus	0	0	1	0
Tenuifilum	1	0	0	0
Tenuivirus	0	0	1	0
Tepidanaerobacter	1	1	0	0
Tepidibacter	1	0	0	0
Tepidimonas	1	0	0	0
Tepovirus	0	0	1	0
Teredinibacter	1	1	0	0
Terribacillus	1	0	0	0
Terricaulis	1	0	0	0
Terriglobus	1	1	0	0
Terrihabitans	1	0	0	0
Teschovirus	0	0	1	0
Tessaracoccus	1	0	0	0
Testadenovirus	0	0	1	0
Tetragenococcus	1	1	0	0
Tetraparvovirus	0	0	1	0
Tetrapisispora	0	1	0	0
Tettorquevirus	0	0	1	0
Tetuambidensovirus	0	0	1	0
Thalassiosira	0	1	0	0
Thalassobium	0	1	0	0
Thalassolituus	1	0	0	0
Thalassospira	1	0	0	0
Thalassotalea	1	0	0	0
Thamnovirus	0	0	1	0
Thauera	1	1	0	0
Thecamonas	0	1	0	0
Theiavirus	0	0	1	0
Theileria	0	1	0	0
Thermacetogenium	1	1	0	0
Thermaerobacter	1	1	0	0
Thermanaerovibrio	1	1	0	0
Thermincola	1	1	0	0
Thermoactinomyces	1	0	0	0
Thermoanaerobacter	1	1	0	0
Thermoanaerobacterium	1	1	0	0
Thermobaculum	1	1	0	0
Thermobifida	1	1	0	0
Thermobispora	1	1	0	0
Thermodesulfobacterium	0	1	0	0
Thermoleptolyngbya	1	0	0	0
Thermomicrobium	1	1	0	0
Thermomonospora	1	1	0	0
Thermosediminibacter	1	1	0	0
Thermosinus	0	1	0	0
Thermosipho	1	1	0	0
Thermosynechococcus	1	1	0	0
Thermotoga	1	1	0	0
Thermus	1	1	0	0
Thetahypovirus	0	0	1	0
Thetapapillomavirus	0	0	1	0
Thetapolyomavirus	0	0	1	0
Thetatorquevirus	0	0	1	0
Thielavia	0	1	0	0
Thioalkalimicrobium	0	1	0	0
Thioalkalivibrio	1	1	0	0
Thiobacillus	1	1	0	0
Thiocapsa	1	0	0	0
Thiocystis	0	1	0	0
Thiohalobacter	1	0	0	0
Thiomicrospira	1	1	0	0
Thiomonas	1	1	0	0
Thiospirochaeta	1	0	0	0
Thiosulfatimonas	1	0	0	0
Thiothrix	1	0	0	0
Thogotovirus	0	0	1	0
Thottimvirus	0	0	1	0
Thriprhavirus	0	0	1	0
Tibrovirus	0	0	1	0
Tilapinevirus	0	0	1	0
Tilletia	0	1	0	0
Tipravirus	0	0	1	0
Tistrella	1	1	0	0
Tobaccoleafcurlbetasatellite	0	0	1	0
Tobamovirus	0	0	1	0
Togaviridae	0	0	1	0
Tolecusatellitidae	0	0	1	0
Tolumonas	1	1	0	0
Tomatochloroticleafdistortionvirus	0	0	1	0
Tomatoyellowleafcurlvirus	0	0	1	0
Tombusvirus	0	0	1	0
Tombusvirusmelongenae	0	0	1	0
Tombusvirusmoroccoense	0	0	1	0
Torchivirus	0	0	1	0
Torovirus	0	0	1	0
Torradovirus	0	0	1	0
Torulaspora	0	1	0	0
Tospoviridae	0	0	1	0
Totiviridae	0	0	1	0
Totivirus	0	0	1	0
Tottorivirus	0	0	1	0
Toursvirusdptv1a	0	0	1	0
Tralespevirus	0	0	1	0
Transmissiblegastroenteritisvirus	0	0	1	0
Treisdeltapapillomavirus	0	0	1	0
Treisepsilonpapillomavirus	0	0	1	0
Treisetapapillomavirus	0	0	1	0
Treisiotapapillomavirus	0	0	1	0
Treiskappapapillomavirus	0	0	1	0
Treisthetapapillomavirus	0	0	1	0
Treiszetapapillomavirus	0	0	1	0
Tremella	0	1	0	0
Tremovirus	0	0	1	0
Treponema	1	1	0	0
Triamitovirus	0	0	1	0
Triatovirus	0	0	1	0
Trichlorobacter	1	0	0	0
Trichoderma	0	1	0	0
Trichodesmium	0	1	0	0
Trichophyton	0	1	0	0
Trichovirus	0	0	1	0
Triniovirus	0	0	1	0
Trisihevirus	0	0	1	0
Trivirinae	0	0	1	0
Tropheryma	1	1	0	0
Tropivirus	0	0	1	0
Truepera	1	1	0	0
Tsukamurella	1	1	0	1
Tsuneonella	1	0	0	0
Tumebacillus	1	0	0	0
Tungrovirus	0	0	1	0
Tupavirus	0	0	1	0
Turneriella	1	1	0	0
Tursiopstruncatuspapillomavirus1	0	0	1	0
Tuwongella	1	0	0	0
Twortlikevirus	0	1	0	0
Tymovirales	0	0	1	0
Tymovirus	0	0	1	0
Tymoviruslycopersici	0	0	1	0
Ulegvirus	0	0	1	0
Umbravirus	0	0	1	0
Uncinocarpus	0	1	0	0
Undibacterium	1	0	0	1
Unuamitovirus	0	0	1	0
Unuamitovirusscsc1	0	0	1	0
Upsilonpapillomavirus	0	0	1	0
Ureaplasma	1	1	0	0
Ureibacillus	1	0	0	0
Uruburuella	1	0	0	0
Usitatibacter	1	0	0	0
Usmuvirus	0	0	1	0
Ustilago	0	1	0	0
Uukuvirus	1	0	1	0
Vagococcus	1	0	0	0
Vapochuvirus	0	0	1	0
Varicellovirus	0	0	1	0
Varicellovirusbovinealpha1	0	0	1	0
Varicellovirusmonodontidalpha1	0	0	1	0
Varicosavirus	0	0	1	0
Variibacter	1	0	0	0
Variovorax	1	1	0	1
Vaucheria	0	1	0	0
Veillonella	1	1	0	0
Verminephrobacter	1	1	0	0
Verrucomicrobium	0	1	0	0
Verrucosispora	0	1	0	0
Verticillium	0	1	0	0
Vesiculovirus	0	0	1	0
Vesivirus	0	0	1	0
Vibrio	1	1	0	0
Vilyaviridae	0	0	1	0
Virgaviridae	0	0	1	0
Virgulavirus	0	0	1	0
Virtovirus	0	0	1	0
Virusesincertaesedis	0	0	1	0
Vitivirus	0	0	1	0
Vitreoscilla	1	0	0	0
Vogesella	1	0	0	0
Waikavirus	0	0	1	0
Wautersiella	0	0	0	1
Wawtorquevirus	0	0	1	0
Weeksella	1	1	0	0
Weissella	1	1	0	0
Weizmannia	1	0	0	0
Whispovirus	0	0	1	0
Wilnyevirus	1	0	0	0
Winogradskyella	1	0	0	0
Woeseia	1	0	0	0
Wolbachia	1	1	0	0
Wolinella	1	1	0	0
Xanthobacter	1	1	0	0
Xanthomonas	1	1	0	1
Xenophyvirus	0	0	1	0
Xenorhabdus	1	1	0	0
Xinspivirus	0	0	1	0
Xipapillomavirus	0	0	1	0
Xipapillomavirus1	0	0	1	0
Xitorquevirus	0	0	1	0
Xylanimonas	1	1	0	0
Xylavirus	0	0	1	0
Xylella	1	1	0	0
Xylophilus	1	0	0	0
Yaraviridae	0	0	1	0
Yarrowia	0	1	0	0
Yatapoxvirus	0	0	1	0
Yermavirus	0	0	1	0
Yersinia	1	1	0	0
Yilivirus	0	0	1	0
Yinghuangia	1	0	0	0
Yingvirus	0	0	1	0
Yuavirus	1	0	0	0
Yuyuevirus	0	0	1	0
Zarhavirus	0	0	1	0
Zeavirus	0	0	1	0
Zetaarterivirus	0	0	1	0
Zetapapillomavirus	0	0	1	0
Zetatorquevirus	0	0	1	0
Zobellia	1	1	0	0
Zunongwangia	1	1	0	0
Zybavirus	0	0	1	0
Zygosaccharomyces	0	1	0	0
Zymomonas	1	1	0	0
Zymoseptoria	0	1	0	0
