ID,CircRNACount-1032245-P,CircRNACount-1039868-P,CircRNACount-1042353-P,CircRNACount-1042745-P,CircRNACount-1043773-P,CircRNACount-1045386-P,CircRNACount-1045549-P,CircRNACount-1046191-P,CircRNACount-1046287-P,CircRNACount-1046349-P,CircRNACount-1046499-P,CircRNACount-1047291-P,CircRNACount-1047831-P,CircRNACount-1047912-P,CircRNACount-1048720-P,CircRNACount-1049983-P,CircRNACount-1050700-P,CircRNACount-1051316-P,CircRNACount-1054390-P,CircRNACount-1056166-P,CircRNACount-272577-P,CircRNACount-451368-P,CircRNACount-477022-P,CircRNACount-515975-P,CircRNACount-522638-P,CircRNACount-548142-P,CircRNACount-649867-P,CircRNACount-685749-P,CircRNACount-843725-P,CircRNACount-99272-P
chr11:65505849-65505911,2,1,2,3,2,1,5,6,7,1,10,4,10,6,4,2,4,1,7,4,5,2,6,2,5,3,5,3,6,1
chr3:65929626-65930063,4,3,4,2,1,8,7,5,4,3,16,4,4,5,6,5,8,2,2,5,1,6,1,6,10,4,3,2,2,5
chrX:21978875-21992712,3,4,3,5,2,7,7,10,2,5,7,1,7,11,4,3,2,3,4,5,5,2,7,7,4,6,2,0,3,6
chr17:12054889-12081530,3,3,0,2,1,21,7,2,2,2,8,5,1,2,2,4,5,3,5,1,1,5,8,2,4,3,5,5,2,2
chr10:49915917-49935142,2,0,6,3,3,2,5,4,3,1,11,1,5,8,1,1,0,2,3,5,3,3,5,3,6,3,2,8,5,1
chr3:170171373-170178938,5,2,2,5,4,2,6,7,1,1,13,4,2,3,4,4,3,6,0,1,1,1,3,3,5,7,5,10,4,3
chr20:35858302-35871829,1,2,2,2,5,8,3,1,4,1,6,2,3,3,3,2,2,2,1,4,1,1,3,2,5,7,4,3,6,3
chr15:50586392-50592626,1,2,0,3,2,2,2,1,1,3,7,0,3,6,1,4,2,1,1,1,2,0,3,2,5,4,2,0,2,2
chr2:231400175-231400404,3,3,1,2,7,4,0,4,6,8,5,9,2,3,0,0,1,6,2,6,7,0,1,1,5,3,1,0,2,0
chrM:10290-10397,2,0,4,2,3,1,0,0,4,1,0,6,0,0,4,3,2,3,4,0,0,0,0,0,4,1,5,2,2,1
chr5:57246300-57251141,11,4,5,11,8,25,10,12,18,9,26,10,10,13,9,6,3,5,9,12,5,6,7,5,6,15,14,7,9,5
chr2:39336920-39337581,4,0,3,1,2,3,4,2,4,0,9,4,7,3,0,1,4,1,2,2,2,2,4,1,2,0,1,1,3,3
chr11:65499652-65499841,2,1,1,3,0,2,3,2,0,1,2,2,2,3,1,2,0,1,3,1,2,0,0,0,2,0,3,2,1,1
chr12:82369387-82456820,2,4,0,1,3,3,3,1,1,3,2,2,1,4,2,3,2,0,2,0,1,1,0,2,2,4,2,4,2,0
chr11:33286413-33287511,3,2,2,1,2,2,1,3,1,2,5,3,1,6,1,67,63,5,63,1,3,4,6,2,3,5,9,1,2,3
chrM:7209-7394,1,1,1,3,0,4,5,0,2,1,2,0,0,1,2,4,3,1,2,2,2,3,0,1,0,4,3,3,4,2
chrM:10952-11070,1,3,4,4,2,1,6,0,1,7,5,3,4,2,3,0,1,1,2,4,1,1,1,2,3,4,7,3,4,2
chr9:110972073-111011690,6,3,2,1,8,7,7,4,3,7,6,4,6,12,1,1,6,7,4,0,7,3,7,2,5,7,9,5,2,4
chr3:111913319-111920419,3,1,1,3,1,3,4,1,0,2,13,2,4,4,3,3,0,2,1,1,3,4,3,0,6,1,3,2,2,2
chr9:107300141-107311737,2,3,1,5,3,6,5,3,4,2,7,7,5,8,2,2,5,3,2,1,4,1,5,4,1,3,3,1,1,3
chr11:65500064-65500120,2,3,0,3,0,2,2,3,1,2,4,4,2,4,2,0,0,0,4,5,2,1,1,3,4,2,1,1,1,1
chr12:46229153-46254936,2,9,9,5,1,7,8,1,5,0,9,2,12,6,6,7,2,2,2,1,3,0,3,5,4,0,5,4,2,3
chr1:206928655-206928816,0,5,3,2,2,1,1,1,0,1,3,3,2,2,4,4,1,0,1,5,4,0,5,0,1,3,5,1,1,2
chr4:152411303-152469988,2,3,4,1,1,2,3,2,2,0,4,4,2,2,1,2,1,0,0,2,1,3,4,1,1,1,4,1,3,0
chrM:10153-10258,2,2,1,3,0,6,4,0,5,5,2,6,2,6,1,1,0,1,4,2,1,3,3,1,1,1,3,3,2,1
chrM:6889-7131,3,1,4,1,1,0,0,5,1,0,9,0,6,1,3,2,1,3,3,1,6,3,0,2,2,8,4,1,1,0
chr4:128992167-129003876,25,27,28,29,22,51,56,18,38,40,78,36,37,56,23,20,29,23,25,16,31,26,52,19,53,31,37,23,29,29
chrM:6581-6697,4,4,2,5,3,4,7,7,2,3,1,3,5,5,2,7,0,3,4,2,5,2,4,2,5,6,7,2,7,1
chr2:213310059-213364145,1,0,3,0,1,0,0,1,3,5,2,3,2,4,0,2,2,1,5,1,5,1,2,0,4,2,1,0,2,2
chr2:88857276-88857416,1,3,0,1,5,0,1,0,2,4,2,3,4,10,2,3,1,0,1,4,0,0,3,1,1,7,6,2,5,2
chrM:4037-4126,6,2,1,2,6,1,1,7,3,4,0,1,3,1,6,1,3,3,8,8,4,3,0,1,2,10,16,2,4,0
chr6:87215903-87218731,11,1,13,13,1,23,12,11,12,18,1,10,15,36,10,10,11,14,7,7,16,19,17,10,1,6,24,8,19,17
chr12:69800209-69801721,31,22,17,11,23,30,39,30,33,15,58,33,25,1,1,13,16,10,25,13,1,20,38,12,36,30,1,20,1,19
chr20:63775678-63790790,1,7,2,3,4,3,2,4,6,6,9,3,3,5,6,18,2,2,7,4,7,1,4,2,30,32,4,2,3,2
chrY:2211489-2221229,5,3,11,6,1,6,6,2,5,4,14,8,3,10,6,4,3,5,4,4,8,3,4,2,4,6,3,3,7,3
chr12:116230433-116237705,3,0,0,6,4,2,4,2,8,5,7,4,3,7,1,4,2,5,3,0,2,2,5,1,6,2,4,6,4,6
chr1:632617-632684,13,6,14,10,5,12,27,8,7,15,14,15,9,13,3,8,7,15,17,3,11,6,11,5,13,8,6,5,6,2
chr11:61964779-61965081,2,0,2,1,3,3,3,5,0,6,7,2,3,2,2,1,0,4,1,3,4,6,2,4,2,9,4,1,1,1
chr5:138810038-138827718,2,6,3,2,4,5,1,1,4,2,7,1,4,7,1,4,3,1,1,3,1,4,1,2,2,1,1,1,4,5
chr7:150233035-150237608,0,0,0,2,0,4,6,3,4,0,2,0,1,3,0,0,4,2,2,2,1,0,0,0,2,2,2,3,2,1
chr12:113267843-113269845,1,2,1,3,2,5,4,1,2,2,11,5,6,6,5,2,5,0,4,3,1,1,0,1,1,5,1,2,6,2
chr14:49586653-49586849,7,2,2,7,3,8,5,6,3,4,10,5,6,7,0,0,4,2,6,6,3,0,2,3,4,5,2,7,4,6
chr1:151024611-151025673,3,1,3,2,2,6,6,5,4,7,1,3,6,4,4,0,3,2,3,1,6,3,6,3,1,3,5,5,2,3
chrM:3598-3789,10,12,5,16,14,6,7,22,11,4,23,11,14,15,17,11,13,8,19,18,1,10,11,9,3,22,18,14,14,9
chr11:77619606-77629899,0,4,2,2,3,6,4,3,2,3,7,2,1,3,1,5,1,0,2,1,0,0,1,2,2,4,7,1,3,2
chrM:10293-10376,2,1,1,2,1,3,6,0,1,4,6,4,5,5,1,1,6,1,2,6,6,1,2,4,0,2,4,4,8,0
chr6:149378018-149379518,2,3,3,1,2,4,0,0,3,2,7,1,1,2,1,2,0,0,3,1,3,0,7,1,3,2,2,1,2,1
chrX:119871899-119872000,6,6,1,2,3,1,1,1,4,5,1,4,2,4,3,2,3,1,1,2,1,2,3,0,1,1,2,0,3,1
chrM:9058-9184,12,3,2,5,1,4,0,1,0,1,3,1,1,5,4,2,2,0,7,4,2,3,5,4,2,1,1,4,6,6
chr8:38819522-38820635,5,0,5,1,5,4,2,3,2,6,16,1,0,7,4,3,3,5,4,5,3,5,8,2,4,4,4,4,2,3
chr11:65499735-65499831,4,12,7,5,7,12,16,4,4,11,6,12,7,15,3,7,6,6,8,1,1,5,2,4,9,6,11,4,6,2
chr10:96544076-96576829,4,3,2,1,5,2,1,0,4,5,3,5,2,1,3,3,4,4,6,4,5,2,4,0,3,5,5,3,1,1
chr14:49586789-49862620,3,2,3,3,0,5,1,5,0,1,2,3,2,2,3,1,3,5,2,0,2,1,5,2,2,1,2,1,2,2
chr11:62523135-62523356,3,0,2,0,0,2,4,0,2,2,2,3,2,1,0,1,2,1,2,2,1,0,3,1,5,5,2,0,0,0
chr1:116397956-116398756,3,0,4,3,4,2,3,0,7,6,5,2,2,3,0,0,1,1,4,2,0,3,2,2,2,3,4,2,4,5
chrM:10785-10899,3,0,0,1,1,0,4,1,2,0,6,0,2,3,2,1,0,4,0,4,3,3,1,1,1,3,3,1,2,2
chrM:11950-12012,8,7,8,7,7,6,15,7,7,12,23,13,12,10,9,11,2,11,12,9,13,16,7,5,10,14,11,6,5,6
chr1:206937385-206937740,2,2,7,5,5,4,4,1,5,2,2,8,1,7,0,3,6,4,3,2,5,0,4,3,2,3,2,3,1,1
chr14:49586636-49586816,2,8,1,2,1,1,9,1,4,1,8,2,2,1,6,3,0,8,1,5,11,4,2,1,3,1,11,1,4,2
chr9:16727797-16738485,2,3,1,2,3,3,6,3,7,5,6,4,4,5,2,3,3,3,5,1,2,7,0,1,12,2,3,2,5,2
chr11:14771937-14789242,4,12,3,2,1,5,1,2,2,8,9,2,4,3,3,0,2,1,2,4,1,3,1,1,2,1,3,2,1,7
chr10:110885253-110890670,2,1,1,1,1,4,2,0,7,0,5,2,1,3,2,0,2,3,3,1,1,2,1,0,2,3,1,1,2,1
chr11:118786052-118786518,7,3,3,5,4,3,1,4,8,4,11,7,5,11,2,4,4,7,5,5,6,9,11,1,6,5,8,5,7,7
chr19:38808744-38808863,0,0,0,1,2,1,7,2,1,2,4,2,1,3,1,3,0,1,2,3,3,5,3,1,3,3,4,0,2,2
chr1:26729651-26732792,22,21,23,14,16,37,38,27,35,24,1,20,25,26,14,21,14,25,28,15,20,1,30,18,30,24,31,22,23,19
chr14:32090502-32094386,5,4,10,12,7,7,7,5,9,11,24,5,8,13,7,3,16,3,8,6,8,10,1,6,9,6,13,8,12,9
chr4:1225360-1241519,3,1,5,5,3,5,7,2,3,4,5,3,4,8,2,1,3,3,4,4,6,9,3,5,3,2,1,2,2,2
chr22:32478981-32479275,9,14,4,5,6,23,18,13,17,14,40,26,12,18,9,7,4,12,14,5,13,8,11,8,21,1,14,12,14,12
chr17:4282798-4296814,4,3,4,4,11,9,8,2,4,10,15,8,14,17,5,4,13,3,4,3,6,5,15,2,13,10,3,13,3,4
chr13:32732101-32735330,6,1,0,3,1,2,2,4,1,1,8,3,2,3,2,2,1,1,5,1,3,1,1,0,7,3,3,1,2,1
chr7:152309966-152315338,2,11,6,8,10,8,13,5,4,6,19,7,5,10,7,4,6,3,3,2,4,2,7,5,12,4,9,6,3,5
chr2:47378953-47379969,14,2,7,4,3,7,2,9,5,9,15,3,14,13,3,0,4,4,11,4,3,3,9,2,8,5,6,5,1,4
chr14:103778745-103797518,4,6,7,5,6,7,5,9,3,7,9,7,3,5,5,6,6,6,7,4,3,3,4,8,7,11,6,5,9,5
chr4:150467673-150491035,5,6,6,4,13,13,14,5,7,12,19,6,18,20,7,11,7,6,6,7,19,10,11,9,19,11,4,8,16,2
chr4:1900626-1904378,3,2,3,5,3,3,3,8,4,6,7,1,7,8,2,1,4,4,3,2,1,2,4,2,1,2,3,5,2,3
chr15:90441506-90443478,2,1,0,2,2,5,4,1,4,3,9,8,5,8,4,5,2,2,7,3,2,5,2,2,7,5,7,4,7,3
chr14:80497469-80530886,2,1,2,0,1,8,5,2,1,1,7,3,1,7,1,1,2,0,3,2,2,3,6,0,5,4,4,7,3,4
chr6:158580940-158589782,3,2,6,7,3,3,5,3,3,4,14,5,9,9,2,3,3,1,4,4,1,5,5,5,5,5,7,3,6,7
chrM:3574-3792,0,1,2,2,1,2,4,1,2,4,1,4,1,2,2,2,2,1,1,1,6,2,2,1,2,3,1,5,2,2
chr1:23397545-23418016,38,25,16,37,22,32,49,37,38,22,89,43,44,40,30,9,18,18,43,15,23,32,37,27,46,42,36,43,11,29
chrM:10691-10744,2,1,3,1,1,3,8,6,1,6,11,0,3,5,10,2,6,21,7,6,6,0,4,1,5,9,5,2,3,3
chr1:23030469-23059167,1,1,0,0,2,1,2,3,2,4,1,1,4,4,3,2,2,1,2,2,0,0,0,1,1,3,6,1,0,3
chr1:65913245-65918835,0,3,3,6,2,1,13,2,0,8,1,2,3,4,0,3,0,1,0,2,1,1,1,1,4,1,3,0,3,3
chr2:135748267-135772547,2,2,2,1,2,1,1,2,3,1,4,3,0,5,2,0,2,2,2,1,2,2,1,1,2,2,4,3,2,1
chr7:105062164-105081797,1,2,1,0,3,2,1,1,3,4,4,1,3,6,1,1,2,0,2,1,4,2,1,1,0,2,2,6,2,0
chr8:25407983-25408940,3,3,1,0,0,3,1,4,5,2,9,2,5,3,1,3,0,1,3,1,1,0,3,5,7,2,3,0,1,1
chr18:8718424-8720496,2,5,1,0,6,6,1,1,3,1,5,5,1,5,3,2,3,3,2,1,9,2,2,0,7,1,0,1,1,0
chr21:15014344-15043574,11,12,12,6,15,23,15,10,15,23,28,19,13,19,15,12,9,7,13,9,9,5,12,12,15,14,23,12,15,13
chrM:7452-7519,0,2,5,3,1,4,8,2,1,4,4,4,4,7,2,3,1,8,8,2,2,3,6,1,4,3,2,2,2,2
chrM:9347-9507,8,2,3,5,4,6,5,2,2,5,1,8,4,5,7,4,1,3,0,2,6,7,5,7,0,6,16,1,7,2
chr16:30479091-30479461,0,2,0,1,2,4,2,2,2,5,4,3,1,7,4,1,2,1,0,2,2,1,1,0,1,0,4,3,0,3
chr16:58559804-58560362,5,4,4,5,3,10,13,4,8,6,8,3,5,7,4,4,2,3,9,1,4,6,4,3,4,2,10,6,5,4
chr17:63760914-63766194,2,1,1,1,0,2,1,2,3,3,6,2,0,3,2,0,2,1,2,2,3,1,2,0,2,1,0,1,0,2
chr12:46239679-46254936,0,4,3,0,2,2,2,1,1,4,5,3,6,2,0,4,4,1,2,1,3,1,7,1,2,2,3,2,2,3
chr11:65499629-65499729,5,13,6,6,8,8,21,1,6,13,16,16,1,19,2,6,7,7,1,4,1,9,8,3,11,7,11,6,9,3
chr10:7797047-7802854,34,18,1,54,41,2,37,51,42,50,2,41,50,88,31,20,25,2,30,1,19,17,37,1,2,25,1,29,45,34
chr1:171523221-171532961,0,3,1,4,2,2,5,2,2,0,10,5,2,5,2,1,2,2,2,2,1,2,1,2,3,3,2,3,1,2
chrM:12573-12686,0,0,3,2,5,1,1,2,3,5,3,6,4,7,4,0,5,1,0,5,7,2,2,0,0,1,9,3,6,1
chr8:61618978-61653660,5,1,2,1,5,3,1,2,3,1,4,0,1,2,3,3,4,1,3,0,2,2,5,0,4,2,4,5,2,4
chr14:39033514-39033639,1,2,1,3,2,7,7,2,3,4,5,2,4,7,0,2,2,2,9,7,4,1,2,2,4,5,3,4,2,5
chr6:145888020-145894977,4,3,2,2,1,1,1,0,5,2,7,5,2,7,3,4,2,3,1,3,2,5,1,3,2,1,5,3,1,1
chr14:49586793-49862669,4,4,1,1,0,3,2,1,2,3,4,2,5,2,3,5,2,1,7,1,4,4,4,8,5,2,6,2,6,3
chr9:96522506-96565483,2,2,2,4,4,4,5,6,2,4,10,3,3,6,2,3,3,2,0,1,1,3,7,5,3,8,5,1,8,0
chr2:175111568-175121540,0,1,3,2,0,1,0,1,0,2,6,1,3,0,1,2,3,0,3,2,2,2,3,0,3,0,0,3,4,2
chrX:53614534-53615835,3,4,1,2,3,4,8,2,2,4,9,6,5,5,3,3,4,4,2,7,4,5,1,6,6,4,5,2,5,2
chr22:29340882-29341500,0,2,2,8,9,2,5,4,2,3,14,9,1,5,7,1,6,1,2,2,9,0,7,7,3,7,6,8,5,2
chr22:41125864-41140257,2,3,1,0,4,4,2,1,1,3,10,4,3,6,3,3,2,2,3,3,6,2,1,3,6,1,9,2,3,0
chr7:122113118-122133741,3,1,0,4,0,4,2,5,3,3,6,4,3,1,1,1,1,1,2,1,2,0,1,0,2,3,4,0,1,0
chr1:155721517-155726019,2,3,1,0,3,2,2,2,5,0,1,2,1,1,1,1,1,0,4,0,3,0,0,2,4,3,4,1,2,1
chr11:65500064-65500227,2,2,4,2,1,1,7,3,1,3,5,7,2,9,2,2,2,5,2,2,2,3,4,0,5,1,2,2,4,4
chr4:87195324-87195690,27,28,29,16,24,21,51,26,21,35,44,27,33,51,16,19,19,9,25,16,31,20,29,18,37,28,24,20,16,27
chr2:171925537-171953001,4,0,3,1,4,2,3,2,1,6,1,2,3,4,0,2,1,1,3,1,5,0,4,2,3,3,3,3,3,4
chr21:8208499-8435732,2,5,5,2,2,3,0,0,2,3,3,2,2,32,0,8,0,0,16,1,5,1,3,3,13,11,7,0,1,6
chr20:34096657-34098633,5,2,4,3,4,2,6,0,4,4,9,3,2,8,1,6,5,2,6,1,1,5,8,2,3,4,4,2,5,2
chr13:49451553-49467960,3,1,0,0,3,2,0,0,3,2,1,0,0,4,2,2,2,0,0,3,2,2,0,3,3,1,2,2,3,0
chr14:24209885-24211851,2,5,2,3,3,2,1,1,3,5,6,2,3,4,0,1,0,1,2,2,4,2,0,0,1,2,0,3,1,1
chr18:9195551-9221999,1,1,0,1,1,7,1,2,4,1,9,6,4,7,3,4,3,2,2,1,4,1,2,0,5,5,7,3,3,2
chr2:168138088-168140758,4,1,3,5,2,2,5,1,1,3,4,2,0,3,0,1,3,2,2,1,1,1,2,2,1,2,2,3,1,2
chr1:213077696-213117410,2,4,2,0,2,4,1,2,2,2,7,3,2,2,1,2,3,1,1,3,4,2,1,0,1,3,2,0,7,5
chr15:59030804-59031702,2,0,2,0,2,2,1,3,1,3,5,0,0,2,2,1,0,0,1,1,3,2,2,1,0,0,4,3,2,1
chr9:37424845-37426654,21,14,8,11,9,15,9,14,16,16,29,1,15,16,7,11,9,4,10,8,13,10,3,1,11,11,7,14,8,15
chr13:60439688-60467379,11,7,10,16,14,15,11,12,16,16,18,10,23,16,8,17,7,9,4,8,10,9,1,13,15,12,16,12,13,12
chr20:35714185-35725155,7,8,4,9,11,16,13,9,11,11,33,13,13,18,7,8,7,7,10,16,7,6,16,7,19,9,11,9,13,9
chr7:87836192-87860639,1,2,2,1,2,0,1,3,3,4,2,2,2,0,2,1,1,1,1,1,1,1,2,3,2,1,3,1,8,4
chr11:65499716-65499831,4,11,3,6,6,4,8,10,5,12,12,7,7,18,4,2,4,10,8,4,8,7,5,7,4,15,18,6,5,4
chr14:105707832-105708105,0,1,0,3,3,3,0,1,2,1,2,3,0,2,1,3,1,0,2,2,0,0,3,0,2,2,0,2,1,2
chr17:7262178-7262474,4,3,3,4,3,3,4,4,0,2,3,0,3,2,0,3,2,2,2,3,3,2,1,2,7,0,4,1,4,1
chr1:13731000-13749487,0,1,0,1,1,2,1,1,0,4,4,0,3,6,3,2,2,0,2,1,0,2,2,1,2,1,2,4,3,0
chr5:84060300-84066606,5,4,6,4,6,9,9,9,3,8,33,11,7,12,8,5,3,1,7,3,3,13,9,4,11,4,9,4,12,10
chr6:160046498-160048543,4,9,3,4,2,3,4,4,3,8,8,3,5,7,2,2,4,2,6,2,1,6,3,6,3,5,1,4,4,3
chr11:65500058-65500413,6,2,6,9,7,12,10,6,7,4,13,0,9,11,6,4,12,4,8,7,10,5,7,10,10,8,8,6,3,8
chr20:21365421-21368590,2,1,3,0,2,5,4,3,0,1,8,1,3,7,2,1,0,0,0,3,4,2,3,0,2,6,4,1,0,1
chr1:243613671-243843282,3,1,0,1,0,5,2,1,2,2,6,3,1,5,2,0,2,2,2,0,1,3,5,0,1,0,1,5,2,1
chr11:65499285-65499483,2,6,7,4,4,1,6,4,5,5,5,9,5,7,5,6,2,2,4,3,13,5,1,2,5,5,10,3,3,8
chr14:105737426-105765585,2,3,0,0,4,3,0,2,0,2,8,2,1,3,0,4,1,0,0,1,0,0,3,0,2,4,2,8,2,0
chr20:38057532-38066256,1,3,1,3,5,3,0,0,2,1,6,4,2,2,3,3,1,2,3,4,1,2,2,2,6,2,5,1,1,2
chr9:35295696-35313989,8,11,7,18,5,13,12,16,10,10,27,19,10,13,10,6,7,6,12,3,3,5,1,8,14,9,12,1,1,14
chr19:35116757-35116809,5,8,5,0,5,6,7,1,4,7,12,3,2,7,5,5,3,3,9,5,2,2,0,1,6,13,7,0,3,3
chr9:112250929-112252788,3,2,0,1,1,1,1,3,2,2,0,4,3,2,2,2,0,2,2,1,3,1,2,0,4,1,2,7,2,1
chr11:85996826-86003451,6,15,17,7,6,17,14,10,13,12,35,13,10,15,5,6,5,8,4,5,7,18,10,5,17,12,14,7,13,9
chr18:9524594-9525851,2,1,2,5,7,1,1,2,1,16,2,1,1,1,2,4,9,2,4,2,7,2,1,3,15,2,17,1,2,6
chr2:32607455-32611582,3,2,1,1,1,0,2,2,2,0,2,2,2,0,1,1,2,1,3,0,4,1,2,2,4,4,1,2,2,1
chr8:17713214-17723833,5,2,0,1,5,0,3,4,1,8,3,4,1,2,3,1,3,5,4,2,3,3,2,1,4,5,2,1,4,1
chr2:190900564-190924593,0,7,6,4,10,14,15,4,9,5,7,9,9,7,3,3,3,3,1,2,1,5,11,2,7,4,7,5,1,6
chr6:30670410-30671274,0,1,1,1,2,2,4,1,2,1,1,1,1,2,2,1,2,3,1,1,3,3,2,0,3,4,2,0,2,3
chr16:69370483-69372355,4,2,4,2,8,7,7,1,2,6,12,7,2,9,2,4,5,5,5,4,2,1,6,1,8,1,8,10,7,1
chr5:168488602-168497348,3,6,4,4,6,12,7,5,3,8,19,4,9,7,3,4,6,2,4,3,1,4,9,6,8,3,8,1,9,4
chr9:4286038-4286523,4,3,3,7,1,6,6,5,4,4,4,3,6,4,2,1,2,3,6,2,3,3,4,5,1,6,6,9,3,4
chrM:3598-3677,2,5,0,2,1,2,3,6,3,3,3,2,11,2,3,1,2,3,7,5,3,3,2,3,1,1,1,1,3,0
chr11:117152441-117163892,1,2,3,2,1,3,5,1,2,3,3,3,3,5,1,1,0,0,1,1,3,2,2,0,0,2,5,3,3,3
chr18:62539681-62550460,3,2,2,1,2,5,5,4,6,3,14,7,5,6,1,3,8,7,4,2,0,3,6,1,6,8,3,5,4,1
chr11:68185781-68190152,3,0,0,1,2,0,5,3,3,1,6,0,5,2,1,0,0,2,0,1,2,0,2,0,2,2,6,4,0,1
chr1:42773563-42775479,1,5,1,3,4,3,1,4,2,3,4,5,3,3,4,1,1,1,2,1,3,3,5,1,3,0,3,1,1,1
chr4:36228582-36229645,2,1,3,2,6,3,3,3,2,4,4,1,0,2,0,2,1,1,4,0,3,2,4,3,4,1,2,2,3,1
chr11:65499694-65499767,5,9,5,4,5,3,9,2,0,6,13,2,4,7,3,5,1,2,4,1,4,4,1,3,7,2,12,1,3,2
chr19:17276495-17276909,3,4,6,4,3,7,10,5,6,5,11,9,6,7,3,1,5,4,5,8,3,7,4,3,6,4,6,4,4,4
chr3:172247533-172251541,18,7,9,16,16,24,19,9,19,14,1,19,14,27,12,18,15,10,19,25,2,13,17,1,9,17,2,30,2,10
chr18:79096476-79154555,2,1,0,0,0,4,2,0,0,0,7,0,1,2,0,2,2,0,4,2,2,1,2,0,3,2,3,1,0,2
chr11:36393846-36403378,1,2,3,1,1,2,5,6,2,3,4,3,4,2,2,0,2,4,0,3,5,0,2,7,4,4,2,2,4,0
chr7:130039464-130049144,1,2,1,1,2,2,3,4,2,0,6,1,2,2,2,0,1,1,2,0,0,2,3,1,3,0,3,2,1,1
chr4:48684673-48710698,3,4,6,1,3,5,4,3,6,7,10,0,7,7,3,3,2,2,3,0,4,3,3,1,7,5,1,2,5,0
chr15:44711515-44715563,5,4,1,2,1,2,3,4,4,3,14,5,5,2,11,0,1,4,2,2,6,2,2,2,2,5,1,0,5,4
chr1:32948222-32949774,15,8,8,8,10,17,17,14,11,9,29,15,12,15,6,8,13,10,9,4,10,9,12,9,5,9,9,13,10,9
chr7:22960256-22991139,1,1,0,2,2,4,1,2,2,2,6,0,1,4,0,0,2,2,4,1,0,0,3,1,1,3,2,3,3,2
chr11:65500864-65501205,6,6,6,3,5,6,7,3,5,4,9,8,4,13,3,7,8,4,6,4,2,2,4,0,10,8,3,2,2,1
chr14:20343317-20343399,2,3,2,2,2,2,4,2,4,2,4,5,1,2,0,0,0,0,0,1,2,1,7,1,1,3,3,1,0,2
chr4:177353308-177353728,2,2,3,0,1,4,5,1,2,4,2,2,7,2,2,0,3,0,3,0,0,1,2,1,0,6,0,2,0,0
chrX:101041317-101042312,1,2,4,3,2,2,1,3,4,6,10,2,3,4,6,4,1,1,3,1,6,1,4,2,2,2,4,6,3,5
chr14:89161701-89162969,1,0,4,2,2,5,3,5,2,1,7,1,3,6,3,4,1,3,2,3,6,2,2,1,4,2,1,3,1,2
chr1:206928604-206928850,6,4,1,7,6,0,3,3,0,3,7,2,7,7,2,2,5,2,3,2,8,0,1,4,3,7,4,1,2,4
chr3:170145423-170149244,3,2,0,1,0,5,7,5,5,5,8,8,0,7,6,1,1,2,8,3,7,3,0,0,3,5,4,5,2,4
chr17:76312870-76313891,1,1,1,2,3,4,3,3,1,2,4,1,2,1,2,0,1,0,1,1,2,0,2,1,3,3,2,3,2,1
chr11:47752916-47754664,2,2,1,1,1,2,2,3,0,2,11,1,2,3,0,2,3,3,2,1,0,0,3,0,0,3,3,1,2,0
chrX:119410190-119426354,4,1,2,0,2,2,3,0,2,0,4,1,3,3,3,0,1,1,1,0,0,1,3,2,0,0,1,2,3,2
chr19:21974729-21988909,5,4,2,3,3,5,6,3,4,2,11,9,4,9,3,6,1,1,1,6,7,3,1,3,9,7,4,5,7,3
chr2:121757240-121761524,3,2,2,3,2,10,8,9,4,7,17,11,3,9,3,3,3,4,4,1,5,7,6,1,2,11,8,5,3,2
chr14:21230319-21234229,11,21,8,7,12,20,11,12,11,13,24,15,14,23,7,10,4,7,9,5,7,8,23,5,20,6,11,7,7,7
chr7:155672867-155680908,25,26,21,19,15,38,25,24,24,18,48,21,18,42,13,13,8,10,27,17,1,15,26,15,36,16,26,14,22,20
chr1:35381259-35389082,2,1,2,1,1,2,3,6,1,5,7,2,2,6,1,1,2,1,6,2,1,0,3,2,2,2,5,3,2,1
chr15:62007308-62013992,4,7,3,6,3,15,2,7,3,5,22,9,10,16,5,4,4,4,4,8,5,4,4,2,9,5,9,5,9,2
chr5:177536358-177539147,8,2,1,3,3,4,10,6,8,3,14,5,13,3,7,6,4,1,9,8,5,5,5,1,4,6,11,12,10,7
chr10:43154897-43158931,0,4,1,4,2,7,5,1,3,2,3,6,5,7,3,1,5,1,1,1,4,4,4,2,1,2,4,6,2,1
chr11:65499661-65499768,1,3,3,7,3,0,7,3,6,9,9,4,2,7,3,2,2,3,4,4,6,4,1,3,2,4,4,5,4,6
chr5:66053406-66054951,1,5,1,9,3,12,3,4,4,6,8,8,6,8,5,3,6,2,4,5,10,3,8,6,1,4,7,4,4,3
chr10:126970702-127000307,8,5,4,0,3,4,6,1,6,5,3,1,0,5,6,1,2,1,2,1,4,1,4,1,5,1,1,2,3,1
chr14:49586793-49862624,6,2,3,1,0,2,1,5,3,4,13,5,2,5,0,2,0,5,0,8,22,9,8,12,3,2,18,0,7,3
chr6:31863555-31869637,4,1,1,1,8,6,12,2,9,12,21,5,4,2,2,0,9,3,13,6,8,1,6,4,2,9,2,3,11,3
chr14:49586651-49862628,3,1,1,0,0,2,2,0,0,2,3,2,1,2,0,3,0,2,0,2,4,1,0,1,2,2,1,6,3,0
chr11:65504860-65505052,10,17,16,7,5,20,17,16,8,29,1,25,18,36,14,14,8,13,29,18,13,14,10,1,19,20,30,6,14,12
