ID,CircRNACount-1032245-T,CircRNACount-1039868-T,CircRNACount-1042353-T,CircRNACount-1042745-T,CircRNACount-1043773-T,CircRNACount-1045386-T,CircRNACount-1045549-T,CircRNACount-1046191-T,CircRNACount-1046287-T,CircRNACount-1046349-T,CircRNACount-1046499-T,CircRNACount-1047291-T,CircRNACount-1047831-T,CircRNACount-1047912-T,CircRNACount-1048720-T,CircRNACount-1049983-T,CircRNACount-1050700-T,CircRNACount-1051316-T,CircRNACount-1054390-T,CircRNACount-1056166-T,CircRNACount-272577-T,CircRNACount-451368-T,CircRNACount-477022-T,CircRNACount-515975-T,CircRNACount-522638-T,CircRNACount-548142-T,CircRNACount-649867-T,CircRNACount-685749-T,CircRNACount-843725-T,CircRNACount-99272-T
chrM:11874-12019,0,1,12,5,18,0,3,12,10,4,6,1,7,7,4,11,1,10,8,1,6,8,14,2,14,6,3,16,14,6
chr1:22078429-22086866,3,0,0,3,0,4,0,5,2,2,2,2,1,6,1,1,0,3,1,4,3,2,1,0,0,1,0,2,2,0
chrM:10538-10604,16,8,5,3,11,2,1,12,6,3,5,16,9,6,3,7,10,10,9,10,2,11,1,3,22,11,6,6,20,1
chr8:67105905-67116122,1,0,4,0,2,3,2,3,5,0,2,1,1,6,2,0,2,1,8,4,1,1,0,0,4,1,0,6,2,4
chr14:49586728-49586861,2,0,1,2,0,1,2,2,1,1,5,3,3,0,2,0,2,3,4,5,0,2,0,2,2,1,3,4,2,2
chr11:65500426-65500518,3,2,4,2,1,2,1,2,3,1,5,1,2,2,2,1,1,4,3,0,0,1,0,0,2,2,4,2,8,1
chr15:90439332-90443478,4,2,2,3,3,4,2,1,4,1,1,6,1,2,3,4,9,3,4,2,3,3,2,0,6,4,4,6,5,4
chr21:8212347-8395607,2,3,1,3,5,1,3,6,0,2,5,0,4,1,2,0,4,2,6,2,0,1,4,0,3,1,0,5,5,4
chr4:150798081-150817257,1,2,5,1,7,4,1,10,5,2,2,6,5,4,5,0,7,4,5,3,0,3,10,1,8,2,5,4,2,7
chr11:65499781-65499935,3,3,4,5,5,0,0,7,6,3,2,1,5,2,3,1,4,6,4,2,1,3,2,1,2,2,4,0,8,1
chr7:127373342-127377329,5,1,1,2,3,2,3,1,2,3,1,1,6,7,1,2,4,2,1,1,0,1,2,0,4,0,0,3,1,1
chrM:7859-7942,4,1,0,2,2,3,2,5,0,2,3,2,0,0,1,0,0,6,2,4,0,1,2,0,6,4,1,2,8,0
chr3:101671130-101672213,2,4,4,2,2,4,0,1,2,2,1,2,0,1,0,1,3,1,0,4,1,4,3,7,2,2,3,4,1,5
chr14:21230319-21234229,6,4,7,7,9,12,7,1,7,9,10,6,2,10,0,10,13,5,11,6,4,8,7,5,1,5,2,5,5,6
chrX:12975132-12976319,0,2,3,1,11,1,4,4,0,1,4,0,4,3,0,6,0,8,5,3,3,2,4,1,0,7,0,1,6,2
chr11:130109429-130110661,0,1,1,4,3,2,2,1,2,4,2,2,3,2,2,2,1,2,0,0,0,1,1,0,1,2,1,3,1,1
chr15:90441506-90443478,2,4,1,0,4,1,2,5,6,3,1,5,1,3,2,2,2,2,2,6,0,2,3,2,0,7,3,3,4,5
chr2:189728660-189744788,2,2,0,6,4,5,1,1,3,1,2,0,1,0,2,0,3,0,0,4,1,4,2,3,1,1,1,4,3,3
chr13:32517857-32527532,32,24,42,27,43,30,18,18,31,17,37,19,13,20,33,6,20,12,17,22,16,8,27,18,25,25,10,45,21,34
chr6:110887505-110890356,9,4,17,9,9,8,5,5,4,10,20,8,4,12,10,4,18,4,9,3,7,11,5,6,11,7,8,17,7,5
chr9:137811461-137818138,2,2,0,4,2,1,3,2,0,1,3,3,3,7,2,2,3,1,3,0,3,3,9,3,4,1,4,3,3,2
chr6:116689320-116692392,6,3,9,3,8,8,2,5,2,5,6,2,7,2,6,2,8,3,10,3,3,3,7,5,5,7,3,11,8,10
chrM:13020-13121,8,1,2,1,1,2,2,5,1,1,4,1,3,2,1,1,6,6,2,2,0,7,3,1,2,4,4,0,5,1
chr9:92256680-92269983,3,3,0,2,5,4,2,1,0,7,5,5,2,5,3,7,8,2,4,3,0,1,1,2,2,3,1,4,1,2
chr4:55411614-55417985,29,11,13,10,6,7,2,8,1,14,2,8,21,1,11,9,10,11,9,1,1,20,15,14,12,7,8,7,1,1
chr5:65567513-65572286,2,6,1,0,24,3,0,2,10,2,2,0,1,6,1,4,1,4,2,1,4,1,0,1,1,3,0,7,5,0
chrM:9060-9173,7,3,2,0,3,0,0,0,5,0,2,2,2,7,1,2,1,3,1,2,0,3,2,0,8,0,0,0,1,2
chrM:4037-4126,7,2,1,6,4,3,2,13,6,2,1,7,4,4,2,1,5,8,5,7,3,11,2,3,10,7,6,2,4,0
chr4:127921524-127939997,2,3,7,2,6,4,3,0,0,2,2,3,3,2,1,3,2,2,5,1,0,2,6,2,4,1,0,3,3,6
chr11:65499648-65499728,0,2,2,6,0,0,1,1,2,6,1,4,2,0,2,1,1,3,3,1,0,1,1,1,3,3,2,1,3,2
chrM:7691-7798,5,3,6,6,5,2,3,8,4,2,10,5,7,6,6,0,3,9,11,2,3,7,1,8,19,10,4,3,8,1
chr1:59321536-59378837,9,2,1,0,2,7,1,5,6,2,4,2,9,4,5,0,1,3,0,1,0,0,1,1,7,2,2,3,5,12
chr4:102714438-102726683,5,1,2,1,1,7,2,1,6,3,6,2,2,9,1,3,2,0,3,1,1,2,2,0,3,0,4,5,4,5
chrM:6581-6697,3,2,2,5,5,5,2,4,1,4,1,0,0,2,4,4,2,5,2,3,3,3,3,4,4,1,3,5,4,2
chr1:26257597-26259802,2,2,2,0,3,1,0,4,3,1,3,1,2,1,4,2,3,0,1,0,1,1,1,0,5,0,2,5,0,2
chr4:672478-673368,3,5,2,1,2,1,4,0,0,4,3,2,4,1,0,2,2,3,4,3,0,1,0,1,4,3,0,2,4,1
chrM:9347-9507,0,2,4,1,4,1,3,3,7,2,5,0,6,5,5,6,2,2,4,1,4,1,10,1,2,2,0,2,6,2
chrM:10293-10376,1,3,5,1,2,3,3,2,1,0,2,4,0,1,4,2,2,5,2,3,1,2,1,4,2,2,1,0,3,0
chr19:23358430-23362725,11,15,0,6,24,23,8,6,5,7,17,9,18,27,10,13,11,2,10,21,38,13,10,16,14,22,9,33,6,10
chr11:85996826-86003451,17,7,9,7,16,29,8,5,12,7,5,11,9,11,6,5,13,2,14,5,11,6,5,3,13,8,6,11,13,10
chr17:62033787-62035608,1,4,1,1,3,2,0,2,2,1,3,3,1,1,3,1,6,2,1,1,1,4,5,3,2,1,1,10,2,6
chr2:84870225-84870785,13,1,3,12,9,4,6,12,0,7,6,10,9,5,1,6,34,1,3,2,5,6,2,1,7,3,4,4,1,0
chr8:51860845-51861246,27,14,28,30,43,26,6,27,51,14,22,7,24,17,27,15,18,9,38,34,43,28,26,13,25,14,18,47,58,37
chr2:88857271-88857415,2,1,2,1,0,4,0,4,2,1,1,1,0,3,1,3,3,2,3,15,0,1,10,0,1,3,1,0,4,3
chr11:120474560-120477526,4,1,1,3,1,4,3,4,6,3,2,6,4,7,4,4,3,2,2,2,2,3,1,0,8,2,4,1,4,4
chr19:17101660-17102557,5,2,2,10,3,3,2,1,1,7,4,6,5,14,5,3,1,6,1,9,1,4,3,1,1,7,5,6,6,2
chr12:50427762-50429090,1,1,1,3,4,1,1,1,2,2,2,1,1,2,3,4,1,3,3,2,0,1,4,1,5,2,2,2,0,0
chr2:171925537-171953001,0,2,4,2,7,2,1,0,2,2,4,2,2,1,2,1,6,4,1,2,0,1,4,3,4,2,0,5,1,2
chrM:13352-13435,1,2,1,1,2,3,0,6,0,0,3,2,3,6,1,0,4,5,0,5,0,5,7,3,4,1,4,2,4,1
chr7:155665175-155680908,2,2,3,5,7,4,0,4,3,2,4,0,2,5,1,2,5,2,2,1,0,0,1,0,0,0,4,4,2,0
chr11:65500426-65500601,1,5,3,1,1,1,1,1,2,4,5,3,3,2,3,1,4,4,4,4,3,3,1,1,3,2,8,3,8,2
chr16:47497399-47547548,5,0,1,3,3,1,1,1,5,2,2,0,1,3,2,0,2,1,3,2,0,9,1,0,3,0,2,0,3,2
chr4:25847294-25847864,1,5,1,6,2,1,1,5,4,6,2,5,3,2,4,1,0,1,4,4,1,0,8,4,1,1,3,1,6,3
chr11:65500520-65500602,5,2,2,2,1,3,1,4,9,2,4,8,4,4,4,2,4,4,8,6,1,3,4,2,2,5,4,2,19,2
chr4:87195324-87195690,10,2,9,11,19,24,7,12,17,8,9,13,17,16,8,4,8,5,13,15,20,12,10,13,15,13,5,12,8,11
chrM:7936-7981,2,1,2,2,0,1,2,7,1,4,2,3,1,4,1,0,5,9,1,1,0,1,1,2,5,0,4,0,8,1
chr15:44711514-44715563,5,13,3,6,2,2,7,4,4,2,6,0,5,5,3,5,2,5,11,5,2,6,4,5,2,9,0,6,1,7
chrX:53614534-53615835,3,4,3,1,2,6,2,4,9,3,6,6,3,3,1,2,2,9,4,0,1,4,0,2,7,1,5,5,1,1
chr8:70159505-70162854,3,5,7,2,8,2,4,2,7,10,4,4,0,4,5,1,2,1,7,3,0,2,5,5,3,6,3,3,11,3
chr4:128992167-129003876,30,18,25,19,27,11,7,13,16,18,14,9,11,22,16,9,20,13,15,22,8,16,12,12,29,19,13,19,20,14
chr22:40881770-40882177,2,1,0,2,0,3,0,0,3,2,0,3,3,1,0,2,4,0,0,0,1,0,2,0,3,0,2,2,2,2
chr15:94298201-94298730,0,1,0,4,1,2,2,1,4,2,0,1,4,3,0,0,2,1,1,3,6,3,1,2,1,0,2,4,0,8
chr5:139278327-139279129,1,8,0,3,6,3,5,2,0,4,3,1,9,1,0,7,4,2,4,2,0,3,1,5,3,1,4,0,0,2
chr7:24623666-24680520,3,3,4,0,0,3,0,2,3,3,3,5,1,4,0,0,4,0,2,1,0,0,0,0,4,2,0,2,1,2
chr19:1274441-1274626,3,0,0,5,0,3,1,1,3,2,3,0,1,10,3,1,3,1,3,3,0,3,6,0,0,2,0,0,1,2
chr1:99993537-99999415,3,2,0,2,3,1,0,0,0,2,0,2,1,4,2,3,2,0,2,0,3,1,2,1,2,1,1,3,1,1
chr13:28174272-28177935,0,3,4,1,2,11,0,2,3,6,6,4,2,4,1,1,3,2,1,4,1,0,0,0,4,6,3,2,4,2
chr12:108652272-108654410,35,7,19,7,17,17,7,14,45,9,24,19,18,9,15,11,30,12,12,19,5,10,15,8,11,21,12,28,12,12
chr1:109100237-109100306,1,2,5,1,6,2,2,0,2,2,3,0,0,2,2,3,1,2,6,5,4,2,3,0,1,8,0,12,7,2
chr18:13681605-13682105,4,0,2,5,2,1,0,0,4,2,4,1,3,2,1,2,5,1,2,0,2,2,1,1,1,3,4,4,2,1
chr1:236806144-236816543,6,2,1,2,2,7,2,2,0,4,1,6,3,4,0,2,5,3,2,2,4,0,2,0,3,1,0,4,3,4
chr13:41865736-41868477,4,4,13,18,10,11,2,2,7,1,14,8,8,11,12,1,9,2,4,13,5,2,11,1,32,0,3,3,0,2
chr3:170122591-170129552,3,2,4,3,2,4,0,6,1,3,3,0,2,1,5,2,3,1,1,4,1,5,6,2,0,2,6,2,4,5
chr14:49586732-49586863,1,1,1,2,1,1,1,6,3,3,7,0,0,1,2,1,2,2,1,3,0,0,2,1,1,5,4,4,3,3
chr7:6800948-6801523,10,2,9,1,11,8,2,2,12,4,9,5,6,8,2,3,4,6,5,7,5,4,7,2,6,13,7,7,5,5
chr13:99238427-99244624,9,1,12,15,14,7,0,6,7,7,11,15,6,11,3,1,16,2,6,10,4,8,4,1,9,2,3,9,4,1
chrX:132281095-132283032,5,3,0,2,0,4,0,4,4,2,2,1,7,3,1,2,1,0,4,1,3,1,3,1,2,1,0,3,1,1
chr5:73074742-73077493,28,11,16,8,17,15,5,13,18,10,18,14,16,17,10,10,14,8,11,14,2,15,5,5,15,27,17,18,18,20
chr17:36952886-36953907,7,2,0,3,3,5,0,0,2,5,0,5,1,3,1,0,7,3,2,2,1,0,1,2,2,3,0,1,1,1
chr17:16381902-16382130,1,1,0,2,2,0,2,0,2,4,3,4,4,6,1,0,2,1,1,2,0,1,0,3,2,1,1,2,4,2
chr2:20307978-20327378,2,1,1,2,4,3,5,0,3,0,2,6,1,4,0,1,2,1,1,1,1,1,0,1,3,3,0,2,4,3
chr5:108348399-108367953,2,2,0,2,4,0,3,0,4,1,3,0,0,6,2,3,2,2,2,0,2,0,1,1,0,1,3,5,6,1
chr16:72088987-72090786,2,0,0,1,4,3,3,0,0,1,6,5,2,1,3,1,1,2,1,5,1,4,2,3,4,5,1,2,3,1
chr13:41252645-41260915,1,1,4,11,6,2,0,1,3,2,8,8,1,3,3,0,6,0,1,5,1,1,2,1,3,3,2,3,1,3
chr9:112268049-112297916,3,0,5,6,3,7,3,4,5,6,7,7,6,5,1,1,6,9,1,2,2,3,2,3,7,3,6,3,3,0
chr14:73147795-73148094,2,1,2,5,6,0,1,0,2,0,2,4,1,2,1,1,1,2,3,2,0,0,2,3,2,2,2,3,3,2
chr2:158470942-158474621,8,3,1,1,5,1,3,5,4,0,7,3,7,5,3,3,3,1,4,1,3,5,1,2,2,3,4,4,5,5
chr15:84680713-84691644,7,1,1,3,2,4,0,2,3,1,2,2,3,4,1,1,3,3,6,4,2,1,2,3,2,3,4,4,0,1
chr3:149846011-149921227,33,19,21,15,25,24,7,14,25,16,35,11,13,22,17,1,15,39,19,1,10,15,29,13,26,1,16,1,20,23
chr1:230954333-230961303,11,8,7,4,6,4,6,9,11,5,5,3,5,16,6,2,8,3,10,4,5,5,4,1,5,5,4,14,4,7
chr11:62143053-62143161,9,2,0,0,5,0,4,2,1,0,0,0,4,5,4,1,0,2,0,7,3,3,2,3,0,3,0,0,3,3
chrM:8966-9155,12,0,0,2,0,2,1,2,1,2,1,2,1,1,2,1,2,3,0,5,0,2,2,1,1,3,2,0,2,0
chr3:155833468-155842619,2,1,2,1,4,2,0,2,0,0,3,0,3,2,0,1,0,1,2,2,0,3,2,1,0,5,3,2,2,1
chr17:61984171-61985090,1,2,7,3,7,3,2,3,4,0,6,5,3,2,1,2,2,2,2,2,1,3,1,0,6,2,3,6,3,3
chr9:110972073-110973558,13,1,2,2,3,3,0,8,1,2,4,2,3,3,5,0,1,1,5,9,2,4,2,1,5,6,2,5,3,4
chr19:45517663-45518094,3,2,1,1,1,3,0,0,2,0,3,2,3,1,3,2,4,1,2,0,0,2,0,0,2,1,3,3,2,1
chr3:129827803-129832826,3,3,2,2,1,3,0,5,2,1,2,3,3,2,0,0,3,2,3,0,1,1,1,2,2,5,5,5,4,1
chr2:121757240-121761524,3,5,2,1,7,3,1,2,1,1,2,7,4,4,1,1,4,5,0,2,2,6,2,1,3,4,0,8,3,1
chr3:47037666-47046621,1,1,1,3,3,2,2,4,7,5,0,2,1,3,3,3,2,0,1,2,2,5,3,0,1,0,2,3,1,0
chr6:89862126-89871388,3,0,1,2,3,0,2,1,4,0,7,3,3,1,3,0,2,2,6,2,3,1,3,2,1,2,0,0,1,1
chr11:65501239-65501544,2,0,4,3,4,4,4,1,2,2,3,0,3,1,2,7,0,2,4,3,1,6,2,0,1,3,0,6,4,5
chrM:6834-7154,4,12,11,12,9,5,9,4,11,15,3,6,13,7,6,2,10,4,1,2,3,6,14,11,14,2,1,0,10,11
chr4:150761783-150808398,2,1,3,1,4,1,1,1,2,1,2,0,3,4,3,2,3,1,3,1,1,3,1,0,7,3,2,1,1,1
chr2:196912882-196923125,2,4,3,5,3,6,2,1,7,2,1,5,3,9,1,3,1,3,2,3,1,6,4,0,2,2,2,66,2,6
chr17:29876603-29876849,7,1,2,0,1,3,2,2,2,0,6,1,0,0,2,0,2,7,9,4,0,7,0,6,4,2,5,1,4,1
chr21:15762891-15766141,4,3,1,0,4,4,3,2,7,2,6,3,3,2,6,2,7,3,6,4,1,4,1,2,6,5,5,5,6,6
chr12:46229153-46254936,3,2,7,6,4,3,4,1,4,1,6,1,2,4,3,1,0,4,5,2,0,2,2,0,2,1,2,2,1,1
chr11:47752916-47754664,3,1,3,1,5,3,3,4,2,2,2,0,3,5,1,1,3,1,1,0,2,0,1,2,1,1,1,1,1,2
chr12:52949145-52949435,4,2,0,2,5,4,4,2,1,4,5,1,1,6,5,2,4,4,1,0,1,0,2,0,3,0,3,3,3,4
chrM:9053-9199,2,1,0,0,6,5,0,4,2,0,1,0,5,6,0,2,0,2,4,3,2,4,4,2,1,5,0,1,0,0
chrM:3574-3792,1,3,0,1,1,2,0,5,6,3,3,4,0,4,2,0,5,0,3,1,2,3,0,1,4,4,3,0,5,1
chr2:40428473-40430301,4,2,1,0,1,3,0,2,4,2,3,0,1,1,2,1,2,0,1,2,1,2,0,0,4,3,3,4,0,3
chr20:41092472-41101353,6,1,2,7,1,11,2,6,10,6,16,4,2,4,6,3,9,4,5,4,3,8,4,0,5,7,3,10,14,6
chr19:8455405-8463686,2,2,2,1,1,1,0,2,3,0,2,6,2,1,2,0,4,2,2,1,2,1,2,0,1,3,0,6,0,1
chr1:40189055-40202614,6,3,2,1,0,1,3,3,4,4,3,2,5,2,0,2,1,4,1,3,3,5,5,1,2,1,1,3,1,4
chr12:95208843-95211267,24,9,1,4,4,5,7,5,16,6,11,9,9,5,7,2,10,4,6,7,3,8,7,5,9,11,7,13,10,8
chr7:35010468-35018596,4,1,2,2,2,3,1,5,1,2,1,4,2,5,2,0,3,1,2,2,1,2,1,1,0,0,2,7,4,2
chr11:33286413-33287511,84,29,1,77,5,1,36,55,2,2,2,85,2,1,1,1,59,32,2,4,46,1,1,53,45,4,31,7,1,1
chr2:45546732-45553730,2,1,7,7,3,5,4,6,5,0,5,5,2,6,4,2,5,0,0,2,1,3,6,0,2,3,2,4,3,3
chr10:5794885-5800705,8,6,6,3,11,5,5,3,11,11,7,11,4,14,4,5,9,5,7,7,5,3,6,1,6,11,6,24,10,4
chr13:32535769-32537027,3,3,3,4,2,3,4,0,3,2,1,0,1,2,3,1,3,1,1,2,1,4,0,4,1,2,3,3,0,0
chr12:69589485-69593613,3,4,2,5,3,4,2,0,4,1,2,3,0,6,5,1,6,4,1,3,0,4,4,0,2,3,3,2,1,3
chr7:72890627-72891110,7,3,3,7,10,6,4,2,8,5,9,3,7,10,4,2,2,8,6,4,3,4,0,4,3,4,3,2,1,1
chr10:48401612-48410168,3,2,1,4,4,4,0,2,3,1,2,1,2,5,2,0,3,0,1,0,1,1,0,0,1,1,1,2,2,2
chrM:9093-9189,1,14,5,1,24,8,4,13,16,5,17,8,12,19,6,13,7,1,15,15,1,8,10,1,46,4,3,1,12,6
chr12:28305649-28307749,3,2,0,6,4,8,3,1,4,2,2,3,3,3,5,6,1,2,2,2,2,0,0,3,4,1,2,5,3,4
chr6:75702645-75711416,2,1,2,3,3,5,0,3,2,0,0,4,2,6,2,0,2,4,2,0,2,2,2,3,1,2,3,3,1,1
chr11:65499696-65499931,4,5,1,5,4,7,3,3,8,1,1,7,1,4,2,0,6,4,5,2,4,1,6,4,2,1,6,5,12,2
chr19:50398851-50399484,1,0,6,6,6,2,4,1,4,5,8,6,0,11,2,3,10,5,3,2,2,2,5,4,6,11,3,16,0,6
chrM:7199-7384,3,2,3,5,2,0,1,6,1,3,2,1,1,1,5,6,3,7,6,2,4,5,1,0,6,1,2,11,5,2
chr11:65500627-65500751,14,1,1,5,3,4,3,10,2,1,7,4,2,0,1,2,7,5,6,5,2,4,2,7,3,1,9,3,7,0
chr15:80098416-80122800,3,6,3,2,8,1,0,1,3,3,2,3,5,4,2,2,2,2,0,0,1,1,0,1,0,0,4,7,3,9
chr15:85113873-85121014,8,4,9,4,4,11,3,5,7,6,5,8,1,6,2,2,10,0,5,2,6,8,4,3,3,5,6,12,4,8
chrM:13418-13498,6,0,0,1,0,2,1,4,0,4,4,6,1,6,3,0,4,4,2,1,1,5,1,5,3,0,4,1,6,0
chr10:97436417-97437750,1,0,2,3,5,2,0,1,6,0,2,2,1,0,4,3,4,5,1,2,1,1,2,0,2,4,1,3,3,1
chr1:180984677-181005463,3,2,3,2,2,3,0,1,2,4,2,2,3,4,1,1,3,2,3,1,1,1,3,0,3,2,1,0,3,8
chr11:65499602-65499873,2,3,0,3,3,2,4,0,2,2,0,0,2,2,4,1,2,1,1,1,1,0,1,1,0,3,0,0,6,3
chrM:12840-12998,4,2,2,1,0,0,4,10,0,2,3,5,1,2,2,0,4,3,1,1,1,1,2,3,2,0,2,1,3,0
chrM:5902-6084,13,4,0,1,5,3,0,13,0,5,10,5,6,0,3,0,14,14,10,7,4,14,5,5,9,7,9,0,16,1
chr2:173358712-173359491,4,5,6,5,9,7,4,1,0,4,3,6,3,12,4,1,17,3,5,3,0,4,3,2,3,1,0,2,0,1
chrM:13019-13120,8,0,2,1,1,2,2,6,2,1,4,1,3,2,1,1,5,5,3,2,0,8,3,1,2,4,4,0,5,1
chr11:65499740-65499834,3,2,1,0,2,6,1,2,2,4,4,2,0,0,6,1,0,3,2,2,0,1,2,5,0,5,1,1,7,4
chr4:3086939-3107423,4,5,6,3,7,4,0,1,4,4,6,1,5,7,3,3,9,1,4,5,3,4,2,4,9,3,4,8,2,1
chrM:3782-3976,3,2,1,2,1,2,0,4,5,0,2,1,1,1,1,0,2,2,1,1,0,2,1,1,3,2,2,1,3,4
chr17:75611659-75611865,50,6,22,53,46,52,33,41,34,124,46,69,11,74,29,26,77,14,49,44,5,30,23,2,11,62,5,58,28,10
chr7:22291175-22318037,9,7,8,10,30,8,4,8,5,13,6,25,1,33,6,5,5,5,24,9,4,8,5,4,16,3,16,8,11,11
chr17:18670867-18672302,48,4,7,12,8,16,2,1,22,12,10,15,7,7,7,4,26,2,16,8,3,6,6,7,3,3,6,2,4,2
chrM:11874-12020,2,2,2,1,2,4,2,1,0,1,6,0,0,0,1,0,4,3,3,0,2,2,3,0,3,4,0,2,4,2
chr1:103565435-103575540,4,4,3,1,0,5,1,1,1,9,4,3,1,1,2,0,2,2,1,3,1,7,1,0,0,0,0,4,2,2
chr2:23823258-23823569,4,1,3,1,3,3,3,2,6,1,3,1,2,4,4,2,2,0,2,2,3,8,2,1,5,3,4,2,0,2
GL000220.1:112554-113005,42,7,11,6,32,27,4,12,1,0,44,0,0,4,13,28,31,41,12,34,14,35,5,5,22,2,29,1,65,19
chr6:44113886-44116628,11,0,6,5,3,5,2,3,6,12,5,4,2,5,6,2,4,2,2,8,2,2,3,3,11,4,2,10,3,4
chr5:145796442-145826200,8,3,19,17,36,11,5,2,3,6,12,7,9,17,6,7,11,17,27,4,4,15,10,5,10,4,8,16,10,8
chrM:8973-9191,13,4,4,2,5,5,5,11,10,5,5,12,6,5,7,1,5,8,3,4,1,4,4,6,34,4,3,0,6,4
chr15:44711519-44715649,9,9,2,0,3,6,3,5,1,2,9,0,1,4,2,3,6,8,9,3,2,4,4,1,2,3,5,1,3,8
chr14:49586793-49862624,0,2,6,3,6,2,1,0,2,2,2,0,1,1,0,1,0,0,5,4,3,2,3,2,0,10,0,19,6,3
chrM:10691-10744,8,4,1,4,6,3,3,16,4,3,4,7,3,7,3,0,7,85,8,5,0,2,1,3,14,9,15,3,6,1
chr1:155725382-155726019,6,0,3,1,1,1,1,2,2,0,1,9,2,3,2,1,2,1,1,2,2,0,0,0,2,3,0,2,2,5
chrM:7772-7972,4,3,1,3,1,1,0,5,0,1,0,2,0,4,0,0,3,2,2,3,3,5,2,1,3,1,2,1,5,2
chr4:7868622-7872080,3,1,2,0,2,2,4,1,1,3,11,3,1,3,9,0,0,4,4,3,0,0,4,3,1,5,4,3,6,2
chr3:31876433-31879830,2,0,0,3,1,3,0,3,2,3,0,6,4,3,1,1,12,4,3,3,0,0,2,0,1,2,0,2,1,1
chrM:3445-3561,2,4,1,3,3,1,1,10,3,2,0,3,5,0,5,0,3,5,3,10,0,2,3,2,13,5,3,2,5,1
chrM:6586-7122,0,0,1,0,3,0,1,2,3,4,3,1,0,1,2,9,4,3,0,0,10,3,3,0,9,1,0,6,3,2
KI270733.1:123418-168867,13,2,6,12,5,7,5,4,4,15,11,14,1,8,3,3,17,2,9,7,7,4,6,3,19,3,9,1,14,1
chr9:71729137-71729355,2,6,0,0,2,0,0,2,5,1,2,1,2,3,1,0,2,6,3,3,1,2,0,5,3,2,8,0,6,1
chrM:8134-8274,1,2,0,0,5,2,0,2,0,1,2,2,2,0,0,0,1,2,1,2,3,4,1,4,0,3,0,2,2,1
chr3:11358418-11380052,2,1,3,0,4,3,0,2,1,2,3,4,0,2,0,1,0,1,2,0,2,0,2,1,2,1,1,3,2,1
chr10:84417771-84425893,4,3,17,10,1,10,5,5,14,4,8,12,8,16,4,1,9,9,9,5,2,8,4,3,8,1,5,7,10,13
chr8:127890589-127890998,9,2,14,32,5,17,1,17,15,29,15,24,7,26,8,15,46,3,16,25,9,7,7,7,7,4,3,16,8,5
chr19:11120092-11120522,2,5,2,2,6,1,1,0,3,5,1,2,1,2,2,5,7,1,3,3,5,0,1,2,3,4,3,7,10,2
chr6:108663455-108664889,45,1,6,5,5,9,1,4,6,10,3,16,3,4,0,2,13,2,8,5,0,2,5,4,3,5,3,4,6,1
chr3:51541498-51590559,1,2,5,5,1,2,0,0,2,1,3,0,2,1,2,1,4,2,2,6,0,2,2,1,3,5,5,1,1,2
chr1:28742403-28743986,1,4,0,1,2,0,0,1,4,1,1,3,4,2,2,4,2,4,2,0,1,2,0,3,0,0,3,1,3,2
chr8:37870420-37877551,5,2,10,3,6,7,0,1,7,8,5,4,3,8,1,1,8,2,16,2,1,1,4,2,3,3,4,0,4,3
chr7:98190728-98194572,7,5,10,1,10,13,7,7,2,5,1,5,6,18,1,7,17,7,5,13,4,7,6,5,2,4,13,8,4,5
chr20:35564373-35564521,2,2,4,1,0,3,1,11,3,0,11,2,0,1,2,1,1,4,3,3,4,0,1,7,0,0,1,3,4,3
chr6:27867306-27867587,4,3,2,2,4,2,1,2,1,2,14,0,4,0,9,3,6,3,8,8,2,7,3,0,2,2,0,2,1,2
chr6:3076764-3077935,7,3,5,0,1,2,4,1,5,0,2,2,3,2,2,2,1,2,4,0,2,0,1,1,6,5,0,4,1,4
chr11:65499642-65499750,1,1,1,2,2,6,2,1,1,2,1,4,4,3,4,1,0,2,3,2,0,2,3,5,3,1,1,1,13,0
chr9:4823548-4833228,1,1,3,9,2,7,2,2,1,5,1,4,4,10,1,0,5,0,4,0,2,1,0,0,5,2,0,2,3,1
chr19:5604583-5604936,5,4,8,1,4,3,3,4,10,3,12,5,1,9,3,1,5,2,3,6,4,5,2,6,4,13,3,9,6,2
chr19:34430576-34438766,1,4,4,6,1,5,0,1,7,4,3,2,1,6,4,2,5,3,3,1,2,1,4,1,6,1,6,1,10,2
chr3:47425485-47428670,1,0,2,3,3,6,2,2,3,2,3,0,5,1,1,2,3,2,3,2,2,4,0,1,1,1,2,2,4,3
KI270936.1:93602-93667,6,0,4,2,0,3,0,2,0,1,1,2,4,2,4,0,3,0,0,3,3,2,1,2,1,3,0,1,1,1
chrY:310599-666321,4,2,2,0,1,0,0,1,0,3,1,4,1,3,2,0,2,2,0,2,5,1,1,0,2,3,3,0,3,2
chr2:85368686-85371562,2,5,1,2,5,3,1,0,1,4,2,2,3,1,4,3,1,4,1,1,0,2,4,0,2,1,5,8,3,7
chr9:37126312-37126942,7,6,7,4,14,4,0,3,11,5,6,1,4,2,1,1,3,1,5,4,4,7,6,10,0,4,4,9,2,7
chr15:63696124-63716473,3,3,3,3,5,2,0,2,4,1,3,6,1,4,1,3,1,1,2,0,0,4,4,2,3,1,3,3,1,4
chr11:65500492-65500656,4,1,0,2,2,3,0,2,1,3,0,1,2,0,2,1,2,2,0,3,0,3,0,3,2,3,3,0,3,1
