ID,CircRNACount-1032245-N,CircRNACount-1039868-N,CircRNACount-1042353-N,CircRNACount-1042745-N,CircRNACount-1043773-N,CircRNACount-1045386-N,CircRNACount-1045549-N,CircRNACount-1046191-N,CircRNACount-1046287-N,CircRNACount-1046349-N,CircRNACount-1046499-N,CircRNACount-1047291-N,CircRNACount-1047831-N,CircRNACount-1047912-N,CircRNACount-1048720-N,CircRNACount-1049983-N,CircRNACount-1050700-N,CircRNACount-1051316-N,CircRNACount-1054390-N,CircRNACount-1056166-N,CircRNACount-272577-N,CircRNACount-451368-N,CircRNACount-477022-N,CircRNACount-515975-N,CircRNACount-522638-N,CircRNACount-548142-N,CircRNACount-649867-N,CircRNACount-685749-N,CircRNACount-843725-N,CircRNACount-99272-N
chr1:171568247-171575128,4,5,4,0,0,3,5,1,3,2,0,1,1,3,4,1,1,0,6,2,1,2,3,0,3,7,6,4,4,3
chr11:119284969-119285566,1,2,0,1,2,3,2,3,1,3,0,2,2,2,4,0,1,2,2,3,1,2,2,3,1,2,2,1,0,2
chr2:88857568-88857636,3,4,4,3,3,2,16,6,2,1,2,3,2,5,1,2,3,7,4,3,2,3,4,0,5,7,7,3,7,10
chr9:126340508-126395697,2,2,2,2,1,2,2,2,2,3,1,1,2,1,0,1,1,2,0,2,0,0,3,1,2,1,0,3,2,1
chr16:19463280-19464024,2,1,1,3,1,3,1,0,3,1,3,3,2,1,4,3,0,2,4,2,1,3,3,1,2,1,3,0,2,1
chr3:61622463-61623555,3,2,1,2,3,1,2,2,3,1,5,1,0,2,0,6,7,2,5,0,4,1,5,1,1,6,10,7,2,5
chr1:155438327-155439068,5,6,5,2,4,8,11,5,7,10,5,9,5,5,10,3,10,3,6,4,3,4,9,3,5,6,2,4,7,6
chr9:19288596-19300331,3,4,0,3,4,5,4,3,3,1,3,3,2,3,0,4,3,0,2,3,2,3,1,1,0,1,2,1,3,5
chrM:6813-6980,5,3,2,0,1,1,6,5,2,0,4,1,2,11,14,2,0,0,3,1,1,6,2,0,1,6,6,3,0,4
chr18:54277703-54287411,0,0,1,1,4,7,1,2,2,3,0,3,1,1,6,4,4,0,1,2,1,1,2,1,2,1,1,2,2,3
chr9:111386377-111391824,8,14,11,8,6,20,21,5,11,5,6,13,8,13,8,13,14,10,11,9,9,7,11,14,10,14,9,14,9,21
chr10:101672915-101676436,1,2,3,2,5,3,5,3,2,3,1,1,4,4,1,4,2,2,3,1,2,5,2,4,0,1,3,3,3,3
chrM:5912-6052,12,20,6,2,2,3,18,16,9,5,28,18,8,0,1,6,10,15,26,10,0,26,8,2,4,27,13,5,7,10
chr11:72773360-72774508,1,0,2,4,4,5,7,3,1,4,2,4,2,1,4,4,3,5,12,1,0,3,2,2,4,1,11,0,1,6
chr3:71690010-71710484,0,3,0,1,1,2,5,1,2,1,3,1,1,4,0,5,0,2,2,1,4,3,4,0,2,4,2,5,0,3
chr15:25405461-25411971,35,30,29,20,31,42,37,20,29,20,26,26,17,22,14,29,25,15,31,21,19,19,32,17,27,41,40,16,23,46
chr10:49915917-49935142,3,4,4,1,4,1,5,0,6,3,3,5,4,4,1,2,1,6,8,4,7,1,5,1,0,6,2,6,4,3
chr4:48684673-48710698,5,4,2,1,3,3,6,4,2,3,5,3,6,9,1,4,3,2,3,1,1,5,6,1,5,6,1,7,2,13
chr11:65423148-65423474,0,7,2,1,3,1,4,2,0,0,1,1,2,0,2,3,0,0,0,2,1,2,6,2,3,0,4,1,0,2
chr11:65500460-65500539,2,2,2,2,4,0,13,3,7,1,2,6,1,4,4,1,2,2,7,2,2,0,6,5,1,1,4,0,3,4
chr14:49586811-49862713,2,7,2,3,3,3,3,0,4,3,7,2,6,3,2,1,1,6,6,6,0,2,8,0,2,2,4,7,1,5
chrX:119640692-119653040,1,2,1,2,4,1,5,3,2,1,0,2,0,1,0,5,1,5,1,2,2,0,3,2,2,1,4,5,1,4
chr11:65499751-65499845,5,6,1,1,0,7,11,0,3,3,3,8,2,1,2,3,5,2,5,1,2,1,6,0,3,3,1,2,2,4
chr2:72718103-72733118,10,11,7,6,10,17,17,12,7,14,9,10,15,8,8,20,8,1,18,16,11,4,17,10,17,14,9,11,16,20
chr18:9931810-9937066,4,2,4,2,4,2,4,2,4,1,7,5,5,4,0,5,4,3,5,4,4,3,7,0,3,5,3,3,2,3
chr11:129123446-129164427,0,2,3,1,3,2,1,2,2,2,0,1,3,2,0,3,3,0,0,0,0,1,1,0,3,4,4,1,1,2
chr14:49586759-49862631,1,2,0,4,1,3,5,0,3,0,0,1,0,2,0,4,1,2,3,0,8,0,4,3,0,2,2,1,0,2
chr20:41092472-41101353,6,9,11,8,7,8,14,7,2,5,12,10,8,7,4,5,13,1,15,6,5,7,8,3,4,6,10,3,7,12
chr1:13715541-13742157,3,4,3,0,1,2,4,2,1,0,3,0,4,3,1,1,3,3,0,2,3,1,2,4,4,2,0,4,1,3
chrM:5901-6189,1,4,3,0,4,2,2,5,7,3,1,1,1,0,17,8,4,1,2,7,3,3,4,1,4,4,4,1,4,6
chr1:207076630-207076661,15,6,3,4,6,1,7,5,2,4,4,8,4,6,12,3,5,0,2,7,3,3,3,6,10,15,3,4,7,19
chr2:161179614-161204793,1,0,2,1,2,2,0,2,2,0,2,2,3,2,1,4,4,4,4,1,2,1,3,3,0,1,2,1,2,5
chr3:67495798-67508903,22,9,6,8,13,17,20,9,8,6,7,9,8,10,5,12,15,9,14,10,13,11,12,5,8,13,11,15,11,21
chr11:65499661-65499767,5,5,2,4,4,7,2,3,3,7,4,6,7,5,6,2,1,5,2,1,3,5,5,1,4,3,3,5,1,9
chrM:12841-13071,0,3,2,0,1,1,3,2,2,2,0,0,1,2,7,0,2,0,2,3,1,1,1,4,2,4,2,3,2,2
chr9:93515667-93516269,2,2,4,5,3,1,8,3,2,2,1,2,2,2,1,2,2,1,3,3,1,2,4,0,1,5,7,4,0,0
chr12:56670275-56673065,1,1,1,0,2,2,3,2,0,5,2,2,3,0,2,2,3,2,4,2,2,3,4,2,0,2,1,2,3,2
chr19:45263113-45263367,9,5,3,3,3,5,1,2,1,3,4,6,3,5,6,2,4,4,6,2,3,5,3,5,6,5,6,3,1,10
chr5:180261684-180280608,3,2,4,2,6,6,5,2,2,2,2,9,7,5,2,7,3,2,8,2,7,3,5,4,5,9,2,7,6,1
chr15:92924321-92929091,3,1,2,0,4,5,4,2,7,3,3,4,5,2,5,2,3,4,3,3,1,1,1,2,4,5,0,5,3,3
chr12:69589485-69592159,3,5,4,0,6,5,8,6,7,3,6,2,7,2,3,7,7,6,4,1,6,6,5,3,2,7,7,3,3,4
chr15:94356137-94385525,6,2,4,4,3,2,3,2,5,5,4,7,5,4,4,4,3,2,3,4,2,1,3,1,0,5,4,5,2,7
chrM:7692-7799,5,4,1,1,5,1,9,5,1,0,2,6,0,1,9,2,5,1,3,2,0,4,6,3,2,4,6,2,4,2
chr6:130926605-130956499,19,18,9,7,25,36,25,21,16,13,28,30,26,18,40,26,19,24,14,35,5,9,18,13,19,27,14,18,15,15
chr10:68468123-68470163,3,5,2,3,5,7,10,0,2,5,1,5,6,2,0,13,3,6,5,4,7,2,12,6,2,10,1,5,6,14
chr9:34681486-34681981,4,3,2,2,4,2,3,2,0,4,3,4,2,2,0,3,3,4,1,0,6,2,4,3,2,2,4,0,2,2
chr11:36227085-36227430,1,1,2,0,7,6,3,0,10,1,5,3,5,3,7,4,4,4,3,1,1,3,6,1,3,3,3,2,4,5
chr2:199368605-199433514,32,24,25,15,25,23,33,33,38,15,39,33,25,32,7,38,29,21,38,28,17,19,30,35,25,30,31,33,30,37
chr2:183128287-183130545,3,0,2,2,1,1,4,2,5,1,0,5,6,3,2,5,0,1,3,4,0,2,8,1,0,3,2,3,0,4
chr17:67945409-67975958,27,1,15,9,20,36,31,24,23,14,29,52,24,21,1,24,31,24,27,35,17,28,25,26,17,32,23,35,36,42
chr8:27518520-27519724,2,2,3,0,0,0,2,2,3,0,0,1,0,0,1,3,2,1,3,3,1,5,3,1,2,2,3,5,1,3
chrM:3615-3784,1,3,1,1,2,0,4,1,0,2,2,0,3,1,10,1,2,1,2,3,4,2,1,7,0,4,2,4,5,2
chr11:65500467-65500734,1,2,3,4,0,1,3,1,3,1,0,1,6,2,1,2,2,0,2,1,0,1,1,1,6,1,2,3,3,2
chr7:100958306-100958611,1,4,2,3,5,2,5,1,2,2,6,6,2,0,2,2,4,4,7,4,4,1,2,1,1,6,3,1,1,1
chrM:9059-9183,27,20,13,1,21,12,1,2,18,9,11,21,10,20,24,5,11,4,24,9,0,19,31,10,11,24,24,21,15,21
chr10:126970702-127061776,1,2,3,1,4,2,2,4,3,3,2,1,0,1,1,4,0,2,3,1,0,5,3,4,2,2,2,0,2,0
chr12:120557282-120557682,4,3,4,4,5,1,9,6,3,0,1,7,5,2,2,4,4,6,6,1,7,1,6,1,4,13,7,7,2,7
chr8:101558419-101558812,4,5,3,8,4,0,9,5,4,1,3,4,5,4,1,5,2,2,6,3,1,3,6,7,1,11,4,5,2,6
chr1:112653598-112659779,3,7,3,2,8,5,10,4,5,4,3,4,6,5,0,5,7,1,8,7,3,5,8,10,4,8,3,7,6,8
chr11:77683710-77693611,13,17,9,12,9,22,10,6,17,11,11,13,12,17,6,13,12,10,12,22,8,4,10,13,15,9,15,11,15,12
chr14:102081063-102081181,1,3,1,3,2,3,5,0,1,2,4,3,0,4,1,3,4,2,4,0,0,3,1,1,0,4,2,3,3,6
chr2:47373463-47374048,2,5,1,1,5,3,7,4,9,1,8,9,2,2,0,3,7,3,7,4,5,6,3,5,1,11,4,1,4,6
chr2:202755538-202759353,4,3,2,2,3,4,9,1,6,1,5,1,1,1,0,4,3,3,1,5,3,0,1,2,5,7,4,1,4,2
chr6:27867300-27867587,5,9,5,0,1,4,8,3,2,2,7,2,2,6,1,2,1,8,8,2,2,6,4,1,6,27,3,5,2,3
chr1:45566569-45567020,3,1,1,2,1,2,2,3,0,2,3,2,1,1,1,1,0,2,2,2,0,0,2,2,0,2,1,1,1,9
chrM:15954-16109,2,1,0,1,1,0,3,2,4,2,5,2,0,2,2,1,4,2,2,3,0,2,2,0,4,7,0,2,3,0
chr15:29761139-29773357,8,3,1,4,5,2,4,1,3,0,2,0,0,3,2,1,1,0,0,2,3,0,1,0,3,5,1,0,1,3
chr6:118940828-118941155,1,2,3,1,3,7,5,4,3,5,1,1,3,4,1,0,2,1,1,1,1,2,1,1,0,0,2,3,0,6
chr12:40028301-40048210,1,4,3,3,3,7,2,2,2,0,2,2,2,0,0,2,3,0,2,2,0,0,2,1,1,3,4,2,2,6
chr11:65499648-65499756,2,4,3,4,8,4,8,2,5,5,5,9,2,3,3,4,3,1,8,3,1,2,6,1,2,1,4,4,1,6
chr14:49853678-49862793,7,2,2,1,0,8,76,3,6,1,4,1,17,5,173,13,0,0,3,0,59,3,1,69,2,53,16,2,0,6
chr10:32565558-32584304,4,2,1,2,4,6,3,1,9,1,2,4,3,6,0,4,1,2,1,0,0,1,4,3,1,1,1,0,3,4
chr11:72773365-72774508,3,1,0,1,2,5,1,1,1,2,2,5,1,0,0,3,3,2,1,2,0,2,1,0,5,1,2,3,1,2
chr2:58084089-58089723,2,3,0,5,2,6,2,3,3,1,3,4,0,2,0,3,3,2,1,1,1,1,3,2,4,2,0,4,0,4
chr11:65500417-65500507,2,1,1,1,3,2,5,1,1,0,2,1,1,1,4,0,2,4,3,2,0,3,1,0,2,2,1,3,0,3
chr12:70278132-70311017,3,2,1,2,3,2,4,1,2,2,2,1,2,1,1,4,0,5,2,4,1,2,3,2,5,3,5,3,2,1
chrM:3322-3552,0,6,3,2,6,2,4,0,0,0,0,0,4,0,9,2,1,0,1,3,7,1,4,2,1,5,2,3,6,0
chr2:199323803-199328910,10,8,7,6,8,15,9,14,14,10,14,6,6,6,6,13,9,2,20,11,10,5,11,10,16,8,11,4,14,11
chrM:11511-11705,0,2,2,2,2,0,6,0,2,3,3,1,2,1,7,1,1,0,1,5,0,1,6,0,3,2,0,4,4,1
chr12:104909655-104928694,5,3,0,3,3,3,5,2,3,3,4,2,3,5,0,6,2,1,3,0,2,7,9,4,2,6,1,5,3,2
chr10:124942457-124943307,4,6,2,7,3,1,3,3,2,2,1,6,3,4,1,1,5,1,2,7,2,1,1,1,4,5,2,2,3,8
chr3:31576396-31580096,10,10,6,4,10,19,14,16,11,8,5,8,15,13,5,9,7,10,7,6,6,6,12,11,14,21,11,9,7,18
chr11:34071726-34076642,4,5,4,1,4,3,3,2,3,0,3,5,4,2,0,4,5,2,4,3,6,2,10,4,3,1,4,6,2,3
chr2:147896301-147899898,1,21,12,1,21,2,16,13,24,12,24,1,1,1,11,25,14,12,1,12,1,1,22,1,15,4,4,15,10,20
chr14:49586660-49586878,2,1,2,0,2,3,3,1,1,0,3,4,1,3,8,0,0,0,4,3,4,2,1,3,0,5,0,1,2,2
chr12:106842589-106843947,1,1,0,0,2,2,1,4,4,1,1,1,4,2,2,2,8,0,1,0,4,3,1,1,2,2,2,3,1,5
chr17:1361092-1362008,4,3,0,0,6,4,7,4,6,4,8,3,3,4,1,3,3,2,4,3,2,5,7,0,0,4,3,3,5,6
chr15:43400044-43401850,2,4,0,2,5,3,6,5,1,2,1,2,0,2,0,3,1,4,3,2,0,0,4,2,0,2,1,2,1,6
chr1:149655699-149669310,3,6,6,7,3,5,9,4,5,9,6,2,3,3,7,1,4,2,6,2,2,2,3,3,5,4,2,1,4,4
chr11:65500464-65500621,1,7,2,3,1,3,5,3,1,3,4,4,1,2,3,0,2,3,7,3,1,4,4,0,2,3,8,1,4,4
chr13:77719532-77753358,3,1,3,2,6,1,4,1,4,2,1,12,2,2,0,1,2,6,0,3,3,1,3,1,5,1,2,1,1,2
chr1:151427823-151442205,4,2,2,3,2,4,4,1,3,3,1,1,2,2,0,2,3,2,6,1,0,2,3,1,2,1,4,6,0,5
chr3:149846011-149921227,26,24,26,12,24,33,33,25,31,21,28,33,41,24,1,26,21,10,21,30,2,12,26,1,25,1,29,10,26,45
chrM:11290-11508,4,3,2,1,1,3,1,1,0,1,0,4,0,3,2,0,1,0,1,4,2,0,5,0,3,3,1,2,4,3
chr6:52995623-52995788,0,1,3,1,1,0,3,3,0,0,2,1,0,2,2,2,1,1,3,1,4,3,0,0,0,2,6,3,2,7
chr14:32090502-32117287,7,4,4,2,8,5,9,2,5,5,4,5,5,7,5,5,7,3,12,7,5,6,5,9,3,8,2,8,4,11
chrM:9294-9341,7,12,4,2,5,5,9,2,5,1,4,3,4,4,13,2,7,1,4,4,0,5,5,3,9,8,4,2,4,10
chr1:13731000-13742157,3,2,1,2,1,1,4,1,1,1,4,2,2,1,1,3,2,4,2,3,3,1,2,1,0,2,1,2,2,3
chr2:230357805-230361697,4,0,0,1,1,2,2,1,1,0,4,3,3,3,0,5,2,1,0,2,5,2,0,2,1,1,0,3,4,1
chr5:139363759-139364743,5,4,5,3,7,8,9,1,3,4,4,7,2,8,2,8,6,3,5,10,4,6,8,4,5,5,5,5,2,11
chr5:84060300-84066606,5,11,10,1,8,7,9,6,12,4,12,8,12,4,9,11,6,6,7,9,6,8,4,3,2,12,4,7,7,18
chr11:70354301-70356254,0,6,1,0,1,3,8,0,4,1,3,6,0,0,1,4,4,5,4,3,0,4,3,5,2,2,2,3,6,5
chr11:65499734-65499826,3,3,0,3,2,2,3,3,1,3,3,2,1,5,0,2,1,4,1,3,0,1,2,0,3,3,2,2,2,4
chr18:36026900-36033837,7,3,1,1,2,2,5,2,2,1,1,1,1,3,2,4,3,3,5,4,3,2,1,3,1,4,3,4,1,3
chr14:49862556-49862736,6,2,2,3,4,1,5,1,2,3,5,6,1,2,3,3,4,3,7,12,1,4,5,5,4,9,7,3,1,6
chr13:21167988-21168399,11,5,2,1,6,6,4,3,3,3,3,3,4,1,0,5,3,1,2,1,1,4,4,5,7,6,7,4,6,6
chr11:65499775-65499928,3,3,0,4,1,3,4,1,3,0,0,5,3,3,5,4,3,3,3,2,4,1,0,2,0,1,3,2,0,4
chr2:110545069-110545631,6,4,5,0,1,6,2,3,0,3,6,4,3,2,5,6,3,6,5,8,1,1,3,2,1,9,5,5,1,9
chr11:65500057-65500108,4,2,4,1,2,2,2,1,5,1,1,4,3,2,1,2,1,1,0,1,0,1,1,1,3,2,1,1,3,2
chr19:1271329-1272051,3,0,1,4,3,1,5,5,0,3,3,1,3,1,1,1,0,3,1,2,1,0,4,2,1,1,2,3,2,5
chr1:32030298-32033334,2,2,2,0,2,3,7,1,3,2,2,1,1,2,3,5,0,1,2,3,0,1,6,3,2,4,1,4,1,2
chrM:8191-8293,0,3,0,1,0,2,7,4,0,3,5,6,0,0,0,5,4,1,2,0,0,0,3,0,2,2,7,3,5,4
chr16:8915254-8917156,1,1,0,0,3,3,3,2,0,1,2,7,3,4,4,3,5,2,1,2,3,4,5,1,1,1,1,7,1,2
chrM:11525-11635,5,1,6,0,3,3,1,4,3,2,1,1,2,4,2,2,1,1,1,2,1,2,4,0,7,1,3,1,2,2
chr14:23033368-23033674,1,0,2,2,2,1,1,2,0,1,3,1,0,2,1,2,3,4,3,4,0,1,0,0,3,2,1,2,1,3
chr3:149846011-149912083,6,3,0,2,5,6,1,2,1,0,3,2,5,1,0,1,3,0,2,3,3,3,0,1,3,1,1,1,4,1
chr1:59321536-59378837,2,2,0,0,2,9,1,3,3,3,7,3,9,6,1,2,1,3,1,4,1,8,3,5,1,5,5,4,1,3
chr2:120127688-120175004,2,2,4,1,1,4,6,3,2,10,3,1,6,4,1,7,5,6,2,1,2,1,4,1,3,2,1,8,4,1
chr1:40189055-40202614,1,1,2,3,3,9,1,2,1,2,3,3,1,2,1,6,2,1,6,1,1,3,12,4,3,4,2,2,3,8
chr5:95755396-95763620,35,22,12,27,31,2,1,22,38,38,34,28,20,36,3,56,15,18,24,1,1,1,40,2,20,30,1,1,26,36
chr19:50398851-50399484,4,6,3,2,1,9,4,3,5,1,4,2,5,3,1,3,2,6,4,5,1,3,4,1,2,5,2,3,0,10
chr19:8455405-8463686,3,1,2,3,4,5,7,1,1,6,1,8,2,3,3,2,2,3,4,4,3,7,6,5,4,1,3,3,3,4
chr7:6814764-6823360,2,1,1,1,5,4,8,4,6,3,3,7,5,6,1,4,1,3,2,3,4,2,0,1,0,7,2,3,6,4
chr4:3086939-3107423,6,5,6,4,14,6,9,6,5,5,5,1,8,1,4,12,7,4,8,7,7,3,13,8,5,10,9,3,5,10
chr11:65499696-65499920,3,7,3,7,3,3,1,1,4,4,1,4,2,1,4,7,3,4,1,5,6,1,4,2,4,5,5,2,2,7
chrX:37386599-37426000,4,0,1,2,3,2,1,0,2,2,3,3,0,2,1,0,2,2,2,0,3,1,0,2,3,1,0,1,0,4
chr4:38089932-38103157,7,2,3,11,5,9,13,2,9,0,6,8,4,3,1,1,5,3,8,4,1,3,12,4,7,7,6,9,8,8
chr2:199308760-199381820,4,6,2,5,3,4,7,7,10,1,6,2,7,4,1,3,8,5,7,4,2,3,7,6,7,2,12,5,4,7
chr11:65500520-65500602,3,3,1,5,5,3,1,5,4,3,11,3,1,8,2,4,6,4,6,5,3,1,3,1,1,3,2,3,1,8
chr1:206937445-206937700,3,1,2,2,3,5,2,0,4,2,2,4,2,2,0,2,3,0,2,1,2,1,7,3,3,2,0,1,2,4
chr12:116230433-116237705,3,1,1,1,3,4,5,5,2,1,2,1,1,3,1,2,7,4,5,2,5,3,3,6,1,5,1,4,4,3
chr5:136147832-136154163,2,2,0,2,1,5,3,3,7,4,2,3,2,1,0,2,1,0,1,0,2,1,2,1,1,4,1,2,2,1
chr1:59321536-59346398,3,1,2,2,6,5,1,4,3,6,5,4,5,7,1,4,0,4,5,4,1,5,5,3,3,8,2,5,5,8
chr7:105073619-105077433,3,1,2,1,4,4,5,1,2,2,3,1,2,3,0,6,1,3,2,0,4,2,5,8,2,2,2,3,1,1
chr14:73147795-73173707,1,8,3,10,11,3,3,9,1,7,1,7,6,1,4,6,6,0,7,4,3,4,12,8,3,8,8,1,5,13
chr17:62680454-62680777,3,1,1,5,2,4,4,4,3,0,4,5,3,2,10,3,4,3,0,5,3,1,0,6,2,1,1,1,4,1
chr22:24302195-24313466,3,2,1,0,5,4,3,3,6,1,4,5,0,1,1,1,4,4,0,3,2,2,2,4,2,3,7,1,4,7
chr22:29340882-29341500,5,4,4,0,7,13,14,5,2,1,4,8,3,4,7,1,3,2,5,2,10,2,5,4,2,5,2,3,3,11
chrM:8927-9189,0,2,1,0,1,0,7,3,3,1,2,2,2,0,13,1,3,2,7,3,0,5,6,1,5,10,4,4,7,2
chr1:145745753-145745963,1,2,0,6,2,1,2,1,2,0,4,3,2,1,0,0,5,3,2,2,1,2,1,0,2,3,4,5,1,5
chrX:85067127-85074391,3,0,1,1,1,2,4,0,1,1,3,5,2,2,0,4,3,5,1,4,5,1,10,2,1,3,2,5,5,3
chr2:8943187-8958642,9,9,4,2,2,5,4,1,6,3,9,4,2,3,2,5,5,1,4,2,2,2,5,1,4,7,2,7,5,3
chr14:20343074-20343210,2,2,2,2,2,4,5,6,4,1,6,4,1,1,7,1,5,5,6,2,4,1,6,4,0,5,6,0,2,4
chrM:5902-6188,8,11,5,1,7,5,12,11,15,11,9,2,8,0,22,8,8,5,17,8,7,7,8,3,6,5,6,3,4,8
chr8:116655856-116658980,0,0,2,0,0,3,4,1,4,0,5,2,0,4,1,2,2,3,2,2,3,1,4,1,2,2,1,0,2,0
chr2:199323803-199433514,5,5,1,4,0,2,8,4,5,5,3,7,6,4,1,2,1,1,2,5,1,0,1,4,3,5,4,1,7,6
chr7:131387120-131399433,8,4,0,3,2,3,3,2,0,0,4,3,6,2,1,4,1,3,3,4,2,0,3,3,1,4,2,1,2,2
chr17:48112031-48113401,3,2,0,2,2,4,7,1,3,2,6,5,2,2,0,4,4,2,7,2,3,3,6,2,3,3,1,4,2,6
chr5:129104956-129107062,4,2,4,1,6,3,5,1,1,2,0,6,6,5,1,4,3,4,3,2,0,1,2,4,0,1,3,4,2,1
chr6:70426439-70452571,3,1,1,1,2,3,3,3,2,3,2,5,2,4,1,0,2,2,5,1,2,1,3,0,2,5,4,0,1,2
chrM:5401-5510,0,4,4,0,1,4,0,1,2,0,2,7,2,4,20,1,1,2,7,3,1,2,9,2,1,6,3,3,10,6
chrM:7702-7809,5,4,1,1,5,1,10,4,1,0,2,6,0,1,9,2,6,1,3,3,0,5,6,3,2,4,6,2,4,2
chr7:66127704-66134374,0,2,1,2,1,2,4,7,2,0,6,5,2,2,0,2,3,2,1,4,1,2,0,2,1,8,4,1,5,5
chr1:16564807-16567351,13,6,16,6,13,8,28,10,6,20,28,14,9,11,9,13,16,14,24,18,6,7,18,12,7,12,5,11,15,16
chr3:3156219-3174261,0,1,3,1,2,5,2,1,3,1,6,1,6,1,0,4,2,3,3,3,3,3,3,2,2,1,0,1,3,4
chr11:65499666-65499845,5,5,3,7,2,3,3,0,5,8,5,3,1,3,2,3,0,2,1,1,5,3,1,4,2,2,4,2,5,5
chr15:42260958-42268032,1,4,0,1,2,3,2,0,0,2,5,7,3,3,2,2,2,2,1,0,3,1,3,1,4,5,3,3,2,6
chr4:1900626-1930770,2,0,2,4,1,1,3,1,2,1,0,0,2,2,0,3,4,1,3,0,1,0,0,2,1,3,1,3,2,3
chr6:158573420-158589782,3,6,5,5,9,5,8,2,4,4,6,0,5,2,1,6,4,1,1,3,4,4,4,7,3,4,4,5,6,8
chr3:170171373-170178938,3,4,6,1,3,3,3,4,7,4,5,5,3,1,0,4,2,3,4,1,3,4,2,2,0,3,3,7,5,3
chr12:49763732-49763922,1,3,3,2,2,5,4,4,2,1,2,3,0,1,0,1,3,2,6,4,0,2,4,2,0,0,5,0,3,2
chr4:139889357-139890967,4,6,2,6,12,7,3,4,7,4,11,6,4,4,3,5,10,8,7,8,1,3,5,3,5,5,12,7,3,6
chr11:65505849-65505911,8,5,5,1,7,4,18,2,8,2,3,6,4,6,7,6,3,3,3,5,1,4,5,3,1,4,4,3,5,1
chr14:49586583-49586851,2,3,2,4,3,1,4,2,2,1,1,4,2,5,2,4,1,7,4,4,3,2,2,4,3,1,2,6,7,6
chr17:39708321-39710481,6,14,8,6,9,1,18,1,7,3,5,15,9,9,2,5,4,1,12,7,8,2,9,7,2,10,2,1,5,6
chr12:124913340-124913567,5,3,3,10,4,5,0,2,3,3,4,2,4,4,2,7,1,0,1,1,0,0,7,3,1,3,1,3,9,4
chrM:7169-7285,7,11,1,0,6,5,39,8,7,7,11,5,7,7,35,3,5,2,13,9,4,14,14,2,8,12,4,1,0,17
chr2:210153495-210154611,3,4,1,2,3,5,8,4,5,0,3,3,6,3,6,3,0,2,3,6,3,2,6,2,1,1,5,5,3,6
chr12:12519862-12521463,1,3,3,3,2,4,7,1,4,3,6,2,3,3,3,4,1,1,3,3,2,4,7,3,1,0,0,2,5,1
chr9:33351560-33352719,4,7,4,2,5,5,10,2,1,3,4,11,3,5,3,6,0,4,4,5,2,1,4,3,4,5,3,1,2,3
chr12:42210355-42210680,3,2,4,1,1,2,3,2,2,1,2,2,4,2,1,3,1,2,2,2,0,2,2,5,1,3,3,3,3,3
chr11:65499603-65499749,7,5,4,11,1,1,9,0,4,5,8,3,8,2,1,6,1,1,4,3,3,2,3,1,2,2,1,3,4,5
chr2:26364302-26375148,4,2,1,3,4,1,3,3,3,0,6,2,2,2,2,6,2,3,2,4,2,1,1,2,1,5,1,6,2,3
chr11:65500057-65500207,2,7,0,8,1,1,10,1,3,5,3,2,1,2,1,3,3,4,8,8,3,4,6,2,4,4,8,6,6,11
chr2:196912882-196923125,1,2,1,1,1,4,1,4,2,1,5,6,3,4,1,6,1,0,1,4,1,1,5,3,1,7,7,2,4,3
chr1:92605307-92625934,2,0,3,0,3,4,3,1,2,0,3,7,2,1,0,3,2,2,0,1,1,1,0,1,1,3,1,3,2,2
chr16:53154447-53157541,5,4,1,4,3,4,3,4,2,5,0,2,4,3,0,4,1,5,2,4,2,1,2,4,0,9,3,0,3,7
chr3:113488945-113506605,2,4,1,1,1,4,2,2,0,1,2,4,2,3,1,6,3,3,3,2,2,1,1,1,3,3,3,2,2,4
chr9:75016268-75017448,2,0,3,2,3,5,4,2,6,4,5,1,2,1,0,2,3,4,1,0,3,1,3,2,4,4,3,1,2,5
chr12:82857010-82857580,3,3,3,5,5,14,5,8,5,1,6,7,7,11,1,9,10,4,4,10,2,8,3,1,4,2,4,2,5,13
chrM:5062-5177,1,4,2,0,2,0,2,4,0,0,2,3,1,0,19,0,0,0,2,1,1,7,3,4,4,1,1,2,5,4
chr2:214767482-214797117,1,1,1,1,4,4,4,1,3,1,1,1,1,5,2,2,0,1,4,5,2,1,6,1,5,3,6,2,4,4
chrM:5631-5816,1,3,0,2,5,3,13,6,3,5,5,5,3,2,23,0,6,3,3,10,5,3,2,10,1,6,4,1,0,6
chr19:29985223-29986417,3,3,3,2,3,4,6,1,2,0,2,4,4,6,1,3,1,4,0,1,3,3,4,1,2,8,4,3,3,1
chr11:65499697-65499840,5,7,2,7,1,6,5,0,7,2,4,1,3,4,6,3,5,0,1,9,2,2,2,5,4,8,2,2,7,5
chr6:31269966-31354665,0,3,4,0,8,0,16,0,16,0,1,28,5,3,9,3,4,2,1,5,0,15,6,13,4,1,6,0,3,11
chr6:110887505-110890356,9,11,5,10,11,12,17,11,9,2,8,9,11,11,5,9,6,4,12,8,4,7,16,7,5,17,9,12,6,15
chr8:17713214-17723833,1,1,0,0,0,5,1,3,5,1,2,3,5,1,3,4,3,2,1,3,3,2,2,3,1,6,0,2,4,3
chr1:66958059-66963160,2,0,3,1,5,4,6,3,2,2,4,6,10,1,2,1,5,0,3,3,1,2,7,2,3,1,3,2,2,4
