ID,1032245-N_bwa.ciri2,1039868-N_bwa.ciri2,1042353-N_bwa.ciri2,1042745-N_bwa.ciri2,1043773-N_bwa.ciri2,1045386-N_bwa.ciri2,1045549-N_bwa.ciri2,1046191-N_bwa.ciri2,1046287-N_bwa.ciri2,1046349-N_bwa.ciri2,1046499-N_bwa.ciri2,1047291-N_bwa.ciri2,1047831-N_bwa.ciri2,1047912-N_bwa.ciri2,1048720-N_bwa.ciri2,1049983-N_bwa.ciri2,1050700-N_bwa.ciri2,1051316-N_bwa.ciri2,1054390-N_bwa.ciri2,1056166-N_bwa.ciri2,272577-N_bwa.ciri2,451368-N_bwa.ciri2,477022-N_bwa.ciri2,515975-N_bwa.ciri2,522638-N_bwa.ciri2,548142-N_bwa.ciri2,649867-N_bwa.ciri2,685749-N_bwa.ciri2,843725-N_bwa.ciri2,99272-N_bwa.ciri2
chr1:155521100-155521618,0,0,0,4,2,2,2,3,2,0,2,5,3,0,0,3,2,2,0,0,0,3,3,0,0,0,3,3,0,0
chrX:73577407-73584572,0,2,5,0,2,0,5,0,2,3,0,4,3,0,3,3,2,3,0,3,0,0,3,2,2,4,0,3,3,4
chr1:230943806-230961303,3,2,0,3,2,4,3,3,0,0,0,0,2,3,3,2,2,2,2,0,0,0,3,3,0,0,2,0,0,0
chr5:145764931-145826200,7,13,10,7,5,8,11,5,8,7,16,9,5,5,2,17,5,11,11,8,5,5,20,3,4,16,10,5,3,10
chr8:18799295-18804898,0,18,16,0,20,20,34,14,31,26,14,27,16,16,29,35,15,12,25,18,12,17,28,24,0,20,21,15,9,35
chr10:12400016-12403369,8,0,0,6,4,0,4,3,0,3,2,3,5,0,2,5,2,2,0,2,0,2,5,2,0,4,2,5,0,4
chr2:40428473-40430301,0,0,4,0,2,2,7,0,2,0,4,2,2,2,8,3,3,2,0,0,0,3,6,2,0,0,2,2,6,6
chr2:64551443-64553409,4,4,0,2,0,5,2,0,6,3,3,2,3,6,0,2,3,0,6,3,0,2,5,2,0,3,4,2,5,0
chr19:8455405-8463686,8,2,7,6,5,7,14,5,2,6,14,12,3,4,7,4,2,6,9,9,7,13,11,8,9,7,7,7,7,6
chr2:190655977-190673152,3,5,4,4,2,0,2,6,0,4,0,0,0,0,0,7,7,0,5,0,4,4,8,0,2,0,2,0,0,6
chr1:77717867-77725762,3,7,0,2,0,4,5,0,0,4,0,5,8,0,0,12,5,2,2,6,0,2,3,4,5,6,0,3,2,7
chr6:7176655-7189322,20,24,18,25,22,23,33,21,18,27,18,35,16,32,15,22,14,14,24,30,12,18,29,16,21,33,27,25,23,40
chr1:32030298-32033334,2,3,2,0,4,3,8,2,3,2,3,0,0,4,3,5,0,0,3,3,0,0,6,4,2,5,0,4,2,4
chr18:58918271-58920633,5,4,0,5,7,5,8,3,3,0,2,5,6,4,10,5,3,3,0,3,3,3,5,3,3,3,5,2,2,7
chr5:74745678-74750667,0,4,2,0,6,4,10,3,4,3,8,0,2,5,4,4,5,2,2,3,0,0,4,3,3,5,5,4,2,5
chr9:37126312-37127263,3,4,0,2,3,7,10,0,5,0,4,7,3,0,4,4,4,6,0,4,2,2,7,4,2,3,3,4,3,6
chr7:35667434-35673278,5,6,8,4,6,14,15,17,9,7,13,13,10,6,6,5,5,9,6,8,5,3,12,2,7,17,7,9,9,13
chr12:32598497-32601423,3,5,2,0,2,0,4,8,6,0,0,8,2,5,2,4,2,3,5,6,5,4,4,3,0,5,3,3,3,5
chr1:213077696-213117410,2,4,3,0,3,6,2,0,3,0,4,6,3,3,2,4,2,2,2,0,3,4,4,0,3,3,3,3,4,11
chr17:12081356-12095694,6,0,0,0,2,3,5,3,5,0,2,3,5,0,2,5,2,3,2,4,2,3,4,0,0,3,2,3,0,2
chr12:89466770-89472275,3,3,0,0,5,10,6,3,0,6,2,0,0,4,0,3,0,2,0,2,0,2,0,3,0,13,0,3,3,0
chr3:111913319-111920419,4,5,3,2,6,8,4,3,4,3,3,3,3,2,9,9,6,3,4,5,0,4,2,2,5,6,6,6,0,8
chr5:128138597-128152805,3,0,4,2,7,5,4,3,2,3,2,0,8,0,0,8,4,2,3,6,0,2,4,3,2,0,2,2,0,11
chr17:42727635-42730918,0,3,2,0,2,2,11,2,2,2,0,2,4,2,2,4,5,2,3,4,0,0,2,3,2,0,3,3,6,4
chr19:3660966-3662001,3,4,0,0,2,0,8,0,3,2,2,2,3,2,2,4,4,0,4,6,0,2,5,0,0,0,8,0,3,0
chr9:33351560-33352719,6,9,4,2,6,5,13,4,3,4,4,11,5,5,3,7,2,5,6,10,2,4,5,4,4,8,6,3,4,6
chr11:119284969-119285566,2,2,0,0,3,3,3,3,0,3,0,3,2,2,5,0,2,3,3,3,0,5,6,4,0,2,2,2,0,3
chr19:18537601-18538436,7,10,12,8,26,20,22,7,15,13,9,17,15,12,16,21,10,5,9,19,10,11,15,9,10,19,15,11,15,17
chr2:196912882-196922186,0,0,0,2,2,3,2,6,4,0,3,5,3,0,3,4,0,0,3,3,0,2,2,4,3,7,5,2,2,6
chr10:113876521-113884380,3,0,3,2,3,7,2,0,5,0,0,3,3,2,2,0,5,0,0,2,2,2,4,0,0,3,0,0,4,0
chr9:16435555-16437524,4,3,4,4,9,14,9,5,5,5,6,5,5,6,25,8,15,3,9,8,8,2,7,2,6,3,3,2,4,11
chr8:18867674-18872733,7,3,5,4,6,6,21,4,3,4,3,7,6,6,3,7,0,3,6,5,7,3,8,5,3,3,6,6,6,4
chr4:102525512-102537956,0,2,0,0,2,2,2,0,0,0,3,5,3,3,5,4,2,0,0,3,0,5,3,4,0,8,6,2,0,2
chr10:4830675-4873307,2,0,0,3,3,0,3,3,2,2,0,0,3,3,2,4,2,0,0,3,0,0,0,0,0,2,0,5,0,2
chr14:30670256-30675065,4,4,5,0,5,9,5,5,8,2,4,6,0,4,4,6,7,3,6,7,5,9,7,2,4,14,4,6,7,8
chr20:63202287-63203807,0,0,0,0,0,2,0,2,0,2,4,3,0,0,0,2,3,0,3,4,2,2,3,0,3,3,0,0,2,3
chr14:76166663-76195972,2,0,0,0,5,0,6,0,3,2,0,4,0,0,3,2,0,2,0,8,2,2,4,0,0,5,5,3,2,2
chr4:51863437-51877854,4,4,8,0,3,12,11,8,3,5,7,8,5,5,4,9,13,2,5,6,6,3,7,7,7,12,7,6,11,10
chr5:123545417-123557564,87,104,70,72,87,130,96,48,73,81,70,103,81,84,41,97,83,53,79,73,56,58,112,70,66,99,72,67,88,152
chr4:150415438-150491035,3,2,0,4,6,8,3,0,4,3,4,0,5,3,6,0,4,3,5,5,3,2,2,0,2,2,2,0,5,3
chr15:77252367-77284030,4,0,0,0,3,5,2,0,2,0,0,3,0,0,3,0,4,0,0,2,4,3,3,6,0,5,5,2,2,3
chr9:33960826-33963791,2,0,2,2,0,3,3,0,0,3,8,0,2,0,2,0,5,0,0,4,2,2,0,2,0,4,4,0,4,2
chr9:120831331-120833456,0,2,2,2,3,8,2,2,5,0,0,2,3,3,0,5,5,2,0,0,0,4,2,0,0,0,4,2,2,3
chr7:5641154-5652510,5,4,2,0,0,0,4,2,0,0,0,2,0,2,2,3,2,2,0,2,4,0,4,0,2,3,0,0,0,0
chr19:21405129-21405856,2,4,3,2,3,3,3,3,0,2,4,5,4,0,2,0,4,0,0,6,0,3,4,6,4,0,2,3,3,4
chrX:118654602-118654961,2,4,0,2,3,3,3,0,5,0,4,0,2,5,2,4,0,0,2,5,0,0,3,0,0,0,0,0,2,5
chr12:116230433-116237705,3,2,2,0,4,8,7,6,5,0,3,2,2,6,0,3,9,5,7,4,6,4,8,9,3,10,2,6,5,4
chr7:140702866-140704963,0,2,0,4,2,3,0,6,2,0,0,0,6,0,0,2,2,2,0,3,0,4,0,3,2,2,0,5,4,8
chr2:58198579-58232112,2,5,3,0,3,4,2,2,2,0,0,0,3,2,0,0,4,2,2,3,0,3,6,3,2,5,0,2,5,0
chr4:61934840-62044549,6,4,7,4,14,12,5,9,0,6,9,8,8,0,12,6,0,6,5,8,3,3,3,4,0,4,2,5,4,9
chr2:106158058-106166083,5,8,5,7,6,13,7,2,5,6,12,9,5,7,3,7,10,7,6,4,3,6,12,6,5,7,9,8,6,15
chr3:141512163-141540609,0,0,0,0,0,2,4,0,0,2,2,5,3,5,4,0,0,0,0,2,0,5,4,3,0,3,4,0,3,2
chr3:130930416-130941699,5,2,0,4,2,5,7,2,0,4,0,2,7,4,3,0,4,4,2,0,0,2,2,0,2,0,0,3,5,8
chr21:29326059-29329693,0,2,2,5,0,3,3,0,0,0,3,0,2,2,0,0,0,2,4,4,3,0,0,2,3,2,0,2,5,8
chr10:12081472-12094271,2,4,0,2,2,2,0,4,0,0,0,0,3,2,2,2,0,0,0,2,2,2,2,2,0,4,3,3,0,2
chr2:176296860-176337577,6,6,7,5,6,9,7,4,3,10,8,6,5,7,8,6,3,2,5,11,2,8,4,5,5,6,8,5,5,8
chr8:140789474-140890769,4,5,2,0,5,2,2,0,0,3,4,4,3,0,5,3,0,0,0,2,2,0,0,0,5,2,2,2,2,4
chr4:84896911-84932363,0,2,0,0,2,3,2,4,2,2,0,0,0,3,0,2,2,0,0,0,0,2,2,2,2,2,2,0,5,4
chr18:58165788-58252054,3,8,0,2,3,3,2,0,0,0,2,5,0,2,0,0,5,0,3,3,4,0,4,2,0,5,2,0,5,4
chr1:113825142-113834439,2,8,0,3,0,2,0,2,0,0,3,3,2,5,0,2,0,0,3,2,2,0,3,0,0,0,0,3,4,6
chr16:53873786-53888951,7,14,13,8,14,17,15,13,8,8,14,23,16,17,10,10,14,9,9,24,11,16,9,9,20,11,14,16,15,22
chr1:155853276-155853806,15,18,10,8,11,11,22,8,13,13,8,5,12,9,7,10,12,7,8,13,14,5,17,12,19,11,8,10,17,15
chr16:69695136-69695379,0,0,0,3,5,6,5,0,2,2,0,4,0,4,3,2,4,3,2,2,0,3,5,4,0,3,3,2,3,3
chr1:23030469-23050520,8,9,5,6,7,9,13,6,13,8,16,6,14,9,10,13,14,6,3,7,9,11,15,9,9,13,13,7,12,19
chr1:38915562-38919337,2,2,0,0,0,3,0,3,4,0,2,4,0,2,0,0,3,2,4,0,0,0,2,5,6,3,2,0,0,0
chr11:32589547-32596047,5,2,0,0,2,2,0,0,0,0,6,0,4,4,0,0,5,0,3,0,2,0,3,3,3,2,0,2,5,0
chr16:29833733-29834066,8,6,4,3,5,2,7,4,3,0,5,8,7,6,5,8,2,7,4,2,0,5,4,8,2,5,3,0,5,8
chr14:64521487-64523402,2,3,0,0,0,2,0,0,0,0,0,2,2,4,0,3,5,4,4,4,0,0,5,0,3,2,4,5,4,4
chr4:6994184-7001251,3,2,0,2,0,5,9,3,5,2,3,6,5,4,0,2,0,0,3,4,7,0,5,3,5,7,2,4,5,6
chr11:120473050-120477526,4,0,0,2,7,4,6,4,3,6,3,0,0,6,0,3,2,4,3,2,2,0,3,3,0,4,3,3,2,5
chr8:140347757-140360193,0,0,0,0,4,3,5,0,2,3,0,4,4,4,0,0,2,3,0,2,5,4,3,0,2,4,5,3,2,2
chr2:88857271-88857415,13,10,10,19,17,12,8,7,2,0,10,37,11,12,2,5,4,6,9,13,6,10,23,0,5,17,9,8,9,26
chr1:117402186-117414831,14,13,6,5,13,15,25,14,12,10,18,24,17,19,5,12,25,21,11,14,15,26,18,17,10,18,12,12,12,23
chr12:122340753-122341697,9,5,0,4,6,9,9,4,4,5,9,8,6,3,6,7,7,0,9,6,6,0,8,7,7,8,6,3,7,8
chrX:150793691-150816078,0,2,0,0,6,3,5,4,2,0,4,4,4,4,2,4,5,3,2,6,3,0,6,2,2,5,4,2,5,0
chr10:11481770-11485911,2,2,0,0,0,6,2,0,2,0,3,2,3,0,0,3,0,0,0,2,0,0,3,4,3,5,3,0,0,6
chr7:92294889-92307656,3,6,6,0,0,6,15,2,2,5,7,5,0,2,2,4,0,3,5,6,0,0,4,3,2,0,5,4,6,7
chr5:176943335-176958154,21,24,12,17,23,27,45,11,11,16,15,21,25,19,26,21,22,10,16,25,12,22,41,13,26,20,20,20,13,40
chr6:13632370-13644729,3,7,4,9,12,11,17,9,10,4,10,9,17,9,3,14,10,3,8,5,7,8,15,9,10,8,6,6,6,12
chr12:69251129-69262562,0,3,3,3,4,3,7,5,6,4,13,5,7,7,4,6,7,3,13,5,3,5,6,5,6,9,5,12,0,11
chr10:32543300-32584304,7,5,4,6,7,12,5,0,7,3,9,9,0,4,0,3,7,4,3,3,0,7,4,5,9,5,3,10,7,14
chr14:73147795-73148094,9,0,3,3,5,4,10,0,6,3,5,7,4,10,0,6,8,2,3,7,2,2,11,4,6,7,5,4,5,7
chr10:124681607-124682379,8,5,7,5,11,6,17,6,4,8,11,8,8,2,5,8,5,3,7,6,9,6,7,10,0,10,10,2,7,5
chr16:48553539-48562444,0,2,0,3,2,0,5,0,2,3,2,0,2,2,0,2,0,3,0,2,3,0,2,3,0,0,0,0,2,0
chr2:47378953-47379969,17,8,9,5,8,12,15,11,9,3,14,12,8,14,3,13,4,6,8,8,6,9,10,9,6,18,7,6,7,17
chr20:44972078-44987296,0,4,3,0,4,3,6,0,0,0,0,0,4,2,0,2,2,0,3,4,4,0,8,0,0,2,0,3,0,6
chr15:72518067-72555907,3,2,0,4,3,2,0,2,2,3,0,7,2,4,0,3,0,0,2,6,2,0,4,0,0,4,2,3,2,8
chr9:5968019-5988545,3,4,2,3,3,5,5,2,7,5,5,6,5,4,6,4,7,3,0,7,7,4,2,2,4,2,7,2,2,3
chr18:49363161-49379758,8,6,0,3,10,8,5,2,0,2,4,3,8,6,0,7,3,0,3,3,0,3,4,5,0,0,4,8,4,10
chr21:36338779-36344707,10,6,4,7,16,16,17,9,17,6,10,9,8,15,12,22,22,15,14,12,13,10,10,15,7,18,7,6,18,19
chr5:177619078-177632738,3,4,2,3,0,0,0,2,4,3,6,2,2,3,0,5,3,0,2,0,0,5,9,2,4,0,3,0,4,2
chr15:75411492-75413045,5,6,2,0,6,2,9,3,2,5,6,0,3,3,0,4,0,0,6,4,0,5,3,2,0,6,5,4,5,8
chr8:38347497-38348215,5,5,0,0,4,3,0,2,2,2,3,0,0,0,0,5,0,0,5,5,2,0,5,3,0,0,3,0,4,5
chr8:100220279-100231288,2,3,0,2,0,2,0,2,5,2,0,2,3,2,0,2,2,0,5,5,2,2,2,4,0,0,0,0,3,2
chr17:2394043-2395454,2,6,3,0,0,0,4,2,2,0,0,0,0,0,3,3,0,2,6,2,3,3,0,0,2,2,2,2,3,0
chr1:207815929-207817414,0,3,0,0,3,5,4,3,2,0,2,0,3,0,2,0,2,0,3,3,0,3,5,0,2,0,0,3,0,2
chr4:150798081-150808398,4,0,0,2,2,3,0,2,0,0,5,0,0,3,0,6,3,2,3,4,0,2,5,3,3,0,0,2,0,0
chr11:34957384-34978182,7,4,7,0,9,10,3,10,7,6,9,10,5,5,5,3,7,5,6,2,6,8,10,9,7,9,5,9,7,11
chr3:15411245-15415942,3,2,2,2,2,3,3,3,0,3,2,7,2,4,2,3,0,0,0,2,0,0,0,3,0,4,0,3,5,9
chr1:42265115-42311110,8,8,3,6,8,16,7,10,7,7,6,3,0,4,0,11,8,7,4,11,2,2,7,5,6,10,3,3,2,11
chr9:14146689-14179780,2,2,0,0,3,4,4,0,0,0,5,3,5,3,4,8,5,0,6,2,2,0,5,4,2,4,3,5,0,7
chr10:48401612-48410168,4,9,9,8,12,13,10,2,3,7,8,10,3,5,8,9,7,5,4,9,0,2,9,4,4,6,3,8,9,6
chr12:116236821-116237705,7,3,2,0,4,11,8,0,11,5,5,7,6,2,2,2,7,0,3,3,0,4,4,2,4,8,2,0,6,6
chr5:139600372-139623461,5,0,3,0,5,5,4,3,2,2,0,7,4,3,0,4,2,2,3,4,2,7,6,2,2,8,0,2,5,7
chr5:43675511-43704400,4,3,5,4,8,5,8,4,6,5,3,4,8,5,8,4,5,2,4,5,3,3,9,3,6,7,4,3,2,11
chr7:152263016-152315338,0,0,4,0,2,0,3,2,0,0,3,2,4,2,0,3,2,0,3,2,0,0,3,0,0,2,3,0,0,4
chr20:18297985-18306393,4,0,4,0,3,5,8,0,3,0,5,0,4,8,2,5,0,0,6,2,4,0,5,4,0,3,3,4,5,8
chr17:59353215-59353526,4,5,0,0,11,3,11,9,6,3,7,6,2,8,6,7,10,9,6,16,2,6,4,17,8,12,4,7,7,6
chr5:79640851-79669028,5,0,4,0,3,6,3,0,0,4,2,2,2,2,0,0,3,3,0,3,2,0,4,0,0,6,0,2,4,2
chr1:186406083-186419077,0,4,0,0,2,2,2,5,2,2,0,2,3,0,0,6,0,0,3,0,3,0,0,0,0,4,5,2,0,3
chr1:84865385-84866138,5,4,8,2,4,4,4,6,4,0,0,4,9,3,4,5,0,4,3,0,9,5,0,5,4,4,5,2,3,7
chr18:2890561-2892486,5,0,3,2,5,11,10,2,2,0,2,2,0,3,5,4,3,2,3,2,5,5,8,0,0,5,5,8,6,8
chr18:46890580-46903635,0,6,2,5,7,2,8,3,7,0,3,9,7,4,4,3,4,6,5,9,6,3,6,4,0,4,5,4,0,6
chr9:77214329-77227485,3,4,4,2,6,0,2,4,3,2,2,2,2,3,0,7,2,0,2,5,0,2,3,3,3,2,3,2,4,3
chr8:30474779-30479377,0,0,0,0,2,3,2,0,2,2,2,0,5,3,2,2,2,2,0,0,0,2,0,2,0,2,0,0,2,2
chr1:145839890-145842477,2,0,5,3,4,5,7,9,5,3,4,5,7,4,0,8,4,3,6,5,6,2,6,5,4,4,6,6,4,6
chr19:49196440-49196874,0,3,2,4,0,2,7,6,5,2,3,3,2,2,0,0,0,0,0,0,2,0,2,2,3,3,2,2,0,3
chr10:101672915-101676436,3,3,4,2,6,3,9,5,2,6,2,0,4,5,2,4,2,2,4,0,3,5,4,4,0,4,4,3,4,4
chr1:247157000-247159813,4,0,2,0,4,3,11,3,4,3,3,3,3,3,2,5,7,4,4,3,2,5,3,0,4,5,2,3,0,7
chr5:57246300-57247215,5,3,2,0,6,7,2,0,3,0,6,2,3,5,0,2,2,2,4,0,2,3,4,2,0,0,2,5,2,4
chr16:47497399-47515601,18,10,13,8,15,18,17,7,9,9,6,15,14,11,13,18,18,5,17,12,13,8,24,8,8,19,7,12,12,21
chr14:49825867-49831361,4,5,3,0,6,3,3,2,2,0,5,4,8,5,3,0,4,3,4,6,2,5,0,5,0,5,6,2,8,8
chr13:45516143-45519094,3,5,0,0,5,3,5,0,0,0,2,4,5,0,0,5,0,4,4,0,2,5,4,2,2,3,3,4,0,0
chr1:45640210-45642499,9,9,14,8,3,11,23,17,12,7,17,17,13,12,17,8,9,10,17,12,2,15,7,10,9,24,13,9,17,17
chr2:199380364-199433514,4,10,3,5,8,0,18,7,7,2,5,8,7,3,3,8,8,8,10,8,5,8,9,9,9,6,7,5,7,15
chr5:139614586-139623461,7,2,0,0,0,3,3,6,0,0,3,3,0,4,3,0,4,0,8,2,0,3,2,2,7,6,4,2,0,9
chr1:220006106-220007338,2,3,3,0,4,3,3,7,4,2,8,2,2,6,0,6,0,5,2,4,3,0,3,3,2,4,0,2,7,4
chr2:241456747-241475987,0,3,0,0,2,0,3,0,3,2,4,0,0,0,0,0,0,2,3,3,0,0,0,3,2,4,2,4,2,3
chr1:8495063-8557523,2,0,0,3,0,2,2,0,0,3,6,3,2,2,3,2,6,3,3,2,0,0,4,2,5,0,3,0,4,5
chr21:36247517-36248568,22,15,20,8,20,14,30,12,14,19,20,23,7,5,6,10,16,15,21,18,14,23,23,8,19,36,9,8,10,23
chr10:72708283-72715902,2,3,5,3,5,5,5,5,3,0,3,0,0,8,0,5,6,6,9,3,2,3,5,3,2,7,8,3,2,8
chr17:20204333-20205912,67,80,40,25,30,58,86,49,88,37,79,64,54,50,28,47,76,39,95,54,47,66,37,89,52,78,76,66,49,85
chr8:30474779-30504436,3,4,4,0,7,6,3,0,0,4,0,0,5,4,4,3,3,3,5,0,3,0,0,3,2,0,0,4,2,3
chr1:23814190-23820593,0,2,0,4,3,0,3,2,4,4,4,4,5,0,0,2,0,0,2,2,0,0,5,0,2,4,0,0,0,2
chr3:67746771-67768433,3,0,2,2,2,3,0,2,2,4,2,2,2,0,0,6,3,0,3,2,0,3,4,0,0,0,3,3,0,2
chr7:77585543-77600806,7,9,6,0,2,7,7,2,3,2,7,5,5,7,8,4,5,5,6,2,3,3,11,4,7,11,7,6,4,6
chr2:65001448-65010763,3,3,2,0,2,3,4,2,2,0,0,3,4,5,0,3,2,0,3,3,0,0,3,0,0,0,2,3,0,7
chr2:8943187-8958642,14,10,7,2,3,6,6,0,7,3,11,9,3,4,2,6,6,4,6,4,0,6,9,3,6,11,2,7,6,10
chr17:28122603-28172618,2,3,2,5,0,4,4,0,3,0,2,3,2,0,0,3,0,6,4,0,2,2,4,0,0,6,0,0,0,7
chr1:1223244-1223968,0,0,0,0,0,0,2,3,0,2,0,3,2,3,3,3,4,3,2,3,0,4,5,2,4,3,5,3,2,2
chr15:94356137-94385525,8,2,4,4,3,5,3,2,7,5,4,11,8,5,5,5,4,3,3,5,2,2,4,2,0,6,4,5,2,9
chr17:59764971-59773885,2,2,2,3,5,2,4,5,3,0,7,4,0,4,0,0,3,4,6,3,5,0,0,2,0,0,0,0,3,4
chr4:143543509-143543972,25,13,21,7,19,17,44,12,10,6,27,23,15,25,11,21,27,22,17,29,11,19,22,36,28,17,15,18,21,27
chr16:19644886-19652090,2,2,0,0,4,4,0,2,0,3,2,0,3,2,3,2,5,0,4,0,4,2,4,0,2,4,3,3,2,6
chr16:87975048-87984259,6,6,5,5,15,5,14,7,11,3,7,7,9,9,3,3,5,7,7,6,6,6,9,5,8,5,15,6,8,11
chr1:117402186-117420649,46,66,49,30,64,72,104,56,70,49,55,63,65,61,26,56,85,57,72,57,45,65,67,63,46,74,61,71,56,95
chr7:99493040-99494631,11,16,9,14,13,16,14,15,13,14,13,18,12,17,6,15,12,10,23,18,6,7,16,16,7,19,11,9,13,15
chr6:167870383-167889326,0,0,2,2,0,3,5,0,0,0,0,0,0,3,0,3,3,2,3,0,0,4,3,3,2,2,0,2,2,0
chr18:21564203-21568094,5,4,2,0,0,4,0,3,7,0,2,4,0,2,0,6,3,2,2,3,3,5,0,3,3,4,2,2,3,3
chr11:68551121-68564432,5,0,0,0,3,8,3,3,4,0,3,2,5,5,3,4,0,2,0,8,3,5,3,5,3,2,5,2,3,5
chr19:13025021-13025552,2,3,4,2,4,6,0,2,2,3,3,2,7,2,5,4,4,0,3,4,0,2,3,4,0,0,3,2,2,6
chr11:68185781-68190152,3,3,0,0,5,3,4,0,3,4,4,3,0,0,0,2,0,2,4,0,0,2,2,0,0,8,0,3,0,5
chr1:45659028-45661225,3,0,2,4,2,2,4,0,2,3,0,2,0,0,0,0,0,0,4,2,0,0,3,4,3,4,0,3,2,7
chr15:50583089-50592626,3,4,3,0,0,3,4,0,3,2,2,4,0,0,0,3,5,3,0,0,0,0,5,3,5,3,0,2,0,5
chr7:140776912-140808995,0,2,2,3,0,8,0,2,4,0,4,0,2,2,3,4,3,4,3,3,0,5,4,2,2,4,2,0,0,3
chr4:48684673-48710698,5,4,2,2,3,3,6,4,3,4,5,3,7,9,0,4,3,3,5,2,0,5,6,3,5,6,2,7,3,13
chr3:197104903-197119530,6,4,3,2,4,10,6,0,0,3,3,8,2,4,2,6,4,7,2,4,4,3,7,0,4,8,3,2,5,8
chr3:52737586-52741499,3,4,2,0,4,4,11,3,5,0,0,0,0,4,3,5,0,0,5,0,3,2,8,3,3,6,0,5,2,4
chr2:231075511-231087181,5,4,0,3,2,0,5,2,3,2,0,0,0,2,0,4,4,2,3,2,2,0,2,0,0,0,3,8,0,3
chr1:51402435-51408332,10,6,0,7,7,13,17,6,6,3,5,9,10,7,3,8,3,5,5,7,5,3,8,3,7,7,9,5,2,16
chr2:8943187-8974435,10,2,0,2,2,2,5,0,2,2,2,2,2,2,2,2,0,0,2,3,2,3,0,4,0,3,0,2,0,6
chr15:77467095-77471814,4,4,0,0,2,0,5,3,4,4,5,5,6,3,3,0,3,2,3,3,3,2,0,4,2,0,4,2,3,3
chr2:135748267-135761911,0,2,2,2,2,4,3,6,3,2,0,3,0,6,0,3,0,0,2,0,3,0,0,4,2,0,3,0,4,2
chr3:152445282-152447773,2,0,2,0,3,4,3,0,2,0,2,0,0,2,0,2,2,0,0,2,0,4,2,4,2,2,0,2,0,2
chr3:197814908-197820430,3,4,2,0,5,4,12,4,2,5,7,4,4,3,0,5,7,0,4,6,2,3,3,7,2,9,2,3,3,5
chr10:31373018-31461237,2,2,0,3,7,7,5,0,0,0,8,4,5,0,5,0,4,2,3,3,0,4,5,4,5,7,2,2,3,2
chr16:28487456-28489386,2,4,3,0,2,2,5,0,4,0,3,0,3,0,0,0,5,3,0,2,0,0,0,0,2,4,4,2,2,4
chr11:86022367-86031611,0,0,3,0,6,0,7,2,4,2,5,4,0,4,0,5,5,3,5,3,4,4,2,6,0,0,0,7,2,3
chr19:23373742-23374764,5,2,3,3,7,3,2,0,2,0,4,4,0,4,3,3,4,2,0,0,0,0,3,2,0,2,2,0,7,5
chr2:172562220-172565073,0,3,3,0,4,2,4,0,2,3,0,3,2,7,0,2,2,0,4,0,3,5,10,2,2,5,0,4,2,3
chr10:92531748-92537550,3,3,0,0,5,5,5,2,5,4,0,3,0,3,0,2,2,0,0,0,0,0,0,0,0,6,0,2,4,3
chr7:100023419-100024307,72,63,48,33,71,54,81,45,78,64,68,73,54,67,23,63,65,40,71,61,56,41,69,56,44,85,85,51,67,124
chr5:77449760-77464809,3,0,2,2,7,4,6,3,7,6,3,3,4,10,3,2,6,6,4,4,4,7,8,0,4,5,2,10,4,6
chr10:31908172-31910563,38,32,27,31,35,54,72,26,35,36,32,30,33,35,27,43,37,17,42,31,30,16,52,32,24,55,29,23,25,55
chr1:21089138-21111383,6,3,5,0,2,2,0,0,2,0,2,4,2,0,0,3,0,0,5,0,0,2,4,3,2,2,3,2,3,3
chr18:63280887-63281214,2,4,4,0,0,0,2,0,2,0,0,0,3,6,3,3,3,2,6,3,7,4,0,0,0,2,0,3,0,6
chr18:9182382-9221999,25,35,23,11,47,54,35,20,40,18,32,32,27,38,5,32,25,43,38,32,43,0,40,29,12,66,35,27,34,43
chr1:247138716-247159813,0,4,4,6,0,4,7,0,2,0,3,3,0,8,0,0,3,5,5,4,2,3,12,2,3,4,3,0,4,6
chr22:32478981-32485209,0,3,4,0,5,3,2,0,2,0,0,3,3,3,0,6,3,0,2,0,0,4,9,3,3,2,0,3,0,5
chr2:72465160-72480750,6,5,0,2,9,5,2,5,0,4,8,4,4,4,4,5,0,4,5,3,3,6,8,2,3,3,7,7,8,4
chr11:13413530-13421838,7,10,9,4,12,9,10,6,10,6,7,11,5,3,5,8,12,4,8,8,5,6,4,4,6,17,7,12,12,7
chr5:61472681-61494410,3,5,0,0,3,5,3,3,4,6,7,6,6,3,0,0,3,0,0,4,2,2,3,5,5,3,5,2,0,5
chr13:31215051-31229294,0,4,0,0,0,3,4,2,2,0,2,3,0,0,0,0,5,2,6,2,0,2,0,2,0,2,2,3,0,4
chr2:61522611-61526521,12,8,10,5,5,9,12,9,10,9,6,15,8,13,2,3,7,12,6,8,5,10,15,7,11,10,13,10,9,13
chr16:8915254-8917156,0,4,0,0,2,4,5,2,0,0,3,5,3,3,4,6,7,2,0,0,3,3,5,3,0,0,2,7,0,0
chr5:168488602-168494650,23,42,20,14,32,41,40,14,23,29,29,36,31,40,12,33,29,26,31,39,22,22,28,19,19,39,30,16,36,51
chr1:40267786-40272035,0,3,3,3,0,0,5,3,3,0,4,2,3,0,2,5,0,0,0,0,0,0,4,0,4,5,2,2,3,6
chr4:122927634-122979386,3,4,3,2,8,6,2,0,3,0,0,2,3,0,5,0,3,0,0,0,2,0,4,2,2,5,3,3,0,6
