ID,1032245-P_bwa.ciri2,1039868-P_bwa.ciri2,1042353-P_bwa.ciri2,1042745-P_bwa.ciri2,1043773-P_bwa.ciri2,1045386-P_bwa.ciri2,1045549-P_bwa.ciri2,1046191-P_bwa.ciri2,1046287-P_bwa.ciri2,1046349-P_bwa.ciri2,1046499-P_bwa.ciri2,1047291-P_bwa.ciri2,1047831-P_bwa.ciri2,1047912-P_bwa.ciri2,1048720-P_bwa.ciri2,1049983-P_bwa.ciri2,1050700-P_bwa.ciri2,1051316-P_bwa.ciri2,1054390-P_bwa.ciri2,1056166-P_bwa.ciri2,272577-P_bwa.ciri2,451368-P_bwa.ciri2,477022-P_bwa.ciri2,515975-P_bwa.ciri2,522638-P_bwa.ciri2,548142-P_bwa.ciri2,649867-P_bwa.ciri2,685749-P_bwa.ciri2,843725-P_bwa.ciri2,99272-P_bwa.ciri2
chr5:118928537-118944649,0,2,0,0,0,3,8,3,0,0,2,3,3,2,0,0,2,0,0,2,2,2,2,2,3,2,4,0,0,2
chr13:49168613-49178654,2,4,3,0,0,4,3,2,0,2,3,4,3,3,0,0,2,3,0,3,0,3,8,0,3,0,6,7,5,4
chr9:14639896-14680162,0,5,5,8,6,3,15,4,7,0,9,6,15,18,5,5,5,2,6,2,4,2,13,4,8,5,5,6,2,4
chr21:15014344-15043574,22,23,18,12,22,37,21,18,23,30,29,26,29,34,21,16,13,17,19,15,14,10,20,17,29,24,35,16,24,18
chr15:90217439-90219891,0,2,3,3,2,0,0,0,0,3,6,2,5,2,2,0,0,0,3,0,4,2,0,0,0,4,0,2,0,2
chr3:179203544-179204588,3,0,2,2,3,0,4,4,4,2,6,6,3,5,3,0,2,0,0,0,3,3,3,0,5,5,0,3,5,3
chr2:95148885-95153259,4,4,0,0,8,13,6,8,3,8,2,6,6,3,4,7,4,3,8,4,5,5,3,4,5,10,12,5,9,16
chr17:82763965-82781721,3,4,6,7,6,7,7,0,4,5,12,7,2,14,5,4,5,4,5,4,3,6,11,3,8,4,5,6,7,3
chr7:158788004-158799072,13,11,14,10,15,19,9,17,11,18,33,20,15,16,12,10,6,0,10,5,16,16,10,7,17,16,20,13,17,9
chr9:96522506-96565483,0,2,2,4,6,4,6,3,4,6,6,0,5,4,5,3,3,2,0,0,0,3,5,5,3,7,6,0,5,0
chr2:61495455-61498913,3,2,3,0,2,0,2,3,3,6,4,2,4,2,3,3,0,2,0,3,4,0,2,0,0,0,0,0,3,5
chr7:156826605-156836885,9,9,4,3,8,16,10,5,9,8,5,7,9,7,7,8,4,2,9,3,6,5,9,5,6,13,10,4,8,6
chr8:86368939-86381629,0,0,0,2,3,2,2,5,0,0,2,0,2,3,0,0,2,2,6,0,2,2,0,0,0,3,2,2,3,3
chr11:72757767-72759381,3,5,2,6,2,2,3,2,3,3,0,0,3,4,4,0,4,4,5,0,0,0,2,3,2,0,0,2,0,0
chr18:9195551-9221999,5,6,0,3,0,11,2,3,6,5,6,9,10,8,7,7,5,3,4,4,7,3,6,0,5,7,11,4,7,3
chr5:171183199-171205612,2,0,0,0,0,2,8,0,2,0,2,4,3,3,7,0,0,0,4,0,2,2,2,0,3,2,2,0,0,2
chr13:95723242-95725252,12,0,3,4,2,2,6,3,8,0,2,0,2,3,6,0,2,0,3,7,0,0,5,0,4,3,2,6,10,9
chr2:168063500-168129758,8,3,0,3,5,6,7,2,4,5,8,4,5,7,3,0,7,4,4,4,9,7,5,2,8,4,4,3,9,4
chr13:40559509-40560860,3,0,2,0,2,2,3,0,0,3,2,2,2,3,3,4,3,3,0,0,0,2,2,0,3,0,0,5,4,0
chr14:80743075-80778046,0,2,2,2,2,0,0,0,0,5,4,0,0,0,0,3,3,0,3,2,0,0,3,2,4,0,3,3,4,3
chr15:62033441-62044255,2,6,0,0,0,2,4,0,2,0,5,4,4,5,2,0,0,2,0,0,4,2,4,3,3,4,4,0,5,0
chr13:45151687-45207505,2,0,2,0,0,4,0,3,0,2,4,0,3,4,2,0,0,0,0,0,2,2,0,6,3,0,3,3,2,2
chr4:53414615-53428183,4,3,5,2,3,6,8,0,7,9,3,6,6,6,8,4,6,4,10,0,10,4,4,2,5,4,7,6,7,3
chr2:8888018-8958642,9,2,2,4,0,5,2,2,2,2,6,2,3,3,5,6,2,4,3,0,3,0,10,0,4,3,7,0,0,3
chr1:63478764-63508570,0,0,4,3,2,0,3,5,0,2,6,3,2,3,0,2,2,2,3,2,2,0,2,2,4,4,5,0,0,2
chr5:38990949-39021136,4,3,3,2,0,3,5,2,3,5,2,0,4,8,3,0,3,3,0,2,0,0,5,3,4,2,0,4,2,2
chr7:8003908-8060248,0,0,3,0,3,2,6,0,0,9,7,4,5,6,2,4,0,2,5,0,4,4,3,0,5,3,2,0,5,0
chr11:102362896-102368548,6,3,2,5,4,8,3,0,3,2,3,2,5,3,2,4,3,3,4,3,2,0,3,3,3,5,5,3,3,7
chr15:77467095-77471814,0,0,5,0,0,4,5,3,2,5,4,4,0,6,0,0,0,0,7,0,6,5,7,0,0,0,12,5,4,0
chr16:70258980-70262524,0,0,0,4,0,0,2,3,4,2,3,0,4,2,7,0,4,2,3,0,2,2,5,2,2,3,2,3,0,2
chr7:140702866-140704963,0,0,4,4,0,3,4,4,4,3,6,3,2,3,2,2,0,0,3,0,0,0,0,0,3,0,0,2,0,3
chr3:9750945-9751949,2,5,0,3,0,4,6,4,5,4,6,10,4,2,3,2,0,3,5,2,2,3,6,3,5,0,6,4,3,3
chr8:47279862-47294030,5,0,4,7,0,10,7,4,4,5,6,3,2,10,5,2,2,3,3,5,0,4,6,3,8,4,7,2,5,0
chr1:172551512-172557794,8,2,5,8,6,6,10,5,5,6,9,6,5,0,2,5,4,2,3,6,6,6,6,2,7,2,5,7,7,4
chr3:170136419-170149244,0,3,8,2,7,5,4,5,5,5,14,3,7,7,4,7,3,6,3,5,7,2,3,0,9,2,3,3,4,3
chr8:98706467-98707311,11,7,6,10,6,11,14,6,8,10,15,9,9,14,11,7,4,4,6,11,13,9,10,10,17,12,13,3,15,5
chr19:29971193-29986417,6,10,2,0,0,8,5,2,6,2,5,2,0,10,0,0,0,0,8,2,5,4,0,0,0,5,4,4,4,0
chr16:27211146-27215008,3,4,3,3,0,4,4,2,3,3,2,3,2,0,2,2,3,0,0,2,4,3,0,0,5,3,2,0,0,0
chr1:211353239-211354467,6,9,6,0,3,12,4,11,2,3,7,6,3,5,3,4,0,3,7,4,4,7,3,2,6,6,6,9,7,5
chr6:4891713-4892379,9,10,7,0,8,16,5,7,7,13,25,12,7,8,11,6,21,7,10,10,12,9,4,9,17,19,12,12,9,5
chr1:1223244-1223968,4,0,0,0,2,2,0,0,2,0,3,3,2,2,3,0,4,2,0,5,0,0,2,0,3,3,5,3,0,2
chr3:138570318-138571356,0,6,0,0,7,18,25,9,0,20,0,10,15,0,4,0,11,12,0,0,7,0,15,11,22,8,0,15,12,18
chr12:1371833-1444750,0,2,2,0,4,6,2,7,4,0,5,5,0,0,3,0,0,2,0,3,3,2,3,2,3,3,3,2,2,0
chr2:201129729-201149835,2,3,0,2,2,3,0,2,5,0,2,0,0,3,3,0,0,0,0,2,0,0,0,0,3,4,2,4,3,0
chr17:28122603-28172618,7,0,2,0,3,6,0,4,0,0,6,2,3,4,2,0,0,0,0,3,0,2,3,9,2,3,5,3,2,0
chr14:31127785-31133675,3,3,6,8,5,8,16,5,8,5,8,3,8,5,0,0,3,8,5,2,4,3,9,3,10,8,4,5,4,2
chr4:104518577-104519454,2,2,2,7,4,4,0,0,4,3,3,5,3,0,3,3,0,0,0,0,2,0,2,3,2,3,3,4,3,3
chr3:170113360-170149244,2,3,0,3,2,0,4,2,4,2,2,0,0,3,0,0,4,2,2,2,5,0,0,0,3,2,0,0,0,0
chr12:104844472-104928694,0,5,4,0,0,2,7,2,3,3,4,0,4,5,0,0,2,2,0,0,5,0,7,0,4,0,3,0,0,3
chr1:35358925-35361789,13,9,5,9,12,8,9,11,4,14,10,10,10,15,5,6,8,7,6,6,7,9,13,7,13,16,6,10,13,5
chr1:66891154-66905375,16,26,25,26,15,23,35,24,23,26,41,20,28,27,21,23,12,17,25,9,12,28,27,26,29,19,39,17,28,27
chr1:171523221-171527844,3,4,2,3,0,7,3,0,3,0,6,2,6,10,0,0,2,3,2,2,0,2,2,2,6,2,0,4,4,0
chr10:11997672-12014184,0,3,2,0,4,8,3,4,3,9,2,3,3,4,2,2,3,4,5,3,3,2,4,2,4,2,4,3,3,2
chr2:213310059-213364145,2,3,3,0,3,0,0,4,4,8,2,4,3,4,0,2,5,4,5,2,5,2,4,0,7,4,3,0,4,2
chr2:58084089-58089723,6,9,0,4,2,5,8,2,4,0,4,6,5,9,0,7,3,4,0,0,5,3,9,2,8,7,3,2,5,2
chr6:157036835-157084905,5,0,5,3,5,10,5,11,3,4,9,7,5,17,2,4,2,5,11,3,5,5,6,5,5,6,16,7,6,3
chr16:80684538-80685129,5,4,3,2,2,3,0,0,0,5,6,0,6,3,0,0,0,0,3,0,3,0,3,0,2,0,3,9,2,4
chr3:195959012-195960086,2,4,5,3,0,6,2,2,0,9,8,4,0,9,0,0,4,0,0,6,3,4,3,2,4,17,10,6,2,0
chr22:45700282-45740538,6,2,0,2,4,9,7,2,7,8,8,9,5,11,2,2,3,3,6,2,4,2,3,3,6,3,5,4,2,4
chr9:111386377-111391824,10,28,10,11,17,14,13,14,14,31,32,12,13,24,8,18,14,8,14,6,18,9,28,15,28,14,15,16,28,19
chr16:85633914-85634132,16,8,6,7,9,12,15,10,11,7,14,9,8,13,15,5,9,12,15,17,17,3,8,6,12,25,22,14,10,6
chr12:106842589-106843947,2,3,0,3,2,0,4,3,4,0,3,2,3,4,0,0,0,4,3,0,4,2,0,0,3,4,5,4,3,3
chr4:102304317-102324998,6,8,4,6,5,24,0,3,7,16,6,7,3,18,7,8,3,0,4,4,5,0,12,4,12,6,7,6,7,3
chr16:88018428-88038011,0,0,5,0,2,0,3,6,2,0,0,3,2,0,2,2,2,4,4,3,3,2,3,0,0,3,0,0,3,3
chr1:180984677-181005463,2,2,4,0,3,6,6,3,2,3,5,7,0,3,0,5,0,2,4,0,4,4,6,5,5,0,3,3,5,5
chr21:14968297-15043574,2,3,0,0,2,2,0,0,0,2,5,4,0,3,0,2,2,0,3,3,0,0,0,3,0,2,8,0,0,3
chr13:41252645-41260915,3,2,5,2,3,3,4,0,4,0,4,2,3,2,6,4,2,3,0,6,2,0,2,0,2,0,0,2,0,4
chr8:140347757-140360193,0,2,4,0,2,5,2,6,0,3,0,4,3,0,0,4,2,0,0,2,4,0,5,2,6,3,3,0,2,0
chr8:127890589-127890998,0,5,7,5,3,2,6,0,0,2,4,3,0,5,0,6,0,3,0,2,4,3,4,0,5,5,6,7,0,3
chr12:31442775-31447769,0,3,0,3,0,0,3,2,3,3,4,6,7,8,2,2,0,0,0,4,0,2,5,0,0,6,5,5,4,3
chr8:43069555-43072307,2,2,2,2,0,4,4,4,0,3,2,7,0,8,0,0,0,2,0,0,2,0,2,0,3,3,0,2,3,2
chr3:63912588-63913225,6,5,9,3,7,8,12,6,4,6,11,7,10,14,5,7,2,0,5,4,7,5,16,9,11,8,4,8,3,8
chr8:17753717-17755961,3,0,2,0,2,2,2,0,3,4,3,5,3,6,4,2,3,0,0,0,2,0,3,2,3,6,0,0,2,2
chr11:124647365-124648175,6,2,0,3,4,7,3,3,5,2,5,4,4,4,0,4,0,3,7,5,3,3,3,3,3,5,8,3,8,2
chr1:113825142-113834439,2,4,0,0,0,0,5,0,3,2,2,6,6,4,0,0,0,2,0,2,0,2,2,0,2,0,0,0,2,4
chr2:172558708-172565073,0,3,5,2,0,0,3,2,2,2,6,4,5,5,2,3,5,2,5,3,3,2,2,0,6,2,5,6,0,4
chr7:73686636-73687095,3,0,0,0,3,2,0,3,6,0,6,0,3,2,0,0,0,0,3,0,2,2,0,2,4,2,4,2,0,0
chr7:116110708-116112038,2,4,0,2,0,12,4,5,6,6,13,7,4,8,3,4,0,5,0,12,3,0,2,0,6,6,7,5,3,0
chr12:28225795-28259442,11,22,15,12,16,38,21,15,23,30,45,27,17,42,14,13,9,10,19,18,13,18,32,10,23,28,20,18,29,11
chr9:85669485-85712566,5,0,3,2,3,3,5,4,0,4,4,0,4,6,0,0,0,0,3,0,7,2,7,2,4,0,5,0,3,0
chr21:39206108-39212707,10,25,8,9,14,23,12,10,16,10,15,11,15,31,5,9,11,3,9,3,4,10,9,5,17,8,12,7,12,8
chr16:8915254-8917156,3,2,0,0,2,0,6,0,5,0,0,2,4,4,0,2,6,4,3,3,2,4,5,0,0,4,2,3,3,0
chr16:66938037-66939358,2,3,4,0,2,3,8,6,3,5,3,2,2,4,2,2,2,2,8,4,0,2,6,3,7,5,4,3,3,4
chr3:93995874-94003908,0,2,0,2,4,4,6,0,3,4,4,3,2,0,0,0,3,3,2,0,0,0,2,2,2,0,0,4,2,3
chr8:94664697-94665196,15,7,4,5,7,6,9,9,8,5,18,15,4,8,6,5,17,6,11,5,15,4,12,5,9,20,17,4,4,4
chr1:114463104-114464388,8,5,5,4,8,12,12,7,6,4,10,9,7,9,5,6,6,2,9,4,6,7,6,7,9,6,6,6,3,5
chr16:18839698-18842454,3,4,2,0,6,5,4,4,0,0,7,2,8,2,2,6,5,3,4,2,2,2,7,3,2,3,3,3,0,0
chr18:9208657-9221999,0,4,3,2,4,9,7,3,2,9,3,6,7,9,4,7,6,2,3,5,8,3,8,0,2,6,11,5,6,6
chr8:130152736-130169067,0,0,7,0,7,6,4,5,6,8,12,4,5,9,3,0,3,3,2,5,7,9,6,3,3,5,2,4,10,3
chr20:2986765-2988474,0,2,0,3,2,5,5,5,2,5,4,3,0,4,3,3,0,0,0,0,3,0,5,0,0,3,2,4,3,0
chr3:170122591-170126007,0,0,0,3,0,3,2,4,2,4,4,5,0,7,0,0,6,2,2,5,0,0,5,0,5,3,8,4,5,0
chr1:113848540-113855049,6,13,3,5,3,7,7,10,6,8,11,9,7,15,8,3,5,5,7,9,9,4,11,9,13,7,8,6,8,9
chr21:36247517-36248568,35,17,17,16,8,8,10,22,22,27,25,19,16,17,17,7,16,8,23,10,17,10,13,6,21,37,22,5,9,14
chr13:95757644-95763953,7,11,5,14,5,24,17,11,7,14,17,11,12,16,11,7,6,5,6,10,9,7,9,9,25,5,17,11,12,8
chr3:4410865-4420146,0,5,3,2,3,5,4,4,4,3,5,4,7,5,0,0,6,5,5,4,2,2,4,0,0,7,5,3,4,5
chr2:135748267-135772547,3,2,2,3,2,0,0,2,2,2,4,3,0,6,2,0,4,3,3,0,2,3,0,0,4,3,5,3,4,2
chr22:41342529-41343576,2,2,4,2,0,2,2,2,2,2,6,3,2,4,3,0,3,3,6,4,0,2,4,0,7,4,4,0,0,5
chr19:45277923-45278615,2,0,0,0,2,4,3,3,2,0,4,0,2,2,3,0,0,0,0,0,0,0,2,0,5,3,2,3,3,0
chr16:69370483-69372355,4,2,6,3,9,8,11,2,3,7,12,11,4,11,4,4,5,5,6,5,4,3,8,2,9,2,10,10,8,2
chr13:41865736-41868477,7,5,6,6,5,12,17,16,5,13,15,4,6,18,8,7,6,4,6,2,2,10,12,6,5,7,16,5,6,7
chr9:85618983-85633374,0,4,2,6,6,4,4,10,5,7,5,3,2,8,0,4,3,3,6,3,0,3,3,5,2,6,3,4,3,3
chr7:6814764-6823360,0,8,0,0,5,5,6,6,7,4,17,6,0,21,5,5,3,6,6,3,6,4,4,6,4,8,6,7,8,0
chr10:7276892-7285954,7,15,8,11,19,29,19,12,24,16,14,21,16,42,9,12,10,8,11,13,10,11,16,7,20,10,18,17,18,14
chr15:25405461-25415842,6,4,0,7,5,5,9,4,4,4,9,7,4,11,8,5,6,2,7,4,0,3,9,2,5,7,2,0,10,5
chr5:160089506-160094065,2,2,2,2,0,2,5,3,2,2,3,0,0,4,0,4,2,2,2,0,3,0,0,0,0,0,2,0,0,0
chr1:50655442-50744775,5,2,3,4,5,5,4,0,2,0,6,0,6,3,0,2,0,4,0,0,0,0,7,0,5,0,3,0,2,0
chr10:100937402-100944128,3,0,0,2,4,4,5,6,0,0,3,0,3,3,0,3,2,0,3,2,2,3,4,0,0,4,3,0,2,0
chr2:199323803-199433514,2,2,2,4,2,2,4,6,5,7,2,2,4,6,5,3,5,0,5,2,3,2,4,5,7,5,4,2,3,4
chr3:188609161-188609844,0,2,2,3,0,4,5,2,0,3,4,0,2,3,0,2,2,3,2,2,3,0,4,3,2,2,7,2,4,0
chr14:61720382-61721823,3,2,0,0,0,2,5,3,2,3,2,0,2,0,0,0,0,0,2,2,0,0,3,3,3,3,5,3,0,5
chr13:32732101-32735330,7,0,0,3,0,2,3,4,0,0,7,4,2,4,3,2,0,0,5,2,3,0,2,0,9,3,3,2,0,0
chr1:173992755-173993135,2,4,2,3,7,5,6,3,2,6,5,5,4,7,0,0,0,2,5,0,4,5,8,5,4,5,5,0,2,2
chr2:168012634-168017095,0,2,2,2,3,3,0,0,2,3,5,2,3,5,3,0,0,2,0,0,3,0,0,3,0,0,4,0,2,0
chr20:35714185-35725155,11,13,6,10,17,22,16,12,14,14,23,16,17,21,9,10,9,9,13,22,7,7,19,8,21,14,14,15,15,9
chr1:47368469-47375293,0,3,4,2,2,2,0,0,2,4,0,3,2,0,2,3,4,5,3,0,4,0,0,2,0,0,0,0,2,3
chr17:28163543-28172618,2,3,0,2,3,0,0,3,3,2,4,0,2,3,3,0,2,0,6,2,0,0,5,0,4,4,4,3,0,2
chr18:24064140-24083081,2,5,3,5,4,4,6,10,2,5,10,7,3,7,3,5,0,3,4,4,7,4,7,3,4,2,6,5,5,2
chr11:36227085-36227430,12,3,2,4,0,5,2,7,2,3,8,7,6,8,3,6,5,2,4,0,4,9,7,2,7,6,3,10,3,3
chr8:67118248-67137603,2,2,2,2,0,3,0,2,0,2,5,0,0,3,0,4,0,2,0,0,2,4,4,3,0,4,0,3,0,3
chr15:76287846-76292700,4,2,4,0,4,11,6,5,0,4,5,5,8,4,2,3,0,3,5,2,3,2,7,0,2,3,5,2,2,4
chr2:88857271-88857415,3,15,2,12,9,14,12,11,7,8,10,37,9,22,8,11,2,6,9,12,9,6,21,2,6,23,28,23,14,8
chr15:77252367-77284030,2,0,0,0,0,3,5,0,0,2,2,0,2,6,0,0,4,4,0,0,2,2,5,0,3,0,2,0,2,2
chr13:102622877-102627924,3,0,5,0,5,4,0,5,4,6,3,6,2,4,5,0,2,0,0,3,4,0,4,3,7,0,2,2,5,0
chr8:42957094-42964474,13,4,3,3,7,6,7,0,7,4,11,7,6,5,0,0,0,4,4,2,4,4,5,2,6,6,4,4,5,4
chr5:143037196-143057747,5,9,13,5,6,10,8,8,10,15,15,12,10,11,8,10,9,4,12,5,7,7,10,11,15,6,12,7,12,8
chr6:158282263-158314268,21,24,20,29,23,46,32,22,23,22,30,38,28,43,13,28,22,6,23,19,14,8,46,24,36,21,45,21,35,21
chr4:150798081-150817257,7,7,6,6,5,11,15,15,11,7,17,11,13,13,4,4,7,4,11,8,5,9,10,6,9,12,12,5,9,6
chr4:25151960-25159107,0,4,0,0,3,0,3,2,0,0,6,2,5,4,0,2,0,0,0,0,4,0,3,4,3,3,4,2,2,0
chr19:20544619-20545976,6,2,0,3,0,8,4,0,0,4,0,2,2,5,2,0,0,2,0,0,0,0,3,4,4,0,3,0,2,0
chr6:3410188-3415855,5,3,3,3,3,4,4,6,2,3,7,3,0,6,2,0,0,5,3,0,0,0,3,0,6,2,3,0,5,2
chr4:51863437-51899378,2,3,0,0,2,6,0,2,4,2,5,2,4,5,0,2,0,0,0,4,2,0,7,0,7,2,2,0,3,2
chr1:117402186-117420649,54,61,39,57,58,63,85,56,56,79,93,78,87,77,54,38,83,75,78,49,70,55,66,26,90,55,65,94,41,70
chr19:18537601-18538433,3,5,3,3,2,0,6,2,6,0,6,0,0,5,0,0,4,0,3,4,3,0,4,0,2,5,5,3,4,0
chrX:135545423-135556300,4,7,2,3,7,9,12,7,2,11,12,6,8,10,2,0,4,0,6,5,5,2,8,4,6,6,3,8,6,9
chr13:32535769-32537027,2,0,3,0,2,2,5,7,5,0,7,5,2,6,2,0,3,0,0,2,4,3,2,3,6,7,7,6,3,4
chr14:96833467-96860735,7,11,10,10,5,15,15,6,10,10,16,11,13,12,7,6,11,14,12,3,2,3,10,9,10,8,11,15,10,7
chr1:233177802-233208689,2,0,4,2,0,0,3,0,0,2,3,0,0,4,3,2,0,0,0,3,3,0,5,0,0,4,3,0,5,4
chr10:101672915-101676436,0,2,2,2,6,4,6,2,2,6,7,0,2,10,4,3,7,4,6,6,3,2,5,0,0,5,4,4,4,0
chr9:112250929-112252788,4,5,0,0,0,3,2,4,3,3,0,4,3,2,3,2,0,2,2,2,3,0,2,0,4,0,3,7,3,0
chr21:37420299-37472880,9,9,0,10,3,5,16,4,10,0,12,8,14,10,0,2,3,5,6,5,2,3,10,6,12,14,7,5,7,4
chr11:108176246-108177090,8,4,3,2,0,5,5,3,0,4,6,6,3,10,0,0,3,3,4,0,0,0,0,0,5,4,0,5,3,0
chr4:102304317-102315830,24,17,11,12,21,50,17,10,13,37,32,27,25,27,21,15,18,18,18,11,18,8,25,10,31,17,31,15,18,16
chr10:126970702-127000307,8,6,4,0,5,5,8,2,6,5,2,0,0,6,8,2,6,5,4,0,5,0,5,2,7,0,2,3,3,2
chr11:61437625-61438113,6,3,8,4,7,7,4,6,7,8,11,9,3,7,4,9,8,6,7,4,4,10,7,5,7,3,13,9,7,7
chr5:65988635-66014725,0,3,3,3,3,6,8,3,5,9,9,6,7,11,4,3,4,0,2,0,4,2,9,5,3,3,3,3,3,8
chr2:207724800-207742342,2,3,5,4,4,10,6,7,5,3,2,3,4,7,6,4,6,0,5,3,3,3,4,2,4,4,6,5,4,2
chr2:199323803-199328910,17,11,10,8,9,11,18,17,14,6,20,8,12,15,10,3,6,11,15,2,6,5,11,5,12,14,13,3,6,12
chr7:50319048-50327757,3,5,4,3,3,4,0,0,3,2,5,3,2,8,2,3,0,0,4,5,3,0,8,0,2,6,0,3,2,0
chr9:120831331-120833456,5,3,0,3,4,8,2,0,2,2,3,2,3,6,0,0,0,0,0,3,3,3,4,0,2,0,2,0,4,3
chr11:119284969-119285566,5,0,0,0,7,4,8,3,3,3,7,6,2,10,3,2,0,0,9,0,2,2,0,0,2,6,4,7,2,0
chr1:117460489-117502970,3,3,3,3,5,4,6,2,2,3,5,2,0,6,0,4,3,0,4,2,0,0,2,0,8,5,4,5,4,4
chr18:13681605-13682105,0,0,0,2,6,5,3,3,3,6,6,8,3,4,2,2,5,2,2,5,0,2,2,0,5,3,7,0,6,0
chr22:36932765-36933994,2,0,2,0,4,6,4,3,0,0,2,2,0,3,6,2,0,0,2,2,0,2,0,0,3,3,3,5,0,0
chr15:44615363-44620403,0,7,2,0,10,9,4,6,4,2,7,7,6,7,3,4,4,0,2,3,8,2,6,4,8,6,6,4,3,5
chr19:19640085-19640571,5,6,6,0,4,6,9,5,0,4,11,9,2,10,4,2,5,0,3,7,6,4,11,6,5,6,9,3,8,2
chr10:5773842-5800705,2,4,4,3,3,0,3,3,2,6,9,4,8,5,2,2,5,0,6,3,5,2,4,3,5,3,0,4,4,3
chr19:53380722-53385027,2,2,0,0,3,6,2,2,0,0,2,3,2,7,3,3,3,0,0,0,2,0,5,0,3,0,3,0,2,0
chr14:71413948-71418196,4,9,5,2,5,4,4,5,4,5,6,11,8,7,2,5,0,2,3,3,2,0,5,0,4,2,5,4,3,5
chr3:9418733-9418882,0,0,0,2,0,3,2,2,0,4,3,2,3,3,0,0,2,0,4,2,3,3,0,0,0,4,3,0,0,2
chr3:125313308-125331238,12,4,8,0,7,11,11,9,6,7,12,6,5,12,8,6,13,5,8,7,6,7,10,0,12,9,7,9,6,3
chr12:27714780-27724186,10,4,4,5,9,15,8,5,4,7,14,8,6,7,7,8,7,9,6,9,2,0,10,4,8,6,7,12,5,6
chr1:8541214-8614686,5,5,3,3,6,11,7,4,4,4,10,6,12,10,2,4,7,0,5,2,4,5,5,3,7,7,12,9,3,6
chr4:76124649-76144473,0,2,3,3,3,3,0,0,0,3,4,2,2,2,5,0,0,0,2,0,2,0,2,0,5,0,0,4,2,0
chr10:7276892-7381949,3,3,3,0,2,5,2,0,2,4,6,0,5,7,0,0,0,0,6,0,0,0,3,4,3,3,3,2,2,0
chr10:94030683-94032252,15,7,19,14,10,21,21,11,15,18,27,18,23,25,10,20,15,7,19,13,6,9,27,19,17,20,25,13,15,14
chr5:122019260-122022407,2,0,2,0,2,3,0,3,0,2,4,2,0,7,0,0,0,4,4,0,6,2,7,0,0,5,5,0,3,0
chr2:64551443-64553409,4,3,0,5,3,6,3,6,6,3,4,3,4,3,3,2,3,0,4,3,0,5,6,3,7,3,5,2,2,2
chr1:219193082-219241308,2,0,0,0,0,7,5,0,2,4,4,5,3,5,2,2,3,0,0,0,0,3,0,5,6,0,6,4,4,3
chr22:45729425-45740538,9,8,16,10,15,34,27,17,26,20,23,12,22,28,15,8,7,12,13,11,16,15,20,9,32,14,8,3,11,9
chr1:92563642-92636336,0,3,2,3,4,5,0,0,0,0,6,4,0,2,0,0,7,0,0,0,2,2,2,0,3,3,0,3,3,2
chr1:39853970-39857417,3,3,2,2,0,4,4,5,3,2,2,0,2,3,0,0,0,4,2,0,2,0,0,0,0,3,0,0,0,0
chr22:46176753-46198591,3,3,4,4,3,0,9,2,4,3,2,2,2,6,0,0,2,3,0,0,0,0,3,2,4,0,3,0,3,2
chr3:67495798-67498295,2,2,0,8,0,7,5,2,5,6,6,5,6,5,5,4,2,5,6,3,2,4,5,3,4,10,9,5,0,0
chr6:116698704-116705160,7,9,11,5,5,11,8,7,7,8,10,9,4,18,2,15,6,2,7,3,4,0,5,2,4,7,6,4,9,4
chr12:124419957-124430787,0,2,0,2,4,3,3,3,0,3,4,3,0,2,2,0,0,3,0,2,4,2,2,0,2,3,0,4,3,0
chr1:233217899-233227371,4,4,3,2,2,2,0,3,5,4,6,5,3,4,2,2,2,4,0,2,2,0,3,0,4,0,3,3,3,4
chr2:168691034-168717978,7,5,5,2,3,8,3,4,3,5,8,5,6,12,0,2,5,3,7,6,4,5,3,4,3,0,4,4,4,10
chr3:123223559-123259589,3,3,0,0,3,7,0,2,0,5,2,0,2,2,0,4,0,0,3,2,4,0,2,0,4,3,0,5,3,4
chr6:7181124-7189322,0,6,4,8,4,9,8,8,10,7,9,3,4,6,2,5,2,5,4,7,8,0,9,3,9,5,6,4,7,0
chr5:123545417-123557564,78,97,69,79,79,137,128,67,68,110,102,105,87,176,60,73,73,45,69,43,79,64,138,67,106,95,120,75,78,81
chr9:20923660-20933103,4,2,3,0,3,0,3,2,2,4,3,6,3,5,0,0,2,0,0,2,0,2,3,0,2,6,3,0,0,0
chr1:245915530-245929937,5,0,3,0,2,0,2,3,3,3,5,4,0,6,4,3,0,0,4,3,2,3,5,3,0,3,2,0,0,2
chr7:22960256-22991139,0,0,0,2,5,4,2,3,2,2,5,0,5,7,0,0,3,2,4,0,0,3,5,0,0,3,2,4,3,2
chr5:176943335-176958154,11,28,23,21,21,25,35,15,22,31,34,29,21,54,14,18,6,15,17,24,17,18,28,15,20,17,23,19,20,17
chr18:58696366-58700591,0,0,0,3,0,7,0,3,2,4,4,6,2,7,0,4,7,0,5,0,2,3,8,3,3,0,5,3,3,3
chr6:99439769-99465136,4,2,0,0,0,4,6,5,3,3,2,0,7,4,3,0,2,0,3,2,2,2,5,5,3,0,4,2,0,4
chr1:42265115-42278672,10,3,6,5,8,15,11,6,8,8,8,8,10,16,8,5,3,0,9,0,7,6,13,0,7,6,10,7,4,4
chr18:44949881-44953340,12,2,4,9,5,10,5,5,5,5,16,9,12,10,6,4,9,5,10,10,6,2,6,4,7,9,10,6,10,4
