ID,X1032245.T_bwa.ciri2,X1039868.T_bwa.ciri2,X1042353.T_bwa.ciri2,X1042745.T_bwa.ciri2,X1043773.T_bwa.ciri2,X1045386.T_bwa.ciri2,X1045549.T_bwa.ciri2,X1046191.T_bwa.ciri2,X1046287.T_bwa.ciri2,X1046349.T_bwa.ciri2,X1046499.T_bwa.ciri2,X1047291.T_bwa.ciri2,X1047831.T_bwa.ciri2,X1047912.T_bwa.ciri2,X1048720.T_bwa.ciri2,X1049983.T_bwa.ciri2,X1050700.T_bwa.ciri2,X1051316.T_bwa.ciri2,X1054390.T_bwa.ciri2,X1056166.T_bwa.ciri2,X272577.T_bwa.ciri2,X451368.T_bwa.ciri2,X477022.T_bwa.ciri2,X515975.T_bwa.ciri2,X522638.T_bwa.ciri2,X548142.T_bwa.ciri2,X649867.T_bwa.ciri2,X685749.T_bwa.ciri2,X843725.T_bwa.ciri2,X99272.T_bwa.ciri2,CircRNACount.1032245.T,CircRNACount.1039868.T,CircRNACount.1042353.T,CircRNACount.1042745.T,CircRNACount.1043773.T,CircRNACount.1045386.T,CircRNACount.1045549.T,CircRNACount.1046191.T,CircRNACount.1046287.T,CircRNACount.1046349.T,CircRNACount.1046499.T,CircRNACount.1047291.T,CircRNACount.1047831.T,CircRNACount.1047912.T,CircRNACount.1048720.T,CircRNACount.1049983.T,CircRNACount.1050700.T,CircRNACount.1051316.T,CircRNACount.1054390.T,CircRNACount.1056166.T,CircRNACount.272577.T,CircRNACount.451368.T,CircRNACount.477022.T,CircRNACount.515975.T,CircRNACount.522638.T,CircRNACount.548142.T,CircRNACount.649867.T,CircRNACount.685749.T,CircRNACount.843725.T,CircRNACount.99272.T
chr8:130358017-130361771,5,0,0,0,0,5,2,4,4,2,5,3,0,0,3,2,9,0,4,3,2,0,0,4,0,3,0,5,2,0,3,0,1,0,0,3,2,2,4,2,5,2,0,0,2,2,8,0,4,3,2,0,1,4,0,2,0,4,2,0
chr6:159682474-159688242,3,4,4,4,5,2,2,2,10,2,7,8,3,6,0,0,5,2,7,5,3,0,4,0,10,7,0,10,9,4,1,3,4,3,3,2,2,2,5,2,5,6,1,5,1,1,3,2,7,4,1,0,2,0,6,6,1,7,5,2
chr14:80497469-80530886,2,4,2,3,3,7,0,3,5,3,3,5,0,3,2,0,2,0,3,4,0,3,4,0,4,2,5,0,2,6,0,3,1,3,3,7,0,3,5,2,3,4,0,2,2,0,2,0,3,4,2,3,2,0,3,2,4,0,2,5
chr2:64551443-64553409,3,7,0,3,7,4,3,2,3,3,2,0,5,2,0,0,2,0,0,2,4,2,2,5,3,4,2,4,2,2,3,4,0,3,6,2,3,2,3,3,2,0,5,2,1,0,2,0,0,1,3,2,1,2,3,3,2,3,2,2
chr16:31722626-31723353,9,3,3,4,12,8,5,6,4,4,5,2,2,2,10,4,3,3,6,5,7,4,5,7,4,6,5,5,5,9,5,1,2,1,7,4,3,2,0,2,2,2,1,1,6,0,2,1,5,2,3,4,3,3,2,6,2,3,2,3
chr2:226864604-226867318,8,2,11,4,22,7,5,6,10,6,8,6,5,13,5,12,2,6,10,4,2,9,6,8,6,9,3,6,4,12,5,2,8,3,1,5,5,6,7,3,5,6,4,8,4,8,1,5,7,4,1,8,3,8,5,5,3,6,3,11
chr1:20770930-20773610,6,2,2,0,6,4,4,3,7,6,5,5,5,3,2,2,4,0,4,8,4,4,3,2,6,5,3,8,4,11,3,1,1,1,5,3,2,1,5,6,3,3,4,3,1,2,2,2,3,7,1,3,3,2,5,5,3,4,2,7
chr7:156826605-156836885,8,3,9,10,9,8,3,3,9,13,11,10,14,14,7,4,17,15,8,10,4,6,11,8,12,4,11,10,8,6,5,2,5,8,7,6,2,2,6,8,8,6,9,8,7,3,14,13,1,7,3,5,11,5,9,3,7,9,7,5
chr9:111386377-111391824,9,6,6,8,14,13,9,6,17,6,12,22,5,16,9,18,21,4,10,5,5,9,18,4,11,12,5,20,15,7,6,4,5,5,10,8,8,6,11,5,7,20,3,11,5,8,19,4,7,4,4,7,15,2,8,9,2,17,11,7
chr19:17276495-17276909,6,7,5,0,3,3,2,0,4,0,4,8,0,5,6,3,5,5,5,7,5,3,5,2,7,2,5,8,3,6,2,5,2,0,2,1,2,1,1,0,2,6,1,4,4,2,4,3,2,4,3,3,2,1,6,1,1,8,2,4
chr21:46349012-46349820,2,0,0,0,7,0,0,4,3,0,2,0,6,0,5,4,3,6,4,0,4,4,2,0,4,2,2,11,2,0,1,1,1,0,2,0,0,2,2,0,2,1,4,1,2,3,0,5,2,0,1,3,2,1,3,2,2,5,2,1
chr5:77046347-77048272,0,0,2,5,6,4,0,0,3,2,4,2,2,0,0,3,2,2,2,0,3,2,2,0,2,3,3,6,0,2,0,1,2,4,4,3,0,2,2,2,3,2,1,0,0,2,2,2,1,1,2,1,2,0,1,2,3,3,0,1
chr12:116230433-116237705,5,0,4,0,6,5,2,2,8,3,5,0,5,6,2,2,2,3,2,0,2,5,5,0,3,7,0,3,0,0,2,0,3,0,4,3,2,1,5,1,4,0,3,4,2,1,2,2,2,0,2,3,4,0,2,3,0,3,0,1
chr15:60442416-60445791,7,5,7,2,3,3,0,0,4,0,4,2,0,3,0,0,2,0,3,5,4,4,5,8,2,6,0,4,3,0,6,3,6,2,3,1,0,0,4,0,3,2,1,0,1,0,2,1,3,5,1,3,4,8,2,5,2,4,2,0
chr6:136694140-136698682,3,3,2,4,3,8,2,5,4,13,5,7,0,6,4,4,8,0,4,3,0,6,3,3,3,3,3,5,5,0,3,2,0,4,3,6,2,4,3,9,2,6,1,5,4,3,6,1,3,2,0,5,2,1,2,3,2,3,3,1
chr14:65561337-65561766,12,6,7,27,6,15,8,14,21,11,5,9,14,29,4,27,20,10,8,9,3,19,19,8,2,9,8,15,8,9,8,6,5,22,2,10,8,10,12,7,3,7,8,22,1,2,17,6,5,8,2,11,15,7,1,7,6,10,5,7
chr20:47262288-47276795,0,0,0,6,9,3,0,0,4,4,6,2,0,2,7,3,2,4,5,3,0,0,3,0,4,0,3,3,8,0,0,0,1,4,7,2,1,0,4,2,3,1,1,0,6,0,2,3,2,2,0,1,2,0,4,1,3,2,6,0
chr12:49097566-49098105,7,2,3,0,2,6,0,0,5,2,6,7,3,0,6,3,0,0,2,3,0,0,3,0,3,4,2,18,3,0,6,2,3,1,1,5,0,0,5,1,5,6,3,0,4,3,1,1,2,3,0,0,3,0,3,4,1,16,3,0
chr2:27350314-27350632,2,4,2,3,2,0,0,2,3,3,9,0,3,0,6,0,3,2,0,2,2,2,3,3,4,7,3,11,3,0,1,3,2,2,1,0,0,1,2,2,8,0,3,1,6,1,0,1,1,1,2,1,2,1,2,4,3,7,3,1
chr2:40428473-40430304,37,7,19,17,20,19,6,19,41,21,24,12,5,12,15,9,17,9,31,20,12,10,14,6,17,31,14,18,23,24,23,5,12,14,17,15,5,17,26,14,18,8,3,11,12,5,17,7,23,17,10,7,11,4,14,25,11,10,19,15
chr3:47435008-47443091,8,0,2,0,2,4,0,2,3,4,8,6,2,3,4,0,6,2,5,3,2,2,3,0,5,0,2,6,3,2,4,0,2,1,2,3,0,1,1,3,7,5,2,2,2,1,3,0,2,3,1,1,2,0,4,0,1,4,2,0
chr3:61622463-61623555,2,0,0,0,17,6,4,4,4,2,8,4,7,13,0,5,6,0,2,0,3,3,4,0,3,2,0,3,3,2,2,0,0,0,1,6,3,4,3,1,4,3,7,7,0,5,5,1,2,1,3,2,3,1,3,1,0,3,2,2
chr16:87748673-87762040,4,0,0,5,6,2,0,0,4,6,2,0,2,4,0,5,5,4,0,0,0,2,3,0,3,4,4,3,3,3,3,1,1,4,4,2,0,0,3,4,1,0,2,3,0,5,4,4,1,1,0,2,3,0,3,3,3,3,3,3
chr2:32377588-32395593,4,3,4,12,2,3,0,2,3,3,0,7,3,5,0,0,13,2,0,0,2,2,2,3,0,0,3,4,0,3,5,3,2,8,2,2,0,2,1,2,0,5,2,2,0,1,6,1,0,0,3,2,1,2,0,1,3,2,1,3
chr16:29833733-29834066,15,0,4,0,4,0,2,3,5,0,2,3,0,0,2,2,2,0,2,8,2,3,0,5,11,13,2,9,4,3,12,0,4,1,4,1,2,2,4,0,1,3,1,1,2,1,1,0,2,5,2,1,1,3,6,12,2,6,3,2
chr12:82857010-82857580,8,0,2,3,0,5,0,0,14,2,3,2,7,2,4,5,3,2,3,4,0,4,2,0,0,2,5,8,4,0,7,1,1,2,0,3,0,1,6,2,2,2,6,1,3,4,1,1,2,3,1,1,2,1,0,2,3,1,2,0
chr3:67495798-67508903,9,0,8,14,16,15,3,7,8,5,7,8,8,4,9,3,7,4,11,0,4,8,11,7,4,6,0,9,4,4,6,2,7,8,13,16,2,5,7,7,4,9,4,6,8,5,4,6,7,3,5,6,8,6,4,4,1,8,2,6
chr8:100709133-100713181,0,2,4,0,4,2,0,0,2,8,2,4,0,5,4,0,3,4,2,0,0,2,2,0,0,2,3,2,3,0,1,2,4,0,2,2,1,0,3,5,3,5,1,6,4,0,4,1,2,0,1,3,2,0,4,1,3,3,4,2
chr2:201145378-201149835,5,5,8,2,5,4,0,3,6,4,3,2,0,5,2,3,3,4,4,4,2,0,2,6,0,12,2,9,3,0,3,2,5,1,5,3,1,3,6,2,2,2,0,4,0,0,1,1,3,2,1,1,2,3,0,8,2,1,1,0
chr2:36396614-36442735,8,0,0,16,5,8,7,8,6,4,3,7,12,0,6,4,7,6,3,0,2,12,3,4,4,7,11,8,7,11,4,1,0,10,1,6,5,4,1,4,2,6,9,1,6,1,6,3,1,0,1,5,2,4,3,5,7,3,5,9
chr1:230954333-230961303,14,8,10,8,9,7,9,12,14,7,11,3,10,22,8,2,11,4,13,7,5,6,12,3,7,8,4,20,8,8,11,8,7,4,6,4,6,9,11,5,5,3,5,16,6,2,8,3,10,4,5,5,4,1,5,5,4,14,4,7
chr3:170136419-170149244,7,5,2,0,3,2,0,2,2,0,4,4,0,3,2,0,8,3,2,6,0,4,2,2,3,4,7,2,2,3,7,2,0,0,2,2,0,1,1,2,4,2,0,2,2,0,3,3,1,4,1,2,2,2,3,4,7,1,2,1
chr4:25333183-25333988,5,0,4,0,5,2,3,2,6,0,4,2,0,3,3,3,4,2,3,0,2,3,4,3,4,2,5,7,6,5,5,0,2,1,4,1,3,1,6,0,4,2,0,1,3,2,3,2,3,0,1,2,4,2,4,1,4,4,6,5
chr7:129014979-129018157,20,15,32,40,24,20,5,13,16,17,18,24,21,43,9,5,32,30,20,12,7,13,18,7,17,11,13,17,8,20,15,11,25,32,17,17,2,10,12,11,12,20,17,34,6,4,29,22,16,8,5,11,14,6,13,5,10,12,8,13
chr10:49915917-49935142,9,0,5,11,11,6,3,5,6,9,6,4,5,14,2,5,4,3,8,3,6,5,2,2,0,2,3,7,9,7,5,1,4,7,7,2,2,1,2,6,4,1,4,9,1,3,2,3,5,1,1,3,2,2,2,1,1,5,2,5
chr4:51863437-51891851,8,4,5,4,20,3,2,10,8,6,9,0,8,12,3,4,8,10,8,5,5,7,4,7,10,7,7,8,10,6,7,2,2,3,18,2,1,6,6,5,6,1,4,6,2,2,6,7,3,3,4,4,3,6,8,4,5,5,4,6
chr5:170878097-170896115,0,0,2,5,3,4,4,0,2,3,4,4,3,12,4,0,3,3,5,2,2,2,9,0,0,2,4,9,2,5,0,0,2,4,2,2,3,0,0,2,3,2,2,10,2,0,3,1,2,2,2,1,5,0,1,2,2,1,1,3
chr12:94169153-94186473,2,6,13,4,5,9,0,5,6,0,2,2,3,6,4,2,3,6,5,3,2,0,5,5,0,11,0,4,6,6,1,1,10,3,3,8,0,5,6,0,1,2,3,5,4,2,2,6,5,1,1,1,3,4,1,10,0,2,6,4
chr19:5047476-5082504,10,9,3,3,7,4,6,7,7,7,6,2,6,4,0,5,3,8,2,3,3,6,5,4,9,4,6,4,5,3,3,8,3,2,7,4,3,3,7,2,5,1,3,2,0,1,3,7,1,2,2,4,4,3,7,4,5,2,4,2
chr17:62033787-62035608,2,4,2,3,3,2,2,2,3,3,4,3,2,0,4,0,6,2,0,2,2,6,6,3,3,3,0,11,2,9,1,4,1,1,3,2,0,2,2,1,3,3,1,1,3,1,6,2,1,1,1,4,5,3,2,1,1,10,2,6
chr12:113267843-113269845,3,2,2,6,3,3,2,3,2,0,5,6,2,6,3,6,0,8,4,5,0,2,2,0,3,5,9,5,2,4,3,2,2,3,3,2,2,2,2,0,3,5,1,5,3,4,1,6,2,4,0,2,1,0,3,2,7,3,2,2
chr9:112574057-112575251,10,3,0,12,5,3,8,3,6,5,3,2,4,0,2,4,2,2,8,6,3,7,2,5,0,2,6,4,5,4,8,2,1,6,3,3,7,2,4,5,2,2,2,1,2,3,1,1,7,3,2,7,1,4,0,2,5,4,5,4
chr5:95755396-95763620,34,6,22,18,39,8,20,9,22,18,14,32,14,7,7,16,17,13,18,11,7,24,26,8,20,13,8,36,14,19,22,4,17,13,1,7,14,8,18,16,10,25,9,4,6,1,14,12,15,6,6,17,22,5,17,9,5,1,11,15
chr16:68121987-68126610,68,31,27,78,38,38,18,20,35,32,57,56,39,41,31,22,67,23,31,27,15,44,31,19,20,40,35,37,31,40,36,24,17,55,23,30,11,12,19,1,1,31,29,24,25,1,36,19,23,16,1,29,23,12,13,25,21,23,21,24
chr21:36338779-36344707,15,8,8,3,18,4,2,9,18,5,9,0,4,2,8,10,13,9,5,9,19,9,6,9,7,9,0,16,12,10,8,8,4,2,1,3,2,4,10,4,5,1,2,2,6,7,9,4,4,7,1,3,4,9,3,8,1,1,10,5
chr9:83677727-83678599,6,3,11,7,4,6,3,4,7,7,8,10,8,10,3,4,19,4,5,2,3,4,6,2,8,5,10,7,5,6,6,2,10,7,3,6,3,4,7,4,6,8,8,9,2,2,15,4,4,1,1,3,4,1,7,5,8,4,2,6
chr3:47097955-47106120,6,3,2,0,9,6,0,3,9,7,12,6,5,0,5,4,9,3,5,6,4,5,10,0,5,9,3,7,2,7,5,2,2,1,7,5,0,2,6,4,7,5,4,0,5,4,6,2,2,2,3,3,6,0,4,7,2,5,2,6
chr3:134158121-134195182,7,0,3,3,0,2,2,4,3,0,0,2,2,2,0,0,3,4,3,0,0,0,2,0,3,2,3,3,2,0,7,0,2,2,0,1,2,3,3,0,1,2,1,2,0,1,2,3,3,0,1,0,1,0,1,2,3,3,2,1
chr20:33619517-33623296,11,11,13,11,9,35,5,12,15,12,8,26,7,8,4,4,19,3,21,10,6,9,2,5,5,16,17,17,9,15,8,11,11,10,7,27,4,10,12,10,7,21,6,5,4,4,16,3,16,8,4,7,1,3,4,13,17,1,7,12
chr5:137985257-137988315,42,32,57,32,123,35,29,35,85,50,52,49,71,58,39,33,58,33,39,37,40,57,46,31,47,52,39,62,56,57,28,20,40,18,73,17,20,23,52,28,30,29,35,28,18,18,33,20,20,18,25,39,28,23,28,33,23,32,33,43
chr20:10556231-10560820,8,4,10,8,4,5,2,3,4,7,6,3,2,5,8,5,11,3,0,6,0,3,2,4,4,0,5,8,7,4,6,4,8,6,3,5,1,2,4,4,4,2,2,5,5,4,9,1,1,4,0,2,1,3,3,0,3,7,7,4
chr1:95143891-95151419,9,11,16,12,24,6,4,9,20,6,9,5,21,23,6,4,4,11,11,2,7,14,22,4,6,3,4,21,15,35,8,9,10,6,15,4,4,6,13,3,7,3,16,15,3,1,3,8,6,1,4,11,17,3,4,2,4,1,9,20
chr3:155833468-155842619,4,0,3,0,4,2,0,2,0,0,3,0,3,2,0,0,0,0,3,0,0,4,2,0,0,6,3,5,2,2,2,1,2,1,4,2,0,2,0,0,3,0,3,2,0,1,0,1,2,2,0,3,2,1,0,5,3,2,2,1
chr14:75046376-75049718,11,6,2,4,7,8,4,2,9,9,8,12,3,16,4,7,4,3,6,8,0,11,6,9,2,14,5,24,9,8,8,6,2,4,6,5,4,1,8,7,5,11,2,12,3,5,3,4,4,5,1,11,1,8,0,9,4,15,8,5
chr1:8541214-8614686,3,2,3,2,13,2,2,2,4,3,7,4,6,9,8,0,4,2,5,0,3,2,0,2,5,0,10,8,5,2,1,1,3,2,8,1,1,2,3,1,4,2,3,6,5,1,2,2,5,1,3,1,1,1,5,1,3,5,2,1
chr8:73673107-73688813,5,2,11,10,13,10,3,5,6,8,10,7,10,12,5,4,2,8,7,6,4,5,4,4,4,5,2,12,16,10,5,1,6,5,11,9,2,3,4,6,2,4,5,5,4,3,1,4,7,3,4,3,1,3,4,2,1,6,8,5
chr10:15816835-15847943,4,7,8,7,7,9,4,0,8,9,5,6,3,6,8,2,2,4,10,5,3,6,5,6,0,4,2,3,8,11,3,6,5,7,4,6,4,1,5,7,3,5,2,4,6,1,2,4,8,5,3,6,5,4,0,4,2,1,6,9
chr18:58934433-58953799,5,0,2,6,8,5,0,7,8,4,13,6,4,2,3,0,3,2,0,6,0,0,6,6,6,3,4,2,3,6,5,1,2,4,5,4,1,6,6,4,10,4,2,2,3,1,2,0,1,5,1,0,4,6,3,3,2,2,1,5
chr13:112516440-112527484,2,2,2,15,6,9,3,4,0,3,13,3,4,7,3,4,8,5,4,10,2,3,4,2,11,6,2,2,0,5,2,2,1,10,6,8,2,4,1,3,11,3,4,3,2,4,6,3,4,7,2,2,3,1,6,5,1,0,0,4
chr1:8541214-8557523,6,2,4,0,10,8,0,9,14,7,2,0,3,9,4,2,4,3,5,4,2,2,3,3,5,3,3,5,2,6,6,1,3,2,7,5,0,5,7,5,2,1,2,6,2,2,4,2,4,2,1,2,2,2,4,0,1,5,1,2
chr17:39708321-39710481,10,4,5,5,11,12,5,6,6,8,13,15,13,29,7,5,3,7,11,2,6,11,6,2,7,6,11,8,2,8,8,3,5,2,8,9,3,2,5,7,1,9,9,21,4,3,3,5,9,2,5,11,3,2,5,3,10,8,1,7
chr16:88027483-88038011,17,17,8,9,9,14,15,9,23,7,9,7,13,23,9,17,10,11,10,14,6,7,15,11,7,18,11,15,10,15,10,9,2,3,3,9,3,5,10,2,2,2,7,14,4,2,9,1,4,5,3,1,5,3,7,4,4,7,4,7
chr9:93471141-93498886,30,13,9,10,34,31,6,33,12,31,24,29,14,38,17,6,19,5,16,34,12,10,7,12,26,12,19,20,12,22,18,9,6,10,1,21,5,24,11,20,14,20,10,29,11,3,13,2,12,28,9,6,7,10,21,7,13,13,8,15
chr5:176943335-176958154,20,6,30,39,14,12,6,10,22,13,18,15,10,10,13,8,22,15,16,16,9,6,19,3,24,8,11,12,9,16,11,5,20,24,10,11,5,9,16,7,12,13,4,6,6,2,16,10,7,9,7,4,12,1,13,5,4,4,5,12
chr1:180984677-180993425,11,0,8,3,13,14,2,5,11,5,5,7,8,10,0,3,17,3,8,12,7,5,11,5,5,4,9,6,6,2,7,0,5,1,8,14,2,4,5,3,4,5,4,3,1,2,13,3,8,6,7,5,9,2,5,3,5,3,5,1
chr10:68025546-68044563,4,0,4,2,2,2,2,0,2,4,6,0,3,4,4,0,3,0,2,0,0,2,2,0,4,2,5,2,0,0,4,1,3,2,1,1,2,1,2,4,3,0,3,4,3,0,3,0,2,1,1,1,2,1,2,1,4,1,0,1
chr9:4823548-4833228,4,3,5,14,8,10,2,2,0,7,11,5,5,11,0,0,9,3,4,0,4,2,0,0,5,4,0,3,3,4,1,1,3,9,2,7,2,2,1,5,1,4,4,10,1,0,5,0,4,0,2,1,0,0,5,2,0,2,3,1
chr1:66891154-66905375,16,3,7,0,22,0,5,4,7,9,11,3,13,6,8,5,6,3,9,6,15,8,11,4,20,8,4,13,25,19,8,2,3,0,14,0,4,3,4,5,6,2,8,5,5,2,3,3,4,5,8,2,6,3,11,5,4,6,16,14
chr5:146254943-146258593,6,0,2,4,5,2,4,2,3,4,4,0,2,0,6,2,2,2,2,3,0,4,3,0,0,3,0,5,0,6,6,1,2,4,3,1,2,2,3,3,3,1,2,1,5,2,2,2,1,2,1,3,1,1,0,3,0,5,1,3
chr3:8935871-8941804,3,0,7,3,5,3,3,0,5,0,8,3,2,3,2,0,4,2,4,0,0,0,0,3,0,4,2,2,2,0,2,1,2,2,4,3,2,1,4,1,6,2,1,2,2,1,3,2,3,0,1,0,1,3,1,4,1,2,2,1
chrX:85303406-85308216,6,0,10,3,5,6,3,3,6,3,12,0,2,5,8,4,4,10,0,3,4,0,8,0,6,0,0,15,2,3,3,0,5,2,4,4,3,3,5,3,7,0,1,3,7,4,4,5,0,1,3,1,4,0,3,0,1,11,2,2
chr14:30670256-30675065,4,2,4,2,10,4,0,2,5,2,5,3,2,0,0,0,3,3,3,3,0,0,5,2,0,0,2,5,2,0,3,2,2,2,8,3,1,2,5,1,3,3,2,1,0,0,3,2,3,1,0,0,4,1,0,1,1,3,2,1
chr19:49196440-49196874,2,2,2,7,0,2,2,3,2,4,0,4,2,0,0,2,5,0,2,3,2,5,0,0,2,0,4,4,2,0,2,2,0,5,1,0,2,3,2,4,1,4,1,0,1,1,2,1,2,1,2,5,0,0,1,0,2,3,2,1
chr6:7181124-7189322,7,6,3,4,7,7,0,4,2,3,8,4,7,11,3,3,3,6,2,3,0,3,4,3,0,0,2,4,2,3,5,2,3,3,5,1,1,3,1,1,4,3,7,5,2,1,3,4,2,2,0,3,3,1,0,1,1,1,1,1
chr13:26337567-26353880,0,3,3,4,12,4,0,2,0,2,7,9,3,3,3,6,7,2,7,5,2,3,4,0,8,0,2,6,0,3,0,3,1,4,10,4,0,2,2,2,1,8,3,2,2,6,6,2,6,5,2,2,4,0,6,0,1,2,1,1
chr15:85113873-85115487,5,9,15,5,17,12,5,6,8,16,18,20,8,7,10,8,10,7,15,7,12,9,12,7,8,15,15,17,18,10,1,3,8,3,11,9,5,2,5,10,10,16,6,4,7,1,6,3,7,5,8,7,5,1,6,8,4,1,9,6
chr17:29684563-29703062,2,0,0,3,3,3,4,2,6,0,2,0,0,2,0,0,2,4,0,4,0,7,0,3,0,6,0,6,5,3,2,0,1,3,3,3,2,2,4,1,2,1,1,1,2,0,1,4,1,4,0,5,1,2,1,5,0,6,4,3
chr10:110124017-110130486,2,2,3,0,2,2,3,0,3,3,3,6,0,13,4,0,0,2,0,0,0,2,9,6,8,0,3,12,2,3,1,2,2,1,1,1,2,1,3,2,2,5,0,12,1,0,1,2,1,1,0,1,6,5,5,0,2,12,2,2
chr1:151024611-151025673,4,3,4,0,6,0,3,0,4,0,2,4,0,2,5,0,4,0,4,2,2,2,0,2,2,0,2,0,5,2,3,2,4,1,3,1,2,0,4,0,1,2,0,1,5,0,4,0,4,2,1,1,0,1,2,2,1,1,4,2
chr1:12578718-12579412,6,2,0,0,3,4,2,3,2,2,4,3,0,2,4,0,5,0,5,3,0,5,0,0,0,5,8,7,0,5,3,2,0,0,3,4,2,2,2,2,4,3,1,2,4,0,4,0,4,3,0,2,1,0,0,4,7,4,1,4
chr7:24623666-24680520,3,7,5,0,0,3,0,3,3,4,4,6,0,4,0,0,4,0,2,0,0,0,0,0,4,2,0,2,0,2,3,3,4,0,0,3,0,2,3,3,3,5,1,4,0,0,4,0,2,1,0,0,0,0,4,2,0,2,1,2
chr1:197642711-197658369,6,6,10,4,8,8,2,4,7,2,6,3,8,15,6,7,7,11,12,6,5,7,7,2,4,11,4,4,10,15,6,5,9,3,4,5,2,4,5,1,3,2,6,11,5,3,5,11,9,5,4,6,6,1,3,7,3,1,7,13
chr20:62139075-62140944,14,3,11,6,11,13,2,5,8,11,9,14,5,7,11,3,18,3,17,4,2,2,4,0,6,8,8,8,16,7,7,2,10,4,9,11,2,4,7,8,7,11,4,6,9,3,15,1,13,2,2,2,3,1,2,7,8,4,12,4
chr12:108652272-108654410,48,9,24,11,25,25,8,18,59,13,34,25,20,11,17,17,40,19,17,27,8,18,19,10,16,28,17,39,24,18,35,7,19,7,17,17,7,14,45,9,24,19,18,9,15,11,30,12,12,19,5,10,15,8,11,21,12,28,12,12
chr11:130260856-130261929,29,17,11,34,10,18,17,17,30,14,8,12,29,24,19,26,22,8,13,19,63,16,22,13,13,11,8,17,18,22,17,10,8,28,9,14,13,12,15,7,7,8,22,16,11,21,14,6,10,10,42,10,15,13,11,10,6,9,14,20
chr12:116236821-116237705,3,4,0,4,0,4,2,2,7,5,2,0,0,5,4,2,6,0,3,7,4,0,4,4,0,3,6,0,5,3,3,3,1,4,1,3,0,1,4,4,1,0,1,1,3,1,5,0,2,3,2,0,3,4,1,2,3,0,1,1
chr12:46239679-46254936,3,0,4,4,11,0,3,0,2,3,0,5,2,6,3,0,3,2,3,0,0,5,5,2,3,3,5,5,3,5,2,0,3,2,8,0,2,0,2,3,0,4,1,5,2,1,3,1,2,1,1,2,5,2,2,2,4,3,2,4
chr5:43675511-43704400,5,0,5,2,3,3,0,2,0,8,0,5,4,0,2,3,3,3,2,4,0,0,3,0,3,0,3,2,3,3,3,1,4,2,3,2,1,2,0,4,0,2,1,1,2,2,2,1,2,4,1,0,2,0,2,0,3,2,3,1
chr17:42498924-42501304,2,0,6,5,6,0,3,0,4,0,7,4,0,2,4,3,4,2,5,0,3,12,4,2,3,3,0,13,10,5,2,0,2,3,4,1,3,1,2,0,4,1,1,1,3,2,3,0,3,0,2,9,2,2,3,1,0,7,8,3
chr12:120782655-120784593,10,11,22,5,17,10,8,5,15,9,8,14,8,13,9,6,10,9,16,9,6,14,10,8,11,19,13,17,7,19,6,8,12,1,16,7,4,3,10,6,6,11,4,8,8,5,9,7,11,7,3,9,7,4,11,11,6,14,5,13
chr17:56848696-56856625,4,2,3,2,6,3,0,4,7,0,6,0,0,0,3,0,3,0,2,2,0,0,2,0,0,6,0,8,0,2,3,2,3,1,5,3,1,3,5,0,5,1,0,0,2,1,2,1,1,2,1,0,2,0,1,5,1,6,1,2
chr4:25127264-25159107,0,0,3,2,4,2,0,2,3,0,4,2,2,5,0,0,0,0,3,2,0,4,0,2,0,2,0,3,3,2,0,0,3,2,4,2,0,2,3,1,4,2,2,3,1,0,1,0,2,1,1,5,1,2,1,2,1,3,3,2
chr22:36341370-36349255,4,0,0,0,0,3,2,3,5,7,4,0,4,0,3,0,0,0,6,6,0,2,3,0,4,0,0,4,4,3,1,0,1,0,1,3,2,3,2,5,3,0,3,1,2,0,0,1,6,5,0,1,2,1,3,1,0,4,3,3
chr1:23030469-23059167,3,0,3,0,3,3,2,0,0,6,5,3,0,2,3,3,3,2,2,4,4,0,0,0,2,0,0,4,7,2,3,0,2,1,2,3,1,0,2,5,4,2,1,0,3,2,2,2,2,3,2,1,0,1,1,1,1,2,6,2
chr7:30621393-30622462,3,0,6,2,4,0,0,0,3,2,0,4,0,3,0,0,0,3,0,0,3,2,2,2,2,2,3,0,0,2,0,0,5,2,4,0,0,0,2,2,1,2,0,3,0,0,0,3,0,1,2,2,2,2,2,2,3,0,1,2
chr20:48953556-48963898,3,5,2,0,8,3,0,2,0,3,5,14,2,4,4,4,13,3,8,5,2,0,0,2,6,5,4,2,6,4,0,4,2,0,5,3,0,1,0,1,3,10,1,1,2,2,8,2,6,1,1,1,1,2,5,2,3,0,5,2
chr4:7868622-7872080,4,2,3,0,4,3,4,0,5,4,14,4,2,4,11,0,0,4,6,3,0,0,6,4,2,7,5,4,8,3,3,1,2,0,2,2,4,1,1,3,11,3,1,3,9,0,0,4,4,3,0,0,4,3,1,5,4,3,6,2
chr6:160046498-160048543,4,4,2,7,4,3,2,0,6,4,5,6,3,2,4,2,3,0,5,5,3,4,0,2,6,2,2,10,4,5,2,2,1,4,3,2,1,1,3,4,4,3,3,1,2,1,3,1,5,5,2,1,1,2,6,1,1,9,4,4
chr2:214767482-214797117,5,3,5,5,6,4,2,2,3,6,3,0,3,6,3,5,17,2,2,0,0,0,3,0,5,0,3,9,5,0,2,3,4,2,1,3,0,1,3,1,0,0,1,4,1,2,9,2,1,0,0,1,2,0,4,1,3,4,3,1
